obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,chamber
329,329,1679614998,9481.4,20230323 18:43:17,18:43:17,5,poa_pra32_t4_ch5,stan,1679614995,0.000584288,0.584288008,14.27989439,632.8589952,-36.43943036,-3.274260756,56.86547105,0.034692934,4.08894506,0.034530232,0.021595949,321.5189901,20.46393667,19.96554,2.341610213,38.02163039,0.848157764,2.23072434,1.493452449,-25.76710117,-172.1330775,-8.427081467,115.19173,82.35789951,0.587336644,14.27989439,667.1331933,646.5358788,3.321359859,64.58498488,0.584288008,9.248123588,9.439084685,1.72E-06,98.50204213,0,0,1,0,48779,2000.022,1681.21821,0.840599858,0.160757727,1.65,0.5,0: Broadleaf,2,TRUE,1679614995,632.859,660.1567,9.439195,9.247225,635.7286,9.644938,500.0562,89.75487,0.10001313,19.18469,19.96554,999.9,0,0,10003.181,0,13.265,-27.29754,638.8897,666.3182,0.1919694,660.1567,9.247225,0.8472138,0.8299835,4.523983,4.230717,2000.022,0.9800042,0.0199962,0,2.34292,0,5810.895,16749.66,38.4433,39.3058,38.8435,38.062,36.937,1960.031,39.991,0,1679615005,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.43336585,-0.035780488,0.187274449,1,0.191142976,0.002809735,0.000949459,1,2,2,2-Feb,2.98316,2.71577,0.127685,0.129747,0.0544595,0.0522436,27676.6,27732.9,29487.5,29471.6,36947.2,37152.6,41524.1,42001.7,1.97445,1.8331,0.0352785,0,19.3806,999.9,49.2,32.2,26.4743,62.1412,33.0449,1,-0.0525203,5.47221,20.259,5.21909,12.0159,4.9908,3.2885,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86769,1.87025,1.86884,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.888,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.3,1321.2,1.51367,2.23145,1.39648,2.35229,1.49536,2.51221,36.4343,24.0437,18,531.242,400.486,13.1587,26.5211,29.9998,26.6129,26.5809,30.3348,58.8336,0,13.1802,687.597,9.15896,100.822,100.87,5
330,330,1679615003,9486.4,20230323 18:43:22,18:43:22,5,poa_pra32_t4_ch5,stan,1679615000,0.000620817,0.620817486,14.31963533,650.286884,17.04126163,1.531234064,58.43120359,0.036861718,4.087544898,0.036678033,0.022940198,321.5113423,20.45573986,19.9658,2.341647924,38.00718092,0.847750262,2.230500242,1.493897662,-27.37805114,-172.4867119,-8.447228355,113.1993509,81.66741352,0.680149849,14.31963533,683.5016984,663.0530061,3.28748245,64.58498488,0.620817486,9.22573981,9.428670979,-2.34E-06,98.50204213,0,0,1,0,48735,1999.974444,1681.178233,0.840599858,0.160757725,1.65,0.5,0: Broadleaf,2,TRUE,1679615000,650.2868889,677.3798889,9.4347,9.212394444,653.192,9.640465556,500.0591111,89.75443333,0.100067844,19.18307778,19.9658,999.9,0,0,9998.606667,0,13.265,-27.09306667,656.4806667,683.6782222,0.222302111,677.3798889,9.212394444,0.846806,0.826853556,4.517102222,4.176852222,1999.974444,0.980003333,0.019997067,0,2.271733333,0,5809.643333,16749.25556,38.43011111,39.25,38.812,38.04822222,36.91633333,1959.984444,39.99,0,1679615010,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.35803415,1.176286411,0.230741531,0,0.198160146,0.103867965,0.013663778,0,0,2,0/2,2.98313,2.71553,0.129917,0.131889,0.0544069,0.0520625,27605.8,27664.6,29487.6,29471.5,36949.4,37159.6,41524.1,42001.4,1.9745,1.83335,0.0356287,0,19.38,999.9,49.2,32.2,26.4713,62.2412,33.121,1,-0.0528455,5.43772,20.2605,5.21864,12.0158,4.99015,3.2884,9999,9999,9999,999.9,1.86738,1.86646,1.866,1.86584,1.8677,1.87021,1.86885,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.922,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.4,1321.3,1.54663,2.23755,1.39648,2.35229,1.49536,2.41699,36.4343,24.035,18,531.248,400.606,13.1824,26.5183,29.9997,26.6099,26.5779,30.9588,58.8336,0,13.2046,707.698,9.16621,100.822,100.869,5
331,331,1679615008,9491.4,20230323 18:43:27,18:43:27,5,poa_pra32_t4_ch5,stan,1679615005,0.000662884,0.662883676,14.356924,665.6221951,68.50367608,6.155361001,59.80912464,0.039300848,4.084900824,0.03909199,0.024451166,321.5145769,20.45129811,19.975,2.342982678,37.93823083,0.84635958,2.230888372,1.496623098,-29.23317009,-173.786291,-8.516905703,109.9782101,82.11145394,0.685910252,14.356924,700.1624778,679.5716788,3.314755387,64.58498488,0.662883676,9.195555026,9.41237007,-2.06E-05,98.50204213,0,0,1,0,48594,1999.994,1681.194719,0.840599881,0.160757771,1.65,0.5,0: Broadleaf,2,TRUE,1679615005,665.6222,692.8662,9.419227,9.195037,668.5587,9.625066,500.0632,89.7545,0.09996261,19.18587,19.975,999.9,0,0,9989.871,0,13.265,-27.24384,671.9513,699.2961,0.2241904,692.8662,9.195037,0.8454182,0.8252961,4.493665,4.150003,1999.994,0.980003,0.0199974,0,2.31742,0,5808.689,16749.41,38.375,39.25,38.7562,38.0062,36.875,1960.004,39.992,0,1679615015,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.34894634,1.903070383,0.234390543,0,0.204899073,0.147400537,0.016608775,0,0,2,0/2,2.98328,2.71553,0.132127,0.134074,0.0543389,0.0520477,27535.9,27595,29487.8,29471.5,36952.4,37160.1,41524.5,42001.4,1.97447,1.83345,0.0357628,0,19.38,999.9,49.2,32.2,26.4738,62.3412,32.6963,1,-0.0531987,5.40972,20.2614,5.21954,12.0159,4.9906,3.28858,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86769,1.87022,1.86886,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.955,-0.2059,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.5,1321.4,1.57471,2.23877,1.39648,2.35107,1.49536,2.40356,36.4343,24.0437,18,531.198,400.636,13.2059,26.516,29.9998,26.6061,26.5742,31.5212,58.8336,0,13.2229,721.055,9.17205,100.823,100.869,5
332,332,1679615013,9496.4,20230323 18:43:32,18:43:32,5,poa_pra32_t4_ch5,stan,1679615010,0.000639051,0.63905133,14.56309694,683.1495506,54.92367979,4.935064888,61.38312971,0.037856771,4.08623884,0.037663002,0.023556703,321.5239736,20.45164715,19.97313333,2.342711805,37.8937097,0.845163692,2.23035353,1.497548113,-28.18216365,-174.2796484,-8.538037334,110.5241242,82.76363113,0.651693007,14.56309694,717.0479932,696.2992667,3.333323274,64.58498488,0.63905133,9.193432616,9.402402378,-1.16E-05,98.50204213,0,0,1,0,48808,2000.05,1681.241997,0.840599983,0.160757968,1.65,0.5,0: Broadleaf,2,TRUE,1679615010,683.1495556,710.606,9.406056667,9.19304,686.1217778,9.611953333,500.045,89.75311111,0.100025222,19.18202222,19.97313333,999.9,0,0,9994.442222,0,13.265,-27.45634444,689.6363333,717.1992222,0.213016222,710.606,9.19304,0.844222778,0.825104111,4.473454444,4.146684444,2000.05,0.980003,0.0199974,0,2.339944444,0,5807.466667,16749.91111,38.34,39.187,38.729,38,36.826,1960.055556,40,0,1679615020,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.27101,-0.551705066,0.135216286,0,0.211938925,0.091318863,0.014174649,1,1,2,2-Jan,2.98323,2.7158,0.134334,0.136243,0.0542998,0.0520423,27465.8,27526,29487.7,29471.6,36953.6,37160.4,41524.1,42001.4,1.97455,1.8337,0.0361949,0,19.3789,999.9,49.2,32.2,26.4728,62.3812,33.0729,1,-0.0536763,5.40422,20.2614,5.21924,12.0159,4.9904,3.28858,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86771,1.87021,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.989,-0.2059,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.6,1321.5,1.60645,2.23022,1.39648,2.34985,1.49536,2.48291,36.4343,24.035,18,531.219,400.755,13.2275,26.5133,29.9998,26.6032,26.5712,32.142,58.8336,0,13.242,741.091,9.17205,100.822,100.869,5
333,333,1679615018,9501.4,20230323 18:43:37,18:43:37,5,poa_pra32_t4_ch5,stan,1679615015,0.000627825,0.627824974,14.7578379,698.733595,50.58153989,4.545005245,62.7847207,0.037171256,4.08764526,0.036984486,0.023132006,321.5252556,20.45502504,19.97424,2.342872391,37.86478874,0.844605373,2.230582558,1.498267017,-27.68708135,-174.2203864,-8.53231788,111.0854701,83.33513155,0.633392381,14.7578379,733.9753477,713.0727333,3.352153742,64.58498488,0.627824974,9.192474058,9.39773014,-6.79E-06,98.50204213,0,0,1,0,48679,2000.058,1681.248719,0.840599982,0.160757966,1.65,0.5,0: Broadleaf,2,TRUE,1679615015,698.7336,726.3764,9.399646,9.19262,701.7375,9.605572,500.0695,89.75499,0.10002935,19.18367,19.97424,999.9,0,0,9998.876,0,13.265,-27.64265,705.3637,733.1155,0.2070256,726.3764,9.19262,0.8436649,0.8250834,4.464013,4.146328,2000.058,0.9800021,0.0199983,0,2.18556,0,5806.303,16749.94,38.2934,39.187,38.687,37.9433,36.812,1960.059,40,0,1679615025,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.3615,-1.979590244,0.213042516,0,0.215675537,-0.041615059,0.009310266,1,1,2,2-Jan,2.98323,2.71559,0.136522,0.138398,0.0542792,0.0520436,27396.4,27457.9,29487.6,29472.2,36954.6,37161.1,41524.2,42002.2,1.97447,1.8336,0.0359192,0,19.3783,999.9,49.2,32.2,26.4727,62.0612,32.6042,1,-0.0537195,5.39398,20.2616,5.21999,12.0159,4.9904,3.28865,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86585,1.86771,1.87024,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.023,-0.2059,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.7,1321.6,1.63452,2.229,1.39771,2.35107,1.49536,2.45728,36.4343,24.0437,18,531.14,400.674,13.2456,26.5104,29.9999,26.5999,26.5676,32.7109,58.8336,0,13.2591,754.829,9.17205,100.822,100.871,5
334,334,1679615023,9506.4,20230323 18:43:42,18:43:42,5,poa_pra32_t4_ch5,stan,1679615020,0.000618408,0.61840833,14.94121367,716.3522172,49.97446878,4.490453529,64.36779459,0.036598559,4.087504266,0.036417479,0.022777119,321.5264627,20.46434992,19.9754,2.343040726,37.83201535,0.84426805,2.231623249,1.498772676,-27.27180736,-172.8204426,-8.464423513,112.9697891,84.085755,0.623562225,14.94121367,750.9838447,729.9015879,3.376844189,64.58498488,0.61840833,9.192163723,9.394322727,-2.45E-06,98.50204213,0,0,1,0,48769,2000.065556,1681.255067,0.84059998,0.160757962,1.65,0.5,0: Broadleaf,2,TRUE,1679615020,716.3522222,744.2456667,9.395898889,9.192073333,719.3917778,9.601845556,500.0405556,89.75504444,0.099908256,19.19115556,19.9754,999.9,0,0,9998.404444,0,13.265,-27.89345556,723.1468889,751.1502222,0.203825333,744.2456667,9.192073333,0.843329444,0.825035,4.458331111,4.145495556,2000.065556,0.980002,0.0199984,0,2.326266667,0,5804.724444,16750.02222,38.25,39.15255556,38.65255556,37.937,36.79133333,1960.065556,40,0,1679615030,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.54321463,-2.566112195,0.254632344,0,0.212587634,-0.082828683,0.008474765,1,1,2,2-Jan,2.98332,2.71573,0.138694,0.140534,0.0542658,0.0520424,27327.8,27390.2,29488,29472.6,36955.7,37161.5,41524.9,42002.6,1.9743,1.83395,0.0359491,0,19.38,999.9,49.2,32.2,26.4734,62.3712,33.0008,1,-0.0541057,5.37878,20.2621,5.21954,12.0159,4.98975,3.28865,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86768,1.87024,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.057,-0.2059,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.8,1321.7,1.66504,2.23022,1.39648,2.35107,1.49536,2.51587,36.4343,24.0437,18,530.992,400.849,13.2633,26.5077,29.9998,26.5965,26.5646,33.333,58.8336,0,13.2773,774.863,9.17205,100.823,100.872,5
335,335,1679615028,9511.4,20230323 18:43:47,18:43:47,5,poa_pra32_t4_ch5,stan,1679615025,0.000612621,0.612620991,15.13121432,732.1073949,50.96507247,4.579464753,65.78348363,0.036258839,4.08902175,0.036081161,0.022566617,321.509616,20.46009782,19.97224,2.342582182,37.83093993,0.843989706,2.23095093,1.498592476,-27.01658572,-173.2539739,-8.482160303,112.7568961,84.58118457,0.614687143,15.13121432,768.0883318,746.8564364,3.395015018,64.58498488,0.612620991,9.191674703,9.391947762,-3.88E-06,98.50204213,0,0,1,0,48686,1999.96,1681.1664,0.840600012,0.160758023,1.65,0.5,0: Broadleaf,2,TRUE,1679615025,732.1074,760.1647,9.3928,9.19188,735.179,9.59876,500.0534,89.75489,0.10007402,19.18632,19.97224,999.9,0,0,10003.432,0,13.265,-28.05736,739.0491,767.217,0.2009181,760.1647,9.19188,0.8430497,0.8250162,4.453597,4.145173,1999.96,0.9800009,0.0199995,0,2.42581,0,5803.183,16749.15,38.2185,39.125,38.6187,37.8936,36.75,1959.96,40,0,1679615035,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.71114146,-2.46144669,0.243663806,0,0.207629537,-0.056187679,0.005742249,1,1,2,2-Jan,2.98315,2.71574,0.140852,0.142651,0.0542566,0.0520456,27259.8,27322.7,29488.4,29472.5,36956.7,37161.6,41525.5,42002.8,1.97477,1.83388,0.0360236,0,19.38,999.9,49.2,32.2,26.4719,62.4412,32.8005,1,-0.0542988,5.36756,20.2624,5.21864,12.0159,4.98985,3.2885,9999,9999,9999,999.9,1.8674,1.86647,1.866,1.86585,1.86771,1.87024,1.86888,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.09,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.8,1321.7,1.69312,2.22534,1.39648,2.34985,1.49536,2.53418,36.4343,24.0437,18,531.284,400.783,13.2813,26.5054,29.9999,26.5937,26.5612,33.8867,58.8336,0,13.2965,788.219,9.17205,100.825,100.873,5
336,336,1679615033,9516.4,20230323 18:43:52,18:43:52,5,poa_pra32_t4_ch5,stan,1679615030,0.000605468,0.605467676,15.58932138,749.8594392,39.71147676,3.568238247,67.37793074,0.035810669,4.087448198,0.035637279,0.022288807,321.5329097,20.45894636,19.97781111,2.343390653,37.83283217,0.843869593,2.230521863,1.49952106,-26.70112453,-175.0951513,-8.575710251,111.1609236,84.77249665,0.609239563,15.58932138,785.0143528,763.7216182,3.375747829,64.58498488,0.605467676,9.192685208,9.39059,4.95E-07,98.50204213,0,0,1,0,48752,2000.105556,1681.288699,0.840599985,0.16075797,1.65,0.5,0: Broadleaf,2,TRUE,1679615030,749.8594444,777.9823333,9.391555556,9.192414444,752.9667778,9.597522222,500.0496667,89.75401111,0.100069822,19.18323333,19.97781111,999.9,0,0,9998.334444,0,13.265,-28.12292222,756.9685556,785.2002222,0.199140333,777.9823333,9.192414444,0.842930111,0.825056444,4.451567778,4.145863333,2000.105556,0.980001,0.0199994,0,2.149066667,0,5802.056667,16750.34444,38.187,39.125,38.562,37.875,36.687,1960.105556,40.00111111,0,1679615040,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-27.9110025,-1.970943715,0.196206767,0,0.203033875,-0.033267433,0.003275798,1,1,2,2-Jan,2.98305,2.71559,0.142981,0.144734,0.0542493,0.0520443,27192.7,27256.6,29488.8,29472.7,36957.7,37161.8,41526.3,42002.9,1.9746,1.83388,0.0354126,0,19.38,999.9,49.2,32.2,26.4716,62.5412,33.137,1,-0.0545503,5.34377,20.2632,5.21924,12.0158,4.9896,3.2885,9999,9999,9999,999.9,1.86743,1.86647,1.866,1.86584,1.8677,1.87027,1.86888,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.124,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1321.9,1321.8,1.72363,2.22656,1.39771,2.35352,1.49536,2.48779,36.4343,24.0437,18,531.138,400.765,13.2989,26.5026,29.9998,26.5905,26.5585,34.4944,58.8336,0,13.3118,808.254,9.17205,100.827,100.873,5
337,337,1679615038,9521.4,20230323 18:43:57,18:43:57,5,poa_pra32_t4_ch5,stan,1679615035,0.000608273,0.608273204,16.02875888,765.6237946,39.73466046,3.570303673,68.79408089,0.036020533,4.091897584,0.0358453,0.022418985,321.5211072,20.45563536,19.96469,2.341486928,37.83080199,0.843750521,2.230326814,1.497736408,-26.82484831,-172.7007812,-8.448613145,113.5468645,84.89711168,0.606841104,16.02875888,802.0360245,780.6315091,3.368459874,64.58498488,0.608273204,9.192114408,9.390953077,-1.61E-06,98.50204213,0,0,1,0,48718,2000.032,1681.22688,0.84059999,0.160757981,1.65,0.5,0: Broadleaf,2,TRUE,1679615035,765.6238,793.7906,9.390277,9.191918,768.7631,9.596249,500.0456,89.75372,0.09991487,19.18183,19.96469,999.9,0,0,10013.06,0,13.265,-28.16675,772.8814,801.1546,0.1983576,793.7906,9.191918,0.8428122,0.8250091,4.449572,4.145046,2000.032,0.9800006,0.0199998,0,2.35322,0,5801.681,16749.74,38.1436,39.0683,38.5434,37.8561,36.6746,1960.032,40,0,1679615045,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.0503225,-1.196322326,0.127396318,0,0.200717625,-0.023154113,0.002366274,1,1,2,2-Jan,2.9834,2.71561,0.145085,0.146763,0.0542505,0.0520439,27125.9,27192.3,29488.8,29473.2,36957.4,37162.5,41525.9,42003.6,1.97483,1.83412,0.0352114,0,19.3802,999.9,49.2,32.2,26.4745,62.3712,33.125,1,-0.0549035,5.33065,20.2632,5.21954,12.0159,4.98955,3.2885,9999,9999,9999,999.9,1.86741,1.86647,1.866,1.86584,1.86771,1.87027,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.158,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1322,1321.9,1.75049,2.22168,1.39648,2.34985,1.49536,2.51099,36.4343,24.0437,18,531.26,400.881,13.316,26.4998,29.9999,26.5876,26.5551,35.0484,58.8336,0,13.3358,821.611,9.17205,100.826,100.875,5
338,338,1679615043,9526.4,20230323 18:44:02,18:44:02,5,poa_pra32_t4_ch5,stan,1679615040,0.000606302,0.606302294,16.00853625,783.3111057,54.33217374,4.881968212,70.38370923,0.035842426,4.090380251,0.035668853,0.022308558,321.5193693,20.45522498,19.98233333,2.34404709,37.8356036,0.843792934,2.230155869,1.500254155,-26.73793117,-176.7986997,-8.653022735,109.3297157,84.78040262,0.603830858,16.00853625,818.8084093,797.4537758,3.359620039,64.58498488,0.606302294,9.19274589,9.39092042,-3.20E-07,98.50204213,0,0,1,0,48671,2000.021111,1681.217733,0.840599994,0.160757988,1.65,0.5,0: Broadleaf,2,TRUE,1679615040,783.3111111,811.4406667,9.390701111,9.193336667,786.486,9.596671111,500.0722222,89.75415556,0.099937811,19.1806,19.98233333,999.9,0,0,10008,0,13.265,-28.12948889,790.7367778,818.9696667,0.197365778,811.4406667,9.193336667,0.842854556,0.825140111,4.450287778,4.147308889,2000.021111,0.98,0.0200004,0,2.382222222,0,5800.598889,16749.66667,38.125,39.04133333,38.5,37.812,36.63877778,1960.021111,40,0,1679615050,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.1117475,-0.322353096,0.06423018,0,0.19906935,-0.014068525,0.001509927,1,1,2,2-Jan,2.98328,2.71573,0.147161,0.148808,0.0542539,0.0520519,27060.6,27127.1,29489.4,29473,36957.9,37162,41526.6,42003.4,1.9749,1.83417,0.0370368,0,19.3817,999.9,49.2,32.2,26.4753,62.5012,32.7163,1,-0.0552414,5.29134,20.2647,5.21909,12.0156,4.98925,3.28842,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86768,1.87024,1.86887,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.191,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1322.1,1322,1.77612,2.22534,1.39648,2.35229,1.49536,2.43042,36.4343,24.0437,18,531.284,400.89,13.3369,26.4976,29.9997,26.5848,26.5523,35.6522,58.8336,0,13.3537,841.646,9.17205,100.828,100.874,5
339,339,1679615048,9531.4,20230323 18:44:07,18:44:07,5,poa_pra32_t4_ch5,stan,1679615045,0.000599535,0.599534968,16.28579222,799.0282945,48.9035853,4.394186089,71.79594288,0.035424689,4.090889755,0.03525515,0.022049633,321.5185536,20.46114745,19.98681,2.344697073,37.82399059,0.84378577,2.230821646,1.500911304,-26.43949208,-176.751617,-8.650051883,109.6773926,85.43844404,0.601212791,16.28579222,835.9815855,814.396,3.388505241,64.58498488,0.599534968,9.194065269,9.390038951,-4.12E-07,98.50204213,0,0,1,0,48904,2000.016,1681.21344,0.840599995,0.160757991,1.65,0.5,0: Broadleaf,2,TRUE,1679615045,799.0283,827.3789,9.390624,9.194105,802.2347,9.596592,500.0461,89.75409,0.09997822,19.18539,19.98681,999.9,0,0,10009.69,0,13.265,-28.35059,806.6027,835.0566,0.1965166,827.3789,9.194105,0.8428469,0.8252086,4.450158,4.148494,2000.016,0.9799994,0.02000098,0,2.38054,0,5799.642,16749.57,38.0809,39,38.4811,37.812,36.625,1960.016,40,0,1679615055,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.18976098,-0.729428571,0.106856247,0,0.197883195,-0.010328822,0.001151778,1,1,2,2-Jan,2.98303,2.71579,0.149223,0.15082,0.0542515,0.0520534,26995.2,27063.1,29489.4,29473.2,36958,37162.4,41526.6,42003.9,1.97475,1.83425,0.0360161,0,19.3817,999.9,49.3,32.2,26.5282,62.1812,33.2091,1,-0.0555691,5.308,20.2643,5.21924,12.0159,4.9894,3.28848,9999,9999,9999,999.9,1.86741,1.86646,1.866,1.86584,1.86769,1.87024,1.86886,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.225,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1322.2,1322.1,1.80786,2.22778,1.39771,2.35229,1.49536,2.46704,36.4107,24.0437,18,531.159,400.909,13.3573,26.4948,29.9998,26.582,26.549,36.1936,58.8336,0,13.3606,855.019,9.17205,100.828,100.875,5
