,ID,species,ps_pathway,chamber,trt,tray_number,planting.date,germination_date,Thinning_date,measurment_date,growth_co2,growth_temp,common.temp,leaf.biomass,leaf.13c.mass.mg.,leaf.d13c,leaf.d15NAir,focal.area,vcmax20,vpmax20,jmax20,tpu20,rd20,amaxLA20,vpmaxLA20,vcmax27.5,vpmax27.5,jmax27.5,tpu27.5,rd27.5,amaxLA27.5,vpmaxLA27.5,vcmax35,vpmax35,jmax35,tpu35,rd35,amaxLA35,vpmaxLA35
164,poa_pra20_t2_ch4,Poa Pratensis,C3,4,EC+HT,2,12/26/22,1/5/23,NA,NA,1000,35,27.5,0.13,2.806,-27.68,7.93,110.418,NA,NA,NA,NA,NA,NA,NA,37.97409173,NA,76.34889006,NA,0.908226582,NA,NA,66.7584856,NA,95.67008839,NA,1.284232219,NA,NA
165,poa_pra21_t3_ch4,Poa Pratensis,C3,4,EC+HT,3,12/26/22,1/9/23,NA,NA,1000,35,27.5,0.06,2.913,-28.71,17.8,101.143,NA,NA,NA,NA,NA,NA,NA,61.85827363,NA,115.1791864,7.62994711,1.367614682,NA,NA,106.9163773,NA,138.6590351,8.511759866,1.480003575,NA,NA
166,poa_pra22_t3_ch4,Poa Pratensis,C3,4,EC+HT,3,12/26/22,no growth,NA,NA,1000,35,27.5,no growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,poa_pra23_t4_ch4,Poa Pratensis,C3,4,EC+HT,4,12/26/22,1/6/23,NA,NA,1000,35,27.5,0.04,2.79,-28.86,17.14,83.642,NA,NA,NA,NA,NA,NA,NA,52.22488914,NA,115.4410008,NA,0.765453514,NA,NA,109.7941749,NA,145.6967266,NA,1.142493695,NA,NA
168,poa_pra24_t4_ch4,Poa Pratensis,C3,4,EC+HT,4,12/26/22,1/9/23,NA,NA,1000,35,27.5,0.1,2.835,-28.08,16.55,120.429,NA,NA,NA,NA,NA,NA,NA,66.61501202,NA,122.9864307,NA,2.031081304,NA,NA,114.5917726,NA,156.9873487,NA,2.173749013,NA,NA
169,bou_cur17_t1_ch4,Bouteloua Curtipendula,C4,4,EC+HT,1,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.1,2.893,-8.55,19.3,66.066,NA,NA,NA,NA,NA,NA,NA,352.6095705,10.73584719,NA,NA,1.444597,17.48967627,19.07114355,19.89771156,33.37752942,NA,NA,2.456804783,14.62935145,11.58469049
170,bou_cur18_t1_ch4,Bouteloua Curtipendula,C4,4,EC+HT,1,12/26/22,,NA,NA,1000,35,27.5,no leave,NA,NA,NA,78.228,NA,NA,NA,NA,NA,NA,NA,202.9866939,14.73723691,NA,NA,2.529504679,24.47894457,16.06032395,99.17228812,21.47556558,135.9072697,NA,2.802225016,30.41131563,26.77144875
171,bou_cur19_t2_ch4,Bouteloua Curtipendula,C4,4,EC+HT,2,12/26/22,,NA,NA,1000,35,27.5,0.06,2.913,-9.02,14.65,73.983,NA,NA,NA,NA,NA,NA,NA,35.5259743,47.59770299,NA,NA,1.365020004,NA,NA,37.62023962,63.67765619,NA,NA,1.664197698,90.88694049,87.92756191
172,bou_cur20_t2_ch4,Bouteloua Curtipendula,C4,4,EC+HT,2,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.12,2.962,-8.25,6.83,70.4,NA,NA,NA,NA,NA,NA,NA,315.1504117,18.02229413,103.8344127,NA,2.779150493,20.28678235,16.57681401,27.73326177,43.90887541,NA,NA,2.692417275,24.89200774,32.44049781
173,bou_cur21_t3_ch4,Bouteloua Curtipendula,C4,4,EC+HT,3,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.04,2.81,-8.45,13.89,70.124,NA,NA,NA,NA,NA,NA,NA,3738.677265,3.890581257,NA,NA,1.362921204,18.47870228,6.746275763,672.2094644,8.02063127,NA,NA,1.644490404,17.68685967,5.685590875
174,bou_cur22_t3_ch4,Bouteloua Curtipendula,C4,4,EC+HT,3,12/26/22,,NA,NA,1000,35,27.5,0.03,2.864,-8.89,17.42,76.425,NA,NA,NA,NA,NA,NA,NA,15.77511544,93.16224455,NA,NA,2.529504679,8.202420324,5.338772852,21.11530564,52.38111453,NA,NA,2.541671561,17.02858252,14.28760366
175,bou_cur23_t4_ch4,Bouteloua Curtipendula,C4,4,EC+HT,4,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.12,2.979,-8.84,14.78,81.554,NA,NA,NA,NA,NA,NA,NA,281.2915717,15.83827823,NA,NA,1.444596606,29.01621727,21.92668827,37.01571441,40.50260545,NA,NA,1.465243978,37.97889549,48.90675428
176,bou_cur24_t4_ch4,Bouteloua Curtipendula,C4,4,EC+HT,4,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.09,2.862,-8.97,15.29,75.741,NA,NA,NA,NA,NA,NA,NA,230.057317,15.68681276,NA,NA,2.50860509,30.86828145,13.38747636,43.48266819,34.33441949,NA,NA,2.802225016,35.06351431,31.15705952
177,sch_sco17_t1_ch4,Schizachyrium Scoparium,C4,4,EC+HT,1,12/26/22,1/2/23,NA,NA,1000,35,27.5,0.01,2.939,-8.16,14.97,74.874,NA,NA,NA,NA,NA,NA,NA,465.6967938,13.71697367,72.12876981,NA,0.596330142,23.87405475,31.00380761,43.83730091,24.07908547,92.14031515,NA,0.891425385,48.92384197,31.00380761
178,sch_sco18_t1_ch4,Schizachyrium Scoparium,C4,4,EC+HT,1,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.02,2.892,-7.74,13.93,76.735,NA,NA,NA,NA,NA,NA,NA,17.80236961,21.71113208,65.2841308,NA,1.39222259,10.73107,13.475091,13930.581,14.082927,NA,NA,0.886079,75.90281,77.580679
179,sch_sco19_t2_ch4,Schizachyrium Scoparium,C4,4,EC+HT,2,12/26/22,1/7/23,NA,NA,1000,35,27.5,0.01,2.85,-5.48,14.78,81.583,NA,NA,NA,NA,NA,NA,NA,243.0610411,19.90529965,93.98131063,NA,93.98131063,30.4055882,37.2145531,33.14751045,32.88058219,118.5426988,NA,1.39222259,41.54870215,45.38929691
180,sch_sco20_t2_ch4,Schizachyrium Scoparium,C4,4,EC+HT,2,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.15,2.885,-7.84,12.22,117.332,NA,NA,NA,NA,NA,NA,NA,407.0050964,22.19794886,117.1703656,NA,1.42489987,36.28417895,57.05171416,167.6672881,31.9847004,139.9753673,NA,1.55180104,82.60220805,76.37005702
181,sch_sco21_t3_ch4,Schizachyrium Scoparium,C4,4,EC+HT,3,12/26/22,,NA,NA,1000,35,27.5,0.02,2.779,-6.88,13.04,88.083,NA,NA,NA,NA,NA,NA,NA,25.795325.143959827917,43.3429.23923672241728,NA,NA,1.180616888,NA,NA,25.79537914,43.34241741,NA,NA,1.382565102,89.24100044,59.97339336
182,sch_sco22_t3_ch4,Schizachyrium Scoparium,C4,4,EC+HT,3,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.07,2.966,-7.19,15.63,93.324,NA,NA,NA,NA,NA,NA,NA,251.9350981,18.98025005,102.8442004,NA,1.594900065,31.53185561,40.81012658,205.8732093,22.56765418,125.7617814,NA,1.74309885,45.19212287,57.39420843
183,sch_sco23_t4_ch4,Schizachyrium Scoparium,C4,4,EC+HT,4,12/26/22,,NA,NA,1000,35,27.5,0.07,2.859,-6.44,13.41,98.83,NA,NA,NA,NA,NA,NA,NA,554.5532407,13.12750326,NA,NA,1.896271963,65.184229,54.39388029,41.11399343,15.06999519,77.01356482,NA,1.39222259,24.09100204,33.11428792
184,sch_sco24_t4_ch4,Schizachyrium Scoparium,C4,4,EC+HT,4,12/26/22,1/3/23,NA,NA,1000,35,27.5,0.04,2.947,-6.52,13.21,94.365,NA,NA,NA,NA,NA,NA,NA,224.1594776,14.14035652,NA,NA,2.350848051,23.71443886,23.64284932,399.2960381,20.15934734,NA,NA,1.39222259,41.89599698,45.23943051
185,sor_nut17_t1_ch4,Sorghastrum nutans,C4,4,EC+HT,1,12/26/22,,NA,NA,1000,35,27.5,NA,2.867,-7.95,19.06,83.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,sor_nut18_t1_ch4,Sorghastrum nutans,C4,4,EC+HT,1,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.03,2.866,-7.85,15.94,96.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38991772,17.34043,14.8044619,16342.02196,1.720013886,NA,NA,0.777352535,14.43121772,12.49332119
187,sor_nut19_t2_ch4,Sorghastrum nutans,C4,4,EC+HT,2,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.35,2.993,-5.89,9.54,144.285,NA,NA,NA,NA,NA,NA,NA,35255880.47,27.59205514,138.7176803,NA,0.781288865,41.57301887,55.76979497,57.03161345,33.61151076,174.3335536,NA,1.236203797,46.71534907,60.97185165
188,sor_nut20_t2_ch4,Sorghastrum nutans,C4,4,EC+HT,2,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.29,2.8,-7.39,8.14,124.408,NA,NA,NA,NA,NA,NA,NA,11839.905,12.181321,62.1704,NA,1.52553211,18.80276,18.4652863,27.51425297,36.72352048,NA,NA,1.771758,25.69358989,27.95794246
189,sor_nut21_t3_ch4,Sorghastrum nutans,C4,4,EC+HT,3,12/26/22,12/30/22,NA,NA,1000,35,27.5,0.14,2.819,-7.61,13.74,110.654,NA,NA,NA,NA,NA,NA,NA,3525450.794,3.498140982,34.29953446,NA,1.808975616,NA,NA,14.23849697,6.0319397,32.37816373,NA,1.771758,5.717713875,5.64460831
190,sor_nut22_t3_ch4,Sorghastrum nutans,C4,4,EC+HT,3,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.16,2.914,-7.7,15.29,108.969,NA,NA,NA,NA,NA,NA,NA,310.9651793,7.46209445,NA,NA,1.939717068,23.98044965,7.063137595,1147.352385,12.7766513,NA,NA,2.17961902,36.81654372,17.98517332
191,sor_nut23_t4_ch4,Sorghastrum nutans,C4,4,EC+HT,4,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.12,2.965,-7.4,12.63,NA,NA,NA,NA,NA,NA,NA,NA,133046.5357,4.371620175,40.05017359,NA,1.341703064,11.67933205,5.307598579,21250.36904,3.423619075,NA,NA,1.77222317,15.78428647,5.160693485
192,sor_nut24_t4_ch4,Sorghastrum nutans,C4,4,EC+HT,4,12/26/22,12/31/22,NA,NA,1000,35,27.5,0.16,2.944,-6.58,16.93,115.865,NA,NA,NA,NA,NA,NA,NA,14291.44528,3.564550739,NA,NA,1.4850105,12.6595754,2.58181712,749.3302288,6.244222425,NA,NA,2.893391525,19.03521782,5.045680138
