"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccH2O_hum","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
74,1679455337.1,5015.09999990463,"20230321 22:22:17","22:22:17",5,"pas_smi28_t2_ch5","gibson",1679455334.6,0.000340605264253517,0.340605264253517,-1.46995969003152,420.356333747024,524.281423987771,47.1219208819165,37.7812315957656,0.0202002718660023,4.21121428242325,0.020146595064882,0.0125964325886117,0,20.2709865576575,19.9518222222222,2.33962127638001,35.3577107645663,0.847032332928914,2.39560852389167,1.4925889434511,-15.0206921535801,86.7954745338273,4.14991875695944,75.9247011372067,-1.27139886671425,0.401233322751791,-1.46995969003152,424.022811489009,424.370024242424,0.011944123885401,67.4650118760314,0.340605264253517,9.32382684604074,9.41860099999999,-0.000272434932367576,116.697700635259,0,0,1,0,48820,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455334.6,420.356333333333,420.054222222222,9.42413444444444,9.31524666666667,419.100666666667,9.52723888888889,500.064666666667,89.7790888888889,0.0999698111111111,20.3341222222222,19.9518222222222,999.9,0,0,9971.31444444444,0,0.890269,0.302398555555556,424.355777777778,424.003666666667,0.108887,420.054222222222,9.31524666666667,0.846090111111111,0.836314333333333,4.50502111111111,4.33908777777778,0,0,0,0,2.69758888888889,0,-21.1880444444444,-2.59881111111111,35.0482222222222,40.687,38.062,39.562,35.687,0,0,0,1679455358.2,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.329412682926829,-0.322342222996516,0.0523348642584295,0,0.0878081731707317,0.153568781184669,0.0152895121949659,0,0,2,"0/2",2.87668,2.71015,0.090825,0.0909159,0.0518072,0.0510902,25685.3,22382.8,25273.5,23971.4,40904.1,37629.6,45666.1,42728.3,1.81002,1.87838,-0.00440329,0,20.0171,999.9,52.497,28.218,22.4741,54.1478,41.5465,1,-0.149507,2.32485,20.2332,5.23586,11.9903,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.87179,1.86248,1.86191,1.86844,1.85852,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1032,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.1,3.3,1.0437,2.38281,1.44775,2.31445,1.44409,2.30103,33.4456,24.3502,18,427.886,454.957,17.9317,25.5412,29.9994,25.4578,25.44,20.9293,70.1472,76.5478,17.9714,420,9.27619,96.6682,100.485,NA,5
75,1679455342.1,5020.09999990463,"20230321 22:22:22","22:22:22",5,"pas_smi28_t2_ch5","gibson",1679455339.3,0.000374358907663293,0.374358907663293,-1.81918136499805,420.367400511369,538.805800573264,48.426793983295,37.7817860910153,0.0222053931550246,4.23565077823917,0.0221409227253279,0.0138438534143673,0,20.2686199063473,19.94396,2.33848200272667,35.2962535915509,0.845743280922665,2.39612761940581,1.49273872180401,-16.5092278279512,89.895491180463,4.27324655507152,77.6595099075834,-1.54108280903816,0.438005572008784,-1.81918136499805,423.92953643693,424.40843030303,0.0048801014023754,67.4650118760314,0.374358907663293,9.29796933819537,9.40095520588235,-0.000160436560639942,116.697700635259,0,0,1,0,48501,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455339.3,420.3674,419.9956,9.409902,9.29102,419.1115,9.513171,500.0093,89.77827,0.09974158,20.33763,19.94396,999.9,0,0,10048.74,0,0.890269,0.3718992,424.3607,423.9342,0.1188811,419.9956,9.29102,0.8448047,0.8341316,4.483295,4.301801,0,0,0,0,2.65206,0,-21.14807,-2.60204,35.0558,40.687,38.062,39.562,35.687,0,0,0,1679455363,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.32471587804878,0.0120065644599306,0.0445012133220148,1,0.100300036585366,0.134869427874565,0.0133540638753419,0,1,2,"1/2",2.8766,2.71053,0.0908297,0.0909158,0.0517298,0.0509942,25685.5,22383,25273.8,23971.6,40907.7,37633.7,45666.4,42728.6,1.8102,1.87832,-0.00399724,0,20.0088,999.9,52.399,28.228,22.4457,54.3378,41.7869,1,-0.150079,2.30281,20.2337,5.23646,11.9914,4.95725,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.87179,1.86249,1.86192,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1034,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.2,3.4,1.04248,2.3645,1.44775,2.31445,1.44409,2.41455,33.4456,24.3589,18,427.955,454.888,17.9689,25.5326,29.9994,25.4539,25.4354,20.928,70.1472,76.1548,18.011,420,9.27686,96.669,100.486,NA,5
76,1679455347.1,5025.09999990463,"20230321 22:22:27","22:22:27",5,"pas_smi28_t2_ch5","gibson",1679455344.6,0.000384463558231344,0.384463558231344,-1.56645395147736,420.370778218642,517.995528741555,46.5566553111814,37.7822902679591,0.0227751110586881,4.21261788402672,0.0227069258527761,0.0141979377094837,0,20.2663796224177,19.9461,2.33879205081406,35.2215931657499,0.843953916404637,2.39612646830897,1.49483813440942,-16.9548429180023,88.9188684783206,4.24997900108296,76.2140045614013,-1.42400156373443,0.441883452201787,-1.56645395147736,423.977475786207,424.401333333333,0.00187230443522914,67.4650118760314,0.384463558231344,9.27647045626138,9.38285526470588,-0.000238511291636967,116.697700635259,0,0,1,0,48796,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455344.6,420.370777777778,420.031555555556,9.38994333333334,9.27002444444444,419.115,9.49344333333333,500.084555555556,89.7783222222222,0.100166544444444,20.3376222222222,19.9461,999.9,0,0,9975.83666666667,0,0.890269,0.339263888888889,424.355333333333,423.961777777778,0.119919666666667,420.031555555556,9.27002444444444,0.843013222222222,0.832247,4.45297444444444,4.26954777777778,0,0,0,0,2.72135555555556,0,-21.0836444444444,-2.57967777777778,35.0344444444444,40.687,38.062,39.562,35.687,0,0,0,1679455367.8,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.326564024390244,0.123796996515679,0.0481769708508667,0,0.10933886097561,0.101772278048781,0.0104836478792702,0,0,2,"0/2",2.87686,2.71007,0.0908412,0.0909059,0.0516562,0.0509159,25686,22383.5,25274.5,23971.9,40911.7,37637.3,45667.2,42729.1,1.8101,1.87835,-0.00282004,0,20.0019,999.9,52.35,28.228,22.4245,53.9878,41.3341,1,-0.15078,2.24693,20.234,5.23631,11.9914,4.9572,3.304,9999,999.9,9999,9999,1.86842,1.86411,1.87178,1.86245,1.8619,1.86843,1.85852,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1036,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.3,3.4,1.0437,2.3877,1.44775,2.31445,1.44409,2.2937,33.4456,24.3502,18,427.871,454.867,18.0057,25.524,29.9994,25.4502,25.4312,20.9315,70.1472,75.7616,18.048,420,9.27977,96.6712,100.487,NA,5
77,1679455352.1,5030.09999990463,"20230321 22:22:32","22:22:32",5,"pas_smi28_t2_ch5","gibson",1679455349.3,0.000394926270093894,0.394926270093894,-0.917745124836845,420.393100259505,471.329281445939,42.36179017148,37.7837851450647,0.0233582793630621,4.22383456191331,0.0232867533704035,0.0145606288198002,0,20.2690742489222,19.9533,2.3398354677479,35.1541121472269,0.842568420153556,2.39678481033697,1.49726704759434,-17.4162485111407,88.5289039679795,4.22035509441001,75.3330105512488,-1.54547028456642,0.451744895720567,-0.917745124836845,423.909900852651,424.311363636364,-0.0297472112709437,67.4650118760314,0.394926270093894,9.25798330513653,9.36631747058823,-0.000133305172436264,116.697700635259,0,0,1,0,48395,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455349.3,420.3931,420.0217,9.374655,9.252045,419.1371,9.478326,500.0315,89.77725,0.1000223,20.34207,19.9533,999.9,0,0,10011.436,0,0.890269,0.3714142,424.3715,423.9442,0.1226119,420.0217,9.252045,0.8416304,0.8306228,4.429532,4.24169,0,0,0,0,2.6661,0,-21.06939,-2.60284,35.0062,40.687,38.062,39.562,35.687,0,0,0,1679455373.2,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.347323463414634,0.427231818815331,0.0672604117406142,0,0.115978934146341,0.0615351219512196,0.00683116385204367,1,1,2,"1/2",2.87708,2.7102,0.0908208,0.0909298,0.0515863,0.0508184,25686.9,22383.3,25274.8,23972.2,40915.5,37641.5,45668,42729.4,1.81057,1.8783,-0.00267103,0,19.9966,999.9,52.301,28.218,22.3898,54.3278,41.6947,1,-0.151347,2.20903,20.2341,5.23616,11.992,4.95735,3.304,9999,999.9,9999,9999,1.86842,1.86414,1.87178,1.86249,1.86197,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1038,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.4,3.5,1.04248,2.37549,1.44775,2.31445,1.44409,2.3999,33.4456,24.3502,18,428.106,454.801,18.0438,25.5149,29.9994,25.4459,25.4269,20.9269,70.1472,75.3731,18.0808,420,9.28756,96.6725,100.488,NA,5
78,1679455357.1,5035.09999990463,"20230321 22:22:37","22:22:37",5,"pas_smi28_t2_ch5","gibson",1679455354.6,0.000415987257449724,0.415987257449724,-1.31572998533968,420.336333705871,493.766242718085,44.3776272498389,37.7780567462026,0.0245943138549264,4.21793161487625,0.0245149210949428,0.0153289373306359,0,20.2662754823359,19.9472111111111,2.33895304533566,35.079953898261,0.840853151626418,2.39696196313445,1.49809989370924,-18.3450380535328,90.0618963454441,4.29933705628908,76.0161953482004,-1.30994367857764,0.479601270971752,-1.31572998533968,423.924244665722,424.291654545454,-0.000718854868769702,67.4650118760314,0.415987257449724,9.23389032457736,9.34815676470588,-0.00015830971842569,116.697700635259,0,0,1,0,48420,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455354.6,420.336333333333,420.032666666667,9.35572555555556,9.22555333333333,419.080555555556,9.45960888888889,500.034888888889,89.7758555555556,0.0999265666666667,20.3432666666667,19.9472111111111,999.9,0,0,9992.91444444445,0,0.890269,0.303738,424.305888888889,423.943777777778,0.130171444444444,420.032666666667,9.22555333333333,0.839918,0.828231777777778,4.40045444444444,4.20059666666667,0,0,0,0,2.73607777777778,0,-21.1985444444444,-2.59125555555556,35,40.687,38.062,39.562,35.687,0,0,0,1679455378,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.350567268292683,-0.156573972125436,0.0665663951756749,0,0.121642804878049,0.0438037630662024,0.00478800764725998,1,1,2,"1/2",2.87696,2.71022,0.090818,0.0909252,0.0515041,0.0507105,25687.4,22383.8,25275.2,23972.6,40919.6,37646.4,45668.6,42730,1.81043,1.87833,-0.00268221,0,19.9914,999.9,52.228,28.218,22.3593,53.9178,41.5224,1,-0.152101,2.18932,20.2347,5.23631,11.9914,4.9574,3.304,9999,999.9,9999,9999,1.86843,1.86414,1.8718,1.86248,1.86195,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.255,-0.104,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.5,3.6,1.04248,2.37549,1.44775,2.31445,1.44409,2.37183,33.4232,24.3589,18,427.99,454.775,18.0791,25.5063,29.9994,25.4416,25.422,20.9243,70.1472,74.9845,18.1177,420,9.29001,96.6739,100.489,NA,5
79,1679455362.1,5040.09999990463,"20230321 22:22:42","22:22:42",5,"pas_smi28_t2_ch5","gibson",1679455359.3,0.000436480602558523,0.436480602558523,-1.56782627997563,420.328100443423,505.384247269825,45.4214646943505,37.777034162565,0.0257668575171493,4.21587730906536,0.0256796863151718,0.0160576112282672,0,20.2673385126404,19.95271,2.33974995018634,34.9982517260305,0.839148351435132,2.39768648446803,1.5006015987512,-19.2487945728309,89.8803979769692,4.29299178587165,74.92459519001,-1.35941206401751,0.502285761142478,-1.56782627997563,423.929604874898,424.349636363636,0.00271967556730465,67.4650118760314,0.436480602558523,9.20839703861478,9.32851320588235,-0.000191904991297377,116.697700635259,0,0,1,0,48505,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455359.3,420.3281,420.0135,9.336827,9.200499,419.0722,9.440924,500.0488,89.77511,0.09999976,20.34816,19.95271,999.9,0,0,9986.5,0,0.890269,0.3146911,424.2896,423.9136,0.1363273,420.0135,9.200499,0.8382146,0.8259758,4.371473,4.161725,0,0,0,0,2.75727,0,-21.19026,-2.57789,35,40.687,38.062,39.562,35.6746,0,0,0,1679455382.8,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.333420146341463,-0.368102320557491,0.0764075892522754,0,0.126051609756098,0.0597303763066202,0.0061556327640429,1,1,2,"1/2",2.87716,2.71009,0.0908294,0.0908939,0.0514265,0.0505984,25687.6,22384.6,25275.7,23972.6,40923.7,37651.2,45669.4,42730.5,1.81063,1.8786,-0.00188127,0,19.9867,999.9,52.155,28.218,22.3266,54.4678,41.4183,1,-0.152757,2.13994,20.2357,5.23646,11.9914,4.9574,3.304,9999,999.9,9999,9999,1.86842,1.86413,1.87179,1.86246,1.86192,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1042,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.5,3.7,1.0437,2.38159,1.44897,2.31445,1.44409,2.34497,33.4232,24.3502,18,428.072,454.908,18.1135,25.4977,29.9994,25.4376,25.4178,20.9304,69.8568,74.5968,18.1501,420,9.29001,96.6756,100.49,NA,5
80,1679455367.1,5045.09999990463,"20230321 22:22:47","22:22:47",5,"pas_smi28_t2_ch5","gibson",1679455364.6,0.000469891711631804,0.469891711631804,-1.74733671817954,420.428333826388,509.000591301625,45.7466482464003,37.786178305201,0.0277060411270381,4.22318548211113,0.0276054567638283,0.0172624170087655,0,20.2696692754087,19.9567555555556,2.34033638831476,34.9135531881893,0.837550552804971,2.39892670989529,1.50278583550979,-20.7222244829626,91.0215546455831,4.34024982879864,74.6395799914192,-1.91195801668841,0.334418950213923,-1.74733671817954,423.82461040493,424.342903030303,-0.00706742797651934,67.4650118760314,0.469891711631804,9.18663861609041,9.31564285294117,-0.000169839212628459,116.697700635259,0,0,1,0,48505,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455364.6,420.428333333333,419.943,9.31901555555555,9.22824222222222,419.172444444444,9.42331333333333,500.019555555556,89.7755222222222,0.0999102,20.3565333333333,19.9567555555556,999.9,0,0,10009.5744444444,0,0.890269,0.485446444444444,424.383222222222,423.854333333333,0.0907749666666667,419.943,9.22824222222222,0.836619666666667,0.828470444444444,4.34429777777778,4.20463666666667,0,0,0,0,2.87882222222222,0,-21.3700666666667,-2.56844444444444,35,40.687,38.062,39.562,35.6594444444444,0,0,0,1679455388.2,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.367513487804878,0.279103421602787,0.102724452196539,0,0.124660946341463,-0.0275678362369336,0.0154714725986028,1,1,2,"1/2",2.87713,2.71029,0.0908285,0.0909158,0.0513948,0.0509912,25687.8,22384.2,25275.8,23972.6,40925.4,37635.4,45669.7,42730.3,1.81085,1.87847,-0.00133365,0,19.9825,999.9,52.082,28.228,22.3097,54.6278,41.7708,1,-0.15342,2.11759,20.2357,5.23586,11.9911,4.9573,3.304,9999,999.9,9999,9999,1.86843,1.86406,1.87178,1.86248,1.86191,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1043,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.6,3.8,1.04248,2.36938,1.44775,2.31445,1.44409,2.41577,33.4232,24.3589,18,428.17,454.794,18.1477,25.4891,29.9994,25.4339,25.4133,20.926,69.8568,74.2074,18.1801,420,9.29001,96.6764,100.49,NA,5
81,1679455372.1,5050.09999990463,"20230321 22:22:52","22:22:52",5,"pas_smi28_t2_ch5","gibson",1679455369.3,0.000236199058058314,0.236199058058314,-0.631144087600421,420.288900177822,480.75569887159,43.2075679699872,37.7731585170764,0.0139065891566981,4.21632293514979,0.0138811574002031,0.00867800439503833,0,20.31574854283,19.95867,2.34061394842268,34.941665161464,0.83837748761061,2.39936329232308,1.50223646081207,-10.4163784603717,91.1082822576019,4.35156455525229,85.0434683524825,-0.882599282116462,0.192852278272876,-0.631144087600421,424.034837543991,424.250460606061,-0.00827836395994059,67.4650118760314,0.236199058058314,9.27982332819251,9.3381905,0.000668586866246099,116.697700635259,0,0,1,0,48684,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455369.3,420.2889,420.0693,9.328337,9.275994,419.033,9.432532,500.0535,89.77434,0.09993101,20.35948,19.95867,999.9,0,0,9987.995,0,0.890269,0.2195618,424.2463,424.0024,0.05234623,420.0693,9.275994,0.8374453,0.8327463,4.358374,4.278096,0,0,0,0,2.778,0,-21.50321,-2.54098,35,40.687,38.062,39.5372,35.6746,0,0,0,1679455393,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.327769902439024,0.130922362369338,0.114107241007662,0,0.10684107804878,-0.28982444738676,0.0366570430053603,0,0,2,"0/2",2.87724,2.71014,0.09082,0.0909198,0.0514738,0.0509384,25688.3,22384.6,25276,23973.2,40922.3,37638.4,45670.1,42731.2,1.81082,1.87853,-0.00077486,0,19.9782,999.9,51.959,28.218,22.2447,54.3078,41.3341,1,-0.154022,2.09708,20.2358,5.23661,11.9911,4.9574,3.304,9999,999.9,9999,9999,1.86841,1.86409,1.87172,1.86248,1.86191,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1041,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.7,3.9,1.0437,2.3877,1.44775,2.31445,1.44409,2.31445,33.4456,24.3502,18,428.128,454.788,18.1784,25.48,29.9995,25.4301,25.409,20.9265,69.8568,73.8296,18.2086,420,9.29001,96.6771,100.492,NA,5
82,1679455377.1,5055.09999990463,"20230321 22:22:57","22:22:57",5,"pas_smi28_t2_ch5","gibson",1679455374.6,0.000327192958438018,0.327192958438018,-1.20329960664117,420.307111450126,507.787880051167,45.6370218837606,37.7747591006244,0.0192727534303065,4.22628218318669,0.0192240600380184,0.0120194020979173,0,20.3040577194563,19.9696555555556,2.34220721467217,34.9829580516278,0.839628503066734,2.40010722314451,1.50257871160544,-14.4292094671166,89.9642504814547,4.28714797792084,79.822188992259,-1.36266905329252,0.327129139869283,-1.20329960664117,423.88768893575,424.238933333333,-0.0037256083702469,67.4650118760314,0.327192958438018,9.26201619063078,9.34311864705882,0.000897162812219783,116.697700635259,0,0,1,0,48532,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455374.6,420.307111111111,419.971444444445,9.34226555555556,9.25347777777778,419.051111111111,9.44629888888889,500.046333333333,89.7742333333333,0.0999516888888889,20.3645,19.9696555555556,999.9,0,0,10019.52,0,0.890269,0.335608555555556,424.270444444444,423.893888888889,0.0887868666666667,419.971444444445,9.25347777777778,0.838694555555556,0.830723666666667,4.37964555555556,4.24342222222222,0,0,0,0,2.75751111111111,0,-21.3828666666667,-2.55365555555556,35,40.687,38.0551111111111,39.5344444444444,35.6525555555556,0,0,0,1679455397.8,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.333563780487805,-0.129251707317073,0.113722987235782,0,0.0954234414634146,-0.259454105226481,0.035988629095516,0,0,2,"0/2",2.87726,2.71036,0.0908178,0.0909185,0.0514929,0.0508356,25689.2,22385.2,25276.7,23973.8,40922.8,37643.4,45671.5,42732.2,1.81095,1.87862,-0.000461936,0,19.9743,999.9,51.886,28.218,22.213,54.3778,41.6907,1,-0.154677,2.07892,20.2358,5.23616,11.992,4.95715,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.87175,1.86248,1.86192,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.104,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.8,3.9,1.04248,2.36938,1.44897,2.31445,1.44409,2.41821,33.4232,24.3589,18,428.167,454.814,18.2078,25.4709,29.9994,25.4259,25.4047,20.9248,69.8568,73.4462,18.23,420,9.29001,96.68,100.494,NA,5
83,1679455382.1,5060.09999990463,"20230321 22:23:02","22:23:02",5,"pas_smi28_t2_ch5","gibson",1679455379.3,0.000350939443143611,0.350939443143611,-1.95618579625555,420.33480055326,558.772260597873,50.2189500687365,37.7770584719982,0.0206711239328036,4.22308277578144,0.0206150768947238,0.0128894459077141,0,20.3037242863523,19.96946,2.34217884438998,34.9603729638019,0.839298905895689,2.40071496595503,1.50287993849429,-15.4764294426332,90.8741350819678,4.33387494660808,79.7315805859427,-1.21569466741309,0.399151230563253,-1.95618579625555,423.93907187725,424.345836363636,0.0270322867301813,67.4650118760314,0.350939443143611,9.23775326401249,9.33263935294118,4.2417359742831e-05,116.697700635259,0,0,1,0,48394,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679455379.3,420.3348,420.0477,9.338645,9.23031,419.079,9.442723,500.0512,89.77375,0.09998499,20.3686,19.96946,999.9,0,0,10009.447,0,0.890269,0.2870911,424.297,423.9609,0.10833632,420.0477,9.23031,0.838365,0.8286391,4.374037,4.207606,0,0,0,0,2.6751,0,-21.32873,-2.55997,35,40.687,38.031,39.531,35.6498,0,0,0,1679455403.2,0,1679455149.1,"22:19:09",1679455149.1,1679455141.1,10,0.433,-0.099,1.256,-0.11,420,9,0.76,0.13,0.33929143902439,-0.599749233449477,0.109762496342641,0,0.0883892024390244,-0.0192905080139373,0.0301294539164771,1,1,2,"1/2",2.87737,2.71023,0.0908258,0.0909349,0.0514474,0.0507203,25689.5,22385.3,25277.2,23974.2,40924.9,37648.3,45671.7,42732.6,1.81127,1.87857,0.000357628,0,19.9705,999.9,51.813,28.218,22.1813,54.5678,41.5304,1,-0.15516,2.07551,20.2359,5.23616,11.9914,4.9574,3.304,9999,999.9,9999,9999,1.86843,1.86414,1.87177,1.86249,1.86191,1.86845,1.85852,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.256,-0.1041,1.00086162571074,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0583761486757286,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,3.9,4,1.04248,2.38403,1.44775,2.31445,1.44409,2.34375,33.4232,24.3589,18,428.313,454.743,18.2305,25.4628,29.9996,25.4211,25.3999,20.9214,69.8568,73.0642,18.2506,420,9.29001,96.6809,100.496,NA,5
