obs,time,elapsed,date,hhmmss,averaging,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv.Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm.,PhiPS2,PS2.1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo.,DarkPulseID,Fmin,Fo.,Fv..Fm.,qP,qN,qP_Fo,qN_Fo,qL,X1.qL,ID,P1_dur,P1_Fmax,T.P1_Fmax,Q.P1_Fmax,P1_PredF,P1_ΔF,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T.P3_Fmax,Q.P3_Fmax,P3_PredF,P3_ΔF,ID.1,Dur,DCo,InitSlope,Fo.1,F1,T.F1,T.HIR,F2,T.F2,DCmax,T.DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF.dt,dF_dc.dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
31,1679622489,1810.6,20230323 20:48:09,20:48:09,5,sor_nut31_t4_ch5,1679622486,0.001337015,1.337014692,-0.920659789,420.2002005,427.3986796,38.36116243,37.71506305,0.079506903,3.643709112,0.078555536,0.049181738,0,19.64740063,19.99385,2.345719555,36.17213067,0.84524541,2.336731052,1.500474146,-58.96234793,-12.17532924,-0.671561713,-71.80923888,-0.931868306,1.339758528,-0.920659789,423.6932301,424.1951333,-8.12E-05,67.04745939,1.337014692,8.700852022,9.416025576,-1.21E-06,93.34255044,2,0,1,0,48472,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622486,420.2002,420.001,9.417253,8.700621,420.8408,9.389745,500.0171,89.65509,0.09989584,19.93187,19.99385,999.9,0,0,10012.242,0,0.5121234,0.1991944,424.1951,423.6874,0.7166329,420.001,8.700621,0.8443046,0.7800549,4.474839,3.349435,0,0,0,0,1.89268,0,-20.02356,-1.38884,33.8435,40.3249,36.9186,39.4936,34.2561,0,0,0,1679622471,0,1.997042308,-1.59383591,3.631179488,-20.29573077,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.200878585,0.028945338,0.040712021,1,0.717766976,-0.00749308,0.001289175,1,2,2,2-Feb,3.10102,2.73547,0.0878312,0.0877421,0.0541371,0.0515711,23487.9,23203.4,26289.4,25766,39937.3,37305.3,46001.5,42556.1,1.912,1.90488,-0.00968575,0,20.1615,999.9,53.2,29.9,25.1358,61.2772,23.5978,1,-0.080719,2.74955,20.2735,5.22328,11.98,4.9658,3.27543,9999,9999,9999,953.9,1.86415,1.86014,1.85835,1.85986,1.85989,1.85822,1.8573,1.85234,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.6,7.6,1.11816,2.61719,1.49658,2.40356,1.54907,2.39746,34.418,24.2101,18,486.567,493,17.9114,26.1256,29.9997,26.2913,26.2589,22.4885,58.1032,0,17.9134,420,8.72484,100.503,100.956,NA,5
32,1679622494,1815.6,20230323 20:48:14,20:48:14,5,sor_nut31_t4_ch5,1679622492,0.001331562,1.331562209,-1.019061123,420.2138895,429.4794886,38.54842418,37.7167797,0.079093858,3.640792502,0.078151542,0.048928442,0,19.64490845,20.00338889,2.347105597,36.17000247,0.84501573,2.336233542,1.502089867,-58.72189344,-14.71245674,-0.812178998,-74.24652917,-1.017981808,1.33401627,-1.019061123,423.6323936,424.1899879,-0.0005014,67.04745939,1.331562209,8.70121976,9.41352103,-4.35E-06,93.34255044,2,0,1,0,48590,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622492,420.2138889,419.9668889,9.414572222,8.700988889,420.8544444,9.387092222,500.0024444,89.65612222,0.100024944,19.92843333,20.00338889,999.9,0,0,10000.83,0,0.388401111,0.247087111,424.2075556,423.653,0.713585556,419.9668889,8.700988889,0.844073889,0.780096444,4.470933333,3.350192222,0,0,0,0,2.152522222,0,-20.14576667,-1.332644444,33.84,40.37455556,36.88866667,39.54155556,34.35411111,0,0,0,1679622476,0,2.015457692,0.255381182,0.691367524,-20.15319615,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.216672512,0.010727101,0.036109164,1,0.716729854,-0.019929721,0.00208379,1,2,2,2-Feb,3.1011,2.73534,0.08783,0.0877467,0.0541248,0.0515674,23488.3,23203.3,26289.8,25766,39938.2,37305.5,46001.9,42556.3,1.91252,1.9049,-0.0100955,0,20.161,999.9,53.2,29.9,25.1361,61.0172,23.5897,1,-0.0813567,2.75025,20.2734,5.22313,11.98,4.9657,3.27525,9999,9999,9999,953.9,1.86417,1.86016,1.85836,1.85987,1.85989,1.85823,1.8573,1.85237,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.641,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.7,7.7,1.11816,2.61963,1.49658,2.40479,1.54907,2.3999,34.418,24.2101,18,486.848,492.992,17.9141,26.1212,29.9995,26.2885,26.2561,22.488,58.1032,0,17.8697,420,8.72651,100.505,100.956,NA,5
33,1679622499,1820.6,20230323 20:48:19,20:48:19,5,sor_nut31_t4_ch5,1679622496,0.001331864,1.331863982,-0.831356851,420.1674005,425.642467,38.20334143,37.71192939,0.079158122,3.644910444,0.078215337,0.048968355,0,19.64713482,19.99598,2.346028991,36.15806985,0.844840943,2.336521131,1.501188048,-58.73520159,-12.88282924,-0.710353973,-72.3283848,-0.879045568,1.331469102,-0.831356851,423.696287,424.1506424,-0.000293573,67.04745939,1.331863982,8.70018201,9.412687091,-2.15E-06,93.34255044,2,0,1,0,48560,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622496,420.1674,419.9948,9.412794,8.700515,420.8079,9.385334,499.9625,89.65479,0.09974438,19.93042,19.99598,999.9,0,0,10016.93,0,0.364284,0.1724792,424.1599,423.6811,0.7122806,419.9948,8.700515,0.8439019,0.7800426,4.468025,3.349216,0,0,0,0,2.07873,0,-19.86197,-1.32894,33.8497,40.4249,36.931,39.6434,34.3122,0,0,0,1679622481,0,2.002161538,0.519172636,0.46812309,-20.00913846,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.198634275,0.007491816,0.039888606,1,0.71509815,-0.019777306,0.00201776,1,2,2,2-Feb,3.10102,2.73535,0.087826,0.0877324,0.0541232,0.0515765,23488.7,23204.1,26290.1,25766.4,39938.9,37305.6,46002.6,42556.7,1.9121,1.90503,-0.00938773,0,20.1597,999.9,53.2,29.9,25.1344,61.1172,23.6258,1,-0.0813999,2.91505,20.2708,5.22313,11.98,4.9658,3.2753,9999,9999,9999,953.9,1.86417,1.86017,1.85834,1.85989,1.85989,1.85822,1.8573,1.85235,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.8,7.7,1.11816,2.62207,1.49658,2.40479,1.54907,2.39136,34.418,24.2101,18,486.581,493.049,17.8867,26.1173,29.9999,26.2858,26.2534,22.4894,58.1032,0,17.8782,420,8.72727,100.506,100.958,NA,5
34,1679622504,1825.6,20230323 20:48:24,20:48:24,5,sor_nut31_t4_ch5,1679622502,0.001326325,1.326325276,-0.947420984,420.1780005,428.0751724,38.42167523,37.71286848,0.078782482,3.641299805,0.077847653,0.048737849,0,19.65010588,20.0006,2.346700285,36.14739852,0.844699294,2.336819047,1.502000991,-58.49094465,-13.37305676,-0.738141333,-72.60214274,-0.966937337,1.328796269,-0.947420984,423.6523198,424.1693758,-0.000185124,67.04745939,1.326325276,8.700202859,9.409763697,-3.32E-06,93.34255044,2,0,1,0,48560,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622502,420.178,419.9573333,9.411218889,8.70036,420.8187778,9.383773333,499.9564444,89.6545,0.100005078,19.93247778,20.0006,999.9,0,0,10002.97556,0,0.364284,0.221004889,424.1701111,423.6428889,0.710857222,419.9573333,8.70036,0.843758222,0.780026778,4.465592222,3.348926667,0,0,0,0,2.083133333,0,-19.92218889,-1.326,33.85377778,40.47877778,36.94411111,39.67311111,34.62466667,0,0,0,1679622486,0,2.079024,-0.330507699,1.208769244,-19.992724,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.209070683,-0.015103819,0.038028453,1,0.713502293,-0.022505979,0.002291573,1,2,2,2-Feb,3.10109,2.73555,0.0878267,0.0877361,0.0541108,0.0515758,23489,23204.2,26290.4,25766.6,39939.8,37306.2,46003.1,42557.4,1.91245,1.90488,-0.010021,0,20.158,999.9,53.1,29.9,25.0877,60.9172,23.6018,1,-0.081753,2.81699,20.2722,5.22268,11.98,4.96545,3.27523,9999,9999,9999,953.9,1.86417,1.86016,1.85835,1.85988,1.85989,1.85822,1.8573,1.85234,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.641,0.0274,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.8,7.8,1.11816,2.62329,1.49658,2.40479,1.54907,2.40479,34.418,24.2188,18,486.755,492.928,17.8733,26.1129,29.9999,26.2824,26.2506,22.4908,58.1032,0,17.8784,420,8.7304,100.507,100.959,NA,5
35,1679622509,1830.6,20230323 20:48:29,20:48:29,5,sor_nut31_t4_ch5,1679622506,0.001317629,1.317628602,-0.862610811,420.1733005,426.4641519,38.27833704,37.71368623,0.078323428,3.641115371,0.077399346,0.048456708,0,19.6516661,19.99088,2.345288148,36.13642997,0.844428445,2.33677883,1.500859702,-58.10742137,-11.51887296,-0.63579717,-70.2620915,-0.844288619,1.321759678,-0.862610811,423.6904741,424.1606788,-7.25E-05,67.04745939,1.317628602,8.701171237,9.405958909,-5.51E-06,93.34255044,2,0,1,0,48538,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622506,420.1733,420.0173,9.407892,8.700934,420.8137,9.380481,500.0547,89.65738,0.10007528,19.9322,19.99088,999.9,0,0,10001.94,0,0.364284,0.15602414,424.1637,423.7038,0.7069589,420.0173,8.700934,0.8434868,0.7801031,4.461001,3.350308,0,0,0,0,2.10761,0,-19.81221,-1.32028,33.8873,40.5123,36.9498,39.7873,34.4559,0,0,0,1679622491,0,2.058264,0.216176923,0.692892315,-19.847632,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.199775638,-0.205069226,0.047963966,0,0.71123115,-0.026317779,0.002655516,1,1,2,2-Jan,3.10113,2.73554,0.0878318,0.0877542,0.0540947,0.051577,23489.1,23203.9,26290.7,25766.8,39940.8,37306.5,46003.4,42557.8,1.91262,1.90488,-0.00990927,0,20.1572,999.9,53.1,29.9,25.0883,61.0172,23.6098,1,-0.0823628,2.79626,20.2726,5.22298,11.98,4.96565,3.27513,9999,9999,9999,953.9,1.86417,1.86014,1.85835,1.85988,1.85989,1.85823,1.85731,1.85234,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0274,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.9,7.9,1.11816,2.61963,1.49658,2.40479,1.54907,2.40356,34.418,24.2188,18,486.835,492.909,17.8738,26.1085,29.9996,26.2797,26.2484,22.491,58.1032,0,17.8847,420,8.73804,100.508,100.96,NA,5
36,1679622514,1835.6,20230323 20:48:34,20:48:34,5,sor_nut31_t4_ch5,1679622512,0.001318386,1.318385683,-1.101947434,420.1833339,431.3425814,38.71614995,37.71452591,0.078307447,3.638763782,0.07738315,0.048446604,0,19.64926602,19.9974,2.346235302,36.13160517,0.844207595,2.336479632,1.502027706,-58.14080863,-13.19590602,-0.728850232,-72.06556488,-1.043282492,1.318373811,-1.101947434,423.5913968,424.1903636,0.000259159,67.04745939,1.318385683,8.70052457,9.405710788,1.77E-06,93.34255044,2,0,1,0,48459,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622512,420.1833333,419.9191111,9.405446667,8.700254444,420.8234444,9.378061111,500.0238889,89.65724444,0.100065911,19.93013333,19.9974,999.9,0,0,9992.85,0,0.364284,0.263878556,424.1726667,423.6048889,0.705192444,419.9191111,8.700254444,0.843266444,0.780041111,4.457267778,3.349187778,0,0,0,0,2.075577778,0,-19.54491111,-1.259511111,33.90255556,40.57622222,36.861,39.80533333,34.44433333,0,0,0,1679622496,0,2.087992,0.050438468,2.374946152,-19.752652,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.197710385,0.19148946,0.05970158,0,0.7090088,-0.03019272,0.003036662,1,1,2,2-Jan,3.10108,2.73532,0.0878339,0.0877429,0.0540937,0.0515733,23489.3,23204.5,26291,25767.1,39941.6,37307,46004.2,42558.1,1.91247,1.90508,-0.00927597,0,20.155,999.9,53.1,29.9,25.0889,61.2672,23.6619,1,-0.0830285,2.76199,20.2732,5.22328,11.98,4.96585,3.2752,9999,9999,9999,953.9,1.86417,1.86013,1.85834,1.85988,1.85989,1.85822,1.8573,1.85234,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.641,0.0274,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,8,8,1.11816,2.61963,1.49658,2.40479,1.54907,2.41089,34.418,24.2188,18,486.726,493.01,17.8793,26.1047,29.9994,26.2769,26.2452,22.4901,58.1032,0,17.8862,420,8.73907,100.51,100.961,NA,5
37,1679623446,2767,20230323 21:04:05,21:04:05,5,sor_nut31_t4_ch5,1679623443,0.000837373,0.837372685,-1.559062893,420.6455009,459.9715851,41.29092897,37.76068797,0.048738537,3.641782378,0.048379048,0.030268982,0,27.08014141,27.47859,3.681008315,59.93772958,2.177949183,3.633686492,1.503059132,-36.9281354,-43.37253529,-2.579726468,-82.88039716,-1.6143854,0.840157645,-1.559062893,430.1937693,431.0572061,-0.000215,67.05030664,0.837372685,23.81670192,24.25819697,-4.51E-05,92.94446672,1,0,1,0,47356,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679623443,420.6455,419.9646,24.26186,23.8192,421.4406,23.99312,500.0202,89.66828,0.1001542,27.25768,27.47859,999.9,0,0,10003.307,0,0.364284,0.6808991,431.105,430.2119,0.4426754,419.9646,23.8192,2.17552,2.135826,18.78317,18.48891,0,0,0,0,1.98251,0,-23.18296,-2.12533,33.9624,38.0746,35.9748,37.3372,35.1498,0,0,0,1679623428,0,2.035996154,-0.906362395,-4.168611977,-22.93363462,15,1679623063,20:57:42,1679623063,1679623062,4,-0.154,-0.022,-0.795,0.264,420,24,0.17,0.18,0.643935475,0.252264844,0.041150474,0,0.438854675,0.105524004,0.016237286,1,1,2,2-Jan,3.10492,2.73546,0.088098,0.0879215,0.108579,0.108494,23483.8,23200.7,26290.5,25765.9,37612.7,35049.1,46003.3,42556.3,1.91593,1.93545,0.0995696,0,25.8555,999.9,58.6,30,27.8471,60.5072,22.8846,1,-0.100602,-1.02113,20.2893,5.22313,11.9798,4.96565,3.27527,9999,9999,9999,954.2,1.86417,1.86015,1.85837,1.85987,1.85989,1.85824,1.8573,1.85232,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.795,0.2687,-0.540031419,-0.000608172,3.95E-08,-7.65E-11,-0.031835271,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,6.4,6.4,1.13281,2.62451,1.49658,2.40601,1.54907,2.3938,34.6006,24.2188,18,487.565,511.625,27.4313,26.016,29.9999,26.1337,26.0887,22.7745,16.914,49.306,27.4457,420,23.8137,100.507,100.956,NA,5
38,1679623451,2772,20230323 21:04:10,21:04:10,5,sor_nut31_t4_ch5,1679623448,0.000801098,0.80109831,-1.526405059,420.6266675,461.1877354,41.39886531,37.75787043,0.046560259,3.638237361,0.04623175,0.028924166,0,27.08757382,27.48496667,3.682382229,59.9313207,2.177703255,3.633664718,1.504678974,-35.32843549,-44.60111462,-2.655468383,-82.58501849,-1.493776855,0.799655269,-1.526405059,430.24384,431.0880061,4.40E-05,67.05030664,0.80109831,23.83776165,24.25983152,3.57E-06,92.94446672,1,0,1,0,47350,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679623448,420.6266667,420.0016667,24.25984444,23.83851111,421.4216667,23.99113333,500.0056667,89.6658,0.0999551,27.25757778,27.48496667,999.9,0,0,9989.858889,0,0.364284,0.624962667,431.0847778,430.2585556,0.421340889,420.0016667,23.83851111,2.175278889,2.1375,18.7814,18.50138889,0,0,0,0,2.051255556,0,-23.78846667,-2.187533333,33.88144444,37.99977778,35.79133333,37.24277778,34.88166667,0,0,0,1679623433,0,2.027865385,-0.405842716,-5.559374369,-23.38438846,15,1679623063,20:57:42,1679623063,1679623062,4,-0.154,-0.022,-0.795,0.264,420,24,0.17,0.18,0.649199,0.033889631,0.033227998,1,0.439976829,-0.050035693,0.014319698,1,2,2,2-Feb,3.10465,2.73531,0.0881011,0.0879332,0.108582,0.108537,23483.9,23200.4,26290.6,25765.8,37612.7,35047.4,46003.4,42556.3,1.91542,1.93582,0.0997186,0,25.8555,999.9,58.6,30,27.8429,60.8172,23.0288,1,-0.100602,-1.01812,20.2898,5.22373,11.98,4.96575,3.27537,9999,9999,9999,954.2,1.86417,1.86015,1.85837,1.85987,1.85989,1.85824,1.8573,1.85232,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.795,0.2687,-0.540031419,-0.000608172,3.95E-08,-7.65E-11,-0.031835271,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,6.5,6.5,1.13281,2.62939,1.49658,2.40601,1.54907,2.32544,34.5777,24.2188,18,487.268,511.876,27.4492,26.0133,29.9999,26.1326,26.0887,22.7726,16.914,49.306,27.4568,420,23.8136,100.508,100.956,NA,5
39,1679623456,2777,20230323 21:04:15,21:04:15,5,sor_nut31_t4_ch5,1679623453,0.000805071,0.805070813,-1.579992434,420.6683009,462.7940922,41.54360881,37.76210549,0.046787411,3.64110038,0.04645596,0.029064559,0,27.0897701,27.48726,3.682876459,59.92982297,2.178020615,3.63428508,1.504855845,-35.50362284,-44.51472506,-2.648309783,-82.66665768,-1.560296938,0.799351389,-1.579992434,430.2721262,431.1457697,8.70E-05,67.05030664,0.805070813,23.84179642,24.26578606,3.19E-05,92.94446672,1,0,1,0,47423,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679623453,420.6683,420.0073,24.26306,23.84187,421.4634,23.99428,499.9841,89.66699,0.09994849,27.26049,27.48726,999.9,0,0,10000.81,0,0.364284,0.6608521,431.1286,430.2657,0.4211916,420.0073,23.84187,2.175594,2.137827,18.78373,18.50386,0,0,0,0,2.0142,0,-26.64238,-2.19692,33.8997,38.0497,35.7373,37.2997,34.4059,0,0,0,1679623437,0,1.997642308,-0.061788017,-18.79339148,-24.59485769,15,1679623063,20:57:42,1679623063,1679623062,4,-0.154,-0.022,-0.795,0.264,420,24,0.17,0.18,0.655422317,-0.072227707,0.035217407,1,0.436168878,-0.141007986,0.014599791,1,2,2,2-Feb,3.10466,2.73536,0.0881039,0.0879195,0.1086,0.10854,23483.8,23201,26290.6,25766.1,37612.1,35047.7,46003.7,42556.7,1.91558,1.93575,0.0996143,0,25.8576,999.9,58.6,30,27.8442,60.7372,23.1571,1,-0.100739,-1.01134,20.2908,5.22418,11.98,4.9657,3.27543,9999,9999,9999,954.2,1.86417,1.86015,1.85837,1.85986,1.85989,1.85826,1.8573,1.85231,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.795,0.2688,-0.540031419,-0.000608172,3.95E-08,-7.65E-11,-0.031835271,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,6.5,6.6,1.13281,2.63428,1.49658,2.40601,1.54907,2.37427,34.5777,24.2188,18,487.338,511.805,27.461,26.0107,29.9999,26.1306,26.0865,22.7744,16.914,49.306,27.4658,420,23.8121,100.508,100.957,NA,5
40,1679623461,2782,20230323 21:04:20,21:04:20,5,sor_nut31_t4_ch5,1679623458,0.000805321,0.80532126,-1.517020707,420.6470009,460.6252211,41.34900363,37.76027358,0.046796002,3.644035231,0.046464695,0.029070005,0,27.09143475,27.48865556,3.68317724,59.92743508,2.178136547,3.634623348,1.505040693,-35.51466759,-44.51284201,-2.646104357,-82.67361395,-1.507510092,0.804966649,-1.517020707,430.2527662,431.0925091,-0.000109236,67.05030664,0.80532126,23.84026876,24.26468303,-1.25E-05,92.94446672,1,0,1,0,47426,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679623458,420.647,420.0157778,24.2643,23.84015556,421.442,23.9955,499.9885556,89.66717778,0.099951189,27.26207778,27.48865556,999.9,0,0,10012.15556,0,0.364284,0.630985,431.1075556,430.2735556,0.424143667,420.0157778,23.84015556,2.175711111,2.137681111,18.78457778,18.50275556,0,0,0,0,1.991388889,0,-25.50747778,-2.0125,33.965,38.16655556,35.93033333,37.38866667,34.66633333,0,0,0,1679623443,0,2.002368,-0.315807684,-7.313630774,-25.43898,15,1679623063,20:57:42,1679623063,1679623062,4,-0.154,-0.022,-0.795,0.264,420,24,0.17,0.18,0.651828825,-0.135710848,0.045594595,0,0.42755955,-0.068204398,0.009387917,1,1,2,2-Jan,3.10459,2.73537,0.0881021,0.0879355,0.108599,0.108534,23484,23200.6,26290.8,25766.1,37612.1,35047.7,46003.6,42556.5,1.9156,1.9357,0.09951,0,25.8594,999.9,58.6,30,27.8442,61.0172,23.145,1,-0.101217,-1.01135,20.2909,5.22358,11.98,4.96565,3.27527,9999,9999,9999,954.2,1.86417,1.8601,1.85835,1.85986,1.85989,1.85825,1.8573,1.85227,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.795,0.2688,-0.540031419,-0.000608172,3.95E-08,-7.65E-11,-0.031835271,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,6.6,6.7,1.13281,2.63062,1.49658,2.40479,1.54907,2.40601,34.6006,24.2188,18,487.338,511.771,27.4694,26.0085,29.9999,26.1288,26.0864,22.7721,16.914,49.6803,27.4738,420,23.812,100.508,100.957,NA,5
