"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
64,1677881054.1,2421,"20230303 16:04:14","16:04:14",5,"pas_smi20_t2_ch4","gibson",1677881051.6,0.00332288250701917,3.32288250701917,-1.83797153931551,419.890000870877,425.979672110309,37.9777923783561,37.434873818797,0.115290229874732,3.82793176784229,0.113395370021449,0.0710397577344842,0,32.7883470003808,32.8408888888889,5.00711564240358,48.3184571194444,2.50465091637395,5.18363181626929,2.50246472602963,-146.539118559545,127.388514662555,7.63270569020007,-11.5178982067899,-1.83797153931551,3.32288250701917,-1.65828009879538,431.225890626574,431.987927272727,-0.00419375990285149,67.4202576420555,3.43717490022218,26.6868946973781,28.1023187878788,0.00515052819445496,111.27397353539,3,1,1,0,46079,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881051.6,419.89,419.697111111111,28.0935333333333,26.6864777777778,419.307,27.7346777777778,500.362444444444,89.0539888888889,0.100012733333333,33.4581666666667,32.8408888888889,999.9,0,0,9984.71444444444,0,0.222721555555556,0.192840555555556,432.027111111111,431.204444444445,1.40705777777778,419.697111111111,26.6864777777778,2.50184222222222,2.37653666666667,21.0384888888889,20.2048,0,0,0,0,1.95555555555556,0,-16.8444444444444,-2.76666666666667,36.812,41.75,39.312,40.687,38.076,0,0,0,1677881056.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.202574151219512,0.0801124432055751,0.0499601523902415,1,1.36092121951219,0.312372752613245,0.0308264700316198,0,1,2,"1/2",2.83815,2.71011,0.0893559,0.0893503,0.112235,0.108076,25798.4,22211.4,25361.5,23763.4,38475.1,35082.2,45910.8,42394.3,1.73612,1.83908,0.2179,0,29.3908,999.9,53.009,31.068,26.9559,54.3991,43.6498,1,0.198531,-6.66667,20.126,5.23601,11.992,4.95695,3.304,9999,9999,9999,999.9,1.86843,1.86411,1.87175,1.8625,1.86199,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3593,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.5,40688.5,1.05957,2.3938,1.44775,2.30591,1.44409,2.34741,37.0032,24.0963,18,415.969,464.91,42.8998,29.9925,29.9998,29.6615,29.6643,21.2511,0,100,132.313,419.656,28.2387,97.1215,99.6684,NA,4
65,1677881059.1,2426,"20230303 16:04:19","16:04:19",5,"pas_smi20_t2_ch4","gibson",1677881056.3,0.00337263949859504,3.37263949859504,-1.82935745615906,419.854600864289,425.547560161501,37.9406197858139,37.4330515975022,0.115088515451245,3.83487585272031,0.113203580729796,0.0709190202923488,0,32.9451441014188,32.99355,5.05027632358765,47.9102163286812,2.50661395307832,5.23189863281362,2.54366237050933,-148.733401888041,130.295355074203,7.80489596254792,-10.6331508512908,-1.82935745615906,3.37263949859504,-1.90379010359824,431.19173916626,432.032139393939,0.00252104806626266,67.4202576420555,3.42368026113112,26.6865759662666,28.1257793939394,0.00136548092401509,111.27397353539,3,1,1,0,46099,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881056.3,419.8546,419.6745,28.11455,26.68634,419.2716,27.75478,500.3218,89.05725,0.09992851,33.62377,32.99355,999.9,0,0,10009.32,0,0.2328612,0.1801179,431.9999,431.1811,1.428226,419.6745,26.68634,2.503806,2.376611,21.05127,20.20528,0,0,0,0,3.28,0,-19.86,-2.91,36.812,41.7374,39.312,40.687,38.0998,0,0,0,1677881061.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.202645634146341,-0.150596801393728,0.0413557470237274,0,1.38614219512195,0.301241393728223,0.0297461202645185,0,0,2,"0/2",2.83886,2.7103,0.0893603,0.0893533,0.112302,0.108082,25798.9,22211.6,25362,23763.7,38472.5,35082.2,45911.1,42394.6,1.73665,1.83915,0.221014,0,29.491,999.9,53.009,31.078,26.9708,53.8991,42.5521,1,0.198049,-6.66667,20.1262,5.23616,11.992,4.95705,3.304,9999,9999,9999,999.9,1.86844,1.86411,1.87175,1.8625,1.86199,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3603,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.6,40688.6,1.05957,2.40112,1.44897,2.30591,1.44409,2.24731,37.0032,24.0875,18,416.264,464.956,43.0608,29.9893,29.9998,29.6615,29.664,21.2514,0,100,133.77,419.656,28.2387,97.1228,99.6694,NA,4
66,1677881064.1,2431,"20230303 16:04:24","16:04:24",5,"pas_smi20_t2_ch4","gibson",1677881061.6,0.00343376705295385,3.43376705295385,-1.90916941566513,419.869112013837,426.305438876962,38.0093785306196,37.4355158449082,0.115071717918469,3.83126445059305,0.11318558366235,0.0709078762502634,0,33.1173310461007,33.1630666666667,5.09858139631174,47.4641095007749,2.50909023611121,5.28628949853204,2.58949116020053,-151.429127035265,133.376949071919,8.01091232746164,-10.0412656358843,-1.90916941566513,3.43376705295385,-1.86650782816354,431.158972458521,432.00206060606,-0.00160213233333552,67.4202576420555,3.55249941230226,26.6874703650505,28.1514909090909,0.00518777013804016,111.27397353539,3,1,1,0,46123,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881061.6,419.869111111111,419.665444444444,28.1414444444444,26.6874222222222,419.286111111111,27.7805333333333,500.333222222222,89.0599777777778,0.0999884444444444,33.8088,33.1630666666667,999.9,0,0,9996.02444444444,0,0.225194666666667,0.203874444444444,432.027111111111,431.172111111111,1.45403666666667,419.665444444444,26.6874222222222,2.50627666666667,2.37677888888889,21.0673222222222,20.2064333333333,0,0,0,0,1.43333333333333,0,-19.8777777777778,-3.07777777777778,36.8051111111111,41.722,39.312,40.687,38.118,0,0,0,1677881066.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.203098951219512,-0.0496785156794421,0.0388907343087115,1,1.4110212195122,0.285728571428575,0.0281878196489471,0,1,2,"1/2",2.83847,2.71029,0.0893575,0.0893621,0.112374,0.108085,25798.9,22211.4,25362,23763.7,38469.5,35081.9,45911.3,42394.5,1.73615,1.83978,0.225306,0,29.5903,999.9,53.009,31.068,26.956,54.2691,42.9207,1,0.197736,-6.66667,20.1263,5.23616,11.992,4.9572,3.304,9999,9999,9999,999.9,1.86843,1.8641,1.87174,1.8625,1.86198,1.86839,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3615,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.7,40688.7,1.05835,2.36572,1.44775,2.30591,1.44409,2.48413,37.027,24.105,18,415.982,465.353,43.2174,29.986,29.9997,29.6615,29.6636,21.2491,0,100,135.12,419.656,28.2387,97.1229,99.6691,NA,4
67,1677881069.1,2436,"20230303 16:04:29","16:04:29",5,"pas_smi20_t2_ch4","gibson",1677881066.3,0.00349030665863112,3.49030665863112,-1.89099501829592,419.868100901475,425.72569750205,37.9576117050876,37.4353496509193,0.115059172910471,3.83067083220338,0.113173159191419,0.0709001001746385,0,33.2677760181449,33.31729,5.14287721625632,47.0763136131363,2.51117999803604,5.3342749363776,2.63169721822027,-153.922523645632,134.935466484298,8.11832269210657,-10.8687344692279,-1.89099501829592,3.49030665863112,-1.91087501624289,431.206987776514,432.056242424242,0.00130488025421489,67.4202576420555,3.55729334297474,26.6868903124117,28.1752806060606,0.00229959099499876,111.27397353539,3,1,1,0,45757,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881066.3,419.8681,419.6827,28.16494,26.68706,419.285,27.803,500.3495,89.05971,0.10007511,33.97067,33.31729,999.9,0,0,9993.92,0,0.231331,0.1854035,432.0364,431.1899,1.477873,419.6827,26.68706,2.508363,2.376741,21.08084,20.20617,0,0,0,0,3.25,0,-19.76,-2.73,36.812,41.6933,39.312,40.687,38.125,0,0,0,1677881071.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.186988658536585,-0.00660112891986067,0.0305061017028219,1,1.43518975609756,0.290518118466899,0.0286602478575742,0,1,2,"1/2",2.83859,2.71009,0.0893601,0.0893551,0.112435,0.108086,25799.1,22211.8,25362.2,23764,38466.7,35082.4,45911.1,42395,1.73627,1.83967,0.228822,0,29.6888,999.9,53.009,31.078,26.9737,54.2191,43.3774,1,0.197485,-6.66667,20.1265,5.23601,11.992,4.95735,3.30398,9999,9999,9999,999.9,1.86842,1.86409,1.87176,1.86249,1.86201,1.86836,1.85852,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3624,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.8,40688.7,1.05957,2.40112,1.44897,2.30591,1.44409,2.33276,37.027,24.0963,18,416.046,465.271,43.3697,29.9828,29.9998,29.6604,29.6615,21.2495,0,100,136.353,419.656,28.2387,97.123,99.6704,NA,4
68,1677881074.1,2441,"20230303 16:04:34","16:04:34",5,"pas_smi20_t2_ch4","gibson",1677881071.6,0.00355217603928734,3.55217603928734,-1.82880970399882,419.789889753526,424.433085618674,37.8419298096391,37.4279481998755,0.115129494131599,3.82569005459896,0.113238779831458,0.0709415241352915,0,33.4327393504288,33.4785222222222,5.18954369776018,46.6548060577382,2.51355003843742,5.38754793091787,2.67599365932276,-156.650963332572,138.265820383945,8.34336167885125,-10.0417812697752,-1.82880970399882,3.55217603928734,-1.50647597941437,431.156468477956,431.940224242424,-0.0232877702862224,67.4202576420555,3.68765801841771,26.6879560315435,28.2033115151515,0.00593978698054969,111.27397353539,3,1,1,0,46220,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881071.6,419.789888888889,419.642777777778,28.1918444444444,26.6877888888889,419.206888888889,27.8287444444444,500.342777777778,89.0588555555556,0.0999096111111111,34.1489,33.4785222222222,999.9,0,0,9976.11222222222,0,0.228131444444444,0.147484666666667,431.967888888889,431.149,1.50404,419.642777777778,26.6877888888889,2.51073222222222,2.37678555555556,21.0962333333333,20.2064555555556,0,0,0,0,2.21111111111111,0,-17.7111111111111,-3.14444444444444,36.812,41.715,39.312,40.687,38.125,0,0,0,1677881076.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.184805536585366,-0.0947440139372821,0.0341125714986229,1,1.45936487804878,0.293386829268293,0.0289435635982444,0,1,2,"1/2",2.83887,2.71037,0.0893422,0.0893485,0.112508,0.108079,25799.8,22212.1,25362.4,23764.2,38464.2,35082.7,45911.9,42395.1,1.73638,1.83985,0.232063,0,29.7883,999.9,53.009,31.078,26.9722,53.9591,42.3397,1,0.196997,-6.66667,20.1267,5.23616,11.992,4.9571,3.30398,9999,9999,9999,999.9,1.86843,1.86408,1.87177,1.86249,1.86202,1.86838,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3637,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.9,40688.8,1.05835,2.39014,1.44775,2.30591,1.44409,2.41455,37.0032,24.0963,18,416.092,465.383,43.5196,29.9796,29.9998,29.659,29.6615,21.2503,0,100,137.476,419.656,28.2387,97.1244,99.6708,NA,4
69,1677881079.1,2446,"20230303 16:04:39","16:04:39",5,"pas_smi20_t2_ch4","gibson",1677881076.3,0.00360916062884743,3.60916062884743,-1.79255389175136,419.787300850878,423.599182591978,37.7663982306187,37.4265461965294,0.115198640832536,3.84021361405975,0.113312707632095,0.070987314050628,0,33.5806091444042,33.62378,5.23190155918018,46.2862206767946,2.51554832295098,5.43476716432833,2.7163532362292,-159.163983732172,141.159646670988,8.49830254477869,-9.50603451640504,-1.79255389175136,3.60916062884743,-1.85457643012221,431.181882584647,432.000078787879,0.00256229898184338,67.4202576420555,3.73742113812399,26.6866099502877,28.2284951515151,0.00523998143496722,111.27397353539,3,1,1,0,45795,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881076.3,419.7873,419.6664,28.21514,26.68694,419.2042,27.85101,500.3255,89.056,0.09997523,34.3056,33.62378,999.9,0,0,10028.67,0,0.2285488,0.12088622,431.9756,431.1731,1.528197,419.6664,26.68694,2.512726,2.376633,21.10918,20.20544,0,0,0,0,1.97,0,-18.09,-3.25,36.812,41.687,39.312,40.687,38.1374,0,0,0,1677881081.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.170564980487805,-0.319917351219512,0.043284778781834,0,1.48420195121951,0.301524250871081,0.029743909171091,0,0,2,"0/2",2.8383,2.71036,0.0893485,0.0893509,0.112573,0.108081,25800.1,22212.8,25362.8,23764.9,38461.5,35083.8,45912.1,42396.4,1.73673,1.83978,0.235349,0,29.8892,999.9,53.009,31.078,26.9721,54.6291,43.5617,1,0.196903,-6.66667,20.1269,5.23631,11.992,4.95735,3.304,9999,9999,9999,999.9,1.86843,1.86409,1.87177,1.8625,1.86202,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3647,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40688.9,40688.9,1.05957,2.37671,1.44775,2.30591,1.44409,2.43896,37.027,24.105,18,416.29,465.332,43.6659,29.9776,29.9999,29.659,29.6611,21.2491,0,100,138.493,419.656,28.2387,97.1252,99.6738,NA,4
70,1677881084.1,2451,"20230303 16:04:44","16:04:44",5,"pas_smi20_t2_ch4","gibson",1677881081.6,0.00367752823367886,3.67752823367886,-1.9994807226553,419.853778724104,426.09890120842,37.9871203027308,37.4303617228701,0.115373702606316,3.83075707987546,0.113477496992331,0.0710912061959116,0,33.7439745581367,33.7908222222222,5.28098332409562,45.8765535541234,2.5181952735251,5.48906811527206,2.76278805057052,-162.178995105238,143.228827858421,8.65877539920894,-10.2913918476074,-1.9994807226553,3.67752823367886,-2.28563000992118,431.16855093889,432.091418181818,0.021378582543601,67.4202576420555,3.81016932233061,26.6893100089068,28.2575139393939,0.00581062542166183,111.27397353539,3,1,1,0,46083,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881081.6,419.853777777778,419.655333333333,28.2464222222222,26.6893666666667,419.270555555556,27.8809333333333,500.339222222222,89.0509888888889,0.0999575111111111,34.4843444444444,33.7908222222222,999.9,0,0,9995.20888888889,0,0.231377333333333,0.198391222222222,432.057777777778,431.162777777778,1.55703777777778,419.655333333333,26.6893666666667,2.51537111111111,2.37671555555556,21.1263111111111,20.2059888888889,0,0,0,0,0.588888888888889,0,-17.4888888888889,-2.86666666666667,36.812,41.687,39.312,40.687,38.1525555555556,0,0,0,1677881086.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.159724541463415,-0.0549632048780489,0.0378322700328184,1,1.50971048780488,0.307808780487804,0.0303699780312022,0,1,2,"1/2",2.83875,2.7103,0.0893575,0.0893415,0.112648,0.108082,25800.1,22212.9,25363.1,23764.8,38458.3,35083.7,45912.3,42396.4,1.7367,1.84015,0.238679,0,29.9902,999.9,53.009,31.078,26.9737,54.189,42.7244,1,0.196629,-6.66667,20.1269,5.23556,11.992,4.95705,3.304,9999,9999,9999,999.9,1.86844,1.86407,1.87174,1.8625,1.86199,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.366,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40689,40689,1.05957,2.40356,1.44775,2.30591,1.44409,2.29858,37.027,24.0963,18,416.275,465.554,43.8085,29.975,29.9998,29.659,29.6589,21.2514,0,100,139.401,419.656,28.2387,97.1259,99.6737,NA,4
71,1677881089.1,2456,"20230303 16:04:49","16:04:49",5,"pas_smi20_t2_ch4","gibson",1677881086.3,0.0037336411568364,3.7336411568364,-2.04742485035426,419.841800975808,426.413853051475,38.0146891934696,37.4287923816472,0.115474704274202,3.83019166548071,0.113574931247732,0.0711524156274932,0,33.8813711185442,33.9299,5.32215335492933,45.5382959207867,2.52036779057459,5.5346115606933,2.80178556435474,-164.653575016485,145.201953820537,8.79170140944664,-10.6599197865013,-2.04742485035426,3.7336411568364,-1.72910088377105,431.131092230256,432.003781818182,-0.0210280025779238,67.4202576420555,3.86044421529726,26.6903482763172,28.2834527272727,0.00535213387879342,111.27397353539,3,1,1,0,45771,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881086.3,419.8418,419.6327,28.27117,26.69031,419.2588,27.90463,500.3118,89.04973,0.10002187,34.63308,33.9299,999.9,0,0,9993.317,0,0.2259057,0.2091308,432.0565,431.1398,1.580866,419.6327,26.69031,2.517538,2.376762,21.14035,20.20634,0,0,0,0,2.09,0,-20.39,-3.16,36.812,41.687,39.312,40.687,38.187,0,0,0,1677881091.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.175545248780488,0.188672042508711,0.0494116231547733,0,1.5354312195122,0.314452891986064,0.0310201731525668,0,0,2,"0/2",2.8388,2.70984,0.0893383,0.089344,0.112716,0.108082,25800.2,22212.9,25362.6,23764.9,38455.4,35083.6,45912.4,42396.3,1.7363,1.8399,0.241816,0,30.096,999.9,52.985,31.078,26.962,53.839,42.7204,1,0.196265,-6.66667,20.1272,5.23601,11.992,4.9571,3.30393,9999,9999,9999,999.9,1.86843,1.86408,1.87173,1.8625,1.862,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3671,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40689.1,40689.1,1.05835,2.3645,1.44775,2.30591,1.44409,2.51221,37.027,24.105,18,416.043,465.394,43.948,29.9725,29.9998,29.6579,29.6589,21.2497,0,100,140.201,419.656,28.2387,97.1253,99.6737,NA,4
72,1677881094.1,2461,"20230303 16:04:54","16:04:54",5,"pas_smi20_t2_ch4","gibson",1677881091.6,0.00379661533947322,3.79661533947322,-1.96556791671957,419.788778706989,424.877746080908,37.8778369807761,37.4241557080622,0.115484040100971,3.83754632068859,0.113587539628577,0.0711600110075089,0,34.0332517755781,34.0927777777778,5.37072330545345,45.1723020710453,2.52284302538312,5.58493348737305,2.84788028007033,-167.430736470769,145.528582154818,8.8085932771954,-13.0935610387557,-1.96556791671957,3.79661533947322,-2.15321458762009,431.110449585641,432.058636363636,0.00336215121819989,67.4202576420555,3.89099106327857,26.6912466339895,28.3078993939394,0.00397739153568176,111.27397353539,3,1,1,0,46023,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881091.6,419.788777777778,419.626777777778,28.2988666666667,26.6913888888889,419.205777777778,27.9311222222222,500.311888888889,89.0502666666667,0.0997001888888889,34.7961888888889,34.0927777777778,999.9,0,0,10019.7144444444,0,0.222567,0.162160111111111,432.014555555556,431.134222222222,1.60745666666667,419.626777777778,26.6913888888889,2.52001888888889,2.37687444444444,21.1563777777778,20.2070777777778,0,0,0,0,3.55555555555556,0,-19.2777777777778,-2.98888888888889,36.812,41.687,39.312,40.687,38.187,0,0,0,1677881096.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.168969053658537,0.201205645296167,0.0475112366989429,0,1.56150951219512,0.311557212543556,0.0307318382575608,0,0,2,"0/2",2.83855,2.71044,0.0893395,0.0893538,0.112782,0.108088,25800.6,22213.1,25363.1,23765.3,38452.6,35083.9,45912.5,42396.9,1.73638,1.84005,0.244275,0,30.2014,999.9,53.009,31.078,26.9754,54.209,43.4455,1,0.196067,-6.66667,20.1272,5.23571,11.992,4.9569,3.304,9999,9999,9999,999.9,1.86844,1.86406,1.87172,1.8625,1.86198,1.86838,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3682,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40689.2,40689.2,1.05957,2.40234,1.44775,2.30591,1.44409,2.34131,37.0032,24.105,18,416.076,465.49,44.086,29.9704,29.9998,29.6565,29.6589,21.2496,0,100,140.894,419.656,28.2387,97.1261,99.6752,NA,4
73,1677881181.6,2548.5,"20230303 16:06:21","16:06:21",5,"pas_smi20_t2_ch4","gibson",1677881178.85,0.00348255961720533,3.48255961720533,-1.66963395033623,419.719500795617,422.871061332945,37.6988668096683,37.4179058459059,0.104106528654691,3.83260551058654,0.102560655811042,0.0642373881716049,0,34.3369970904588,34.20339,5.40392707051586,44.3651894450296,2.51113030877262,5.66013656243714,2.89279676174324,-153.580879118755,172.363197642517,10.4642519224238,29.2465704461856,-1.66963395033623,3.48255961720533,-2.1645792414342,431.124219008138,431.981503030303,0.0238541866904029,67.4202576420555,3.64186104646495,26.6924874470287,28.1816490909091,0.00684666417856468,111.27397353539,4,1,1,0,45739,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677881178.85,419.7195,419.6289,28.16754,26.69289,419.1365,27.8055,500.3311,89.04973,0.10006117,35.03758,34.20339,999.9,0,0,10001.998,0,0.226323,0.09058839,431.8846,431.1374,1.474635,419.6289,26.69289,2.508311,2.376996,21.08053,20.20791,0,0,0,0,2.02,0,-21.57,-3.31,36.875,41.6374,39.3058,40.75,38.437,0,0,0,1677881183.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.1409484575,-0.202238912195122,0.0431580809856502,0,1.39128125,0.57853429643527,0.0569576523474897,0,0,2,"0/2",2.83868,2.71009,0.0893413,0.0893495,0.112447,0.108089,25806.2,22217,25368.8,23769.5,38474.8,35089.5,45921.3,42403.8,1.736,1.84015,0.171818,0,31.421,999.9,52.961,31.098,26.9825,54.8391,42.3317,1,0.184609,-3.3456,20.2073,5.23511,11.992,4.957,3.304,9999,9999,9999,999.9,1.86844,1.86416,1.87177,1.86251,1.86202,1.86841,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3629,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40690.6,40690.6,1.05957,2.40479,1.44897,2.30591,1.44409,2.30957,37.0509,24.1313,18,415.881,465.554,36.4175,30.0137,30.0001,29.659,29.6589,21.258,0,100,36.9387,419.656,28.2387,97.1458,99.6919,NA,4
