obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
347,1679599881,7729.4,20230323 14:31:21,14:31:21,5,pas_smi31_t4_ch5,gibson,1679599874,0.002576862,2.576862338,24.66167655,913.2865477,626.9287829,56.3280893,82.05666675,0.151465913,4.147564667,0.148458724,0.093051914,321.5111059,28.06970776,27.52886296,3.691852259,60.33805807,2.183316308,3.618472947,1.508535951,-113.6396291,-76.63720322,-4.001964658,127.2323089,105.7187323,2.567082435,24.66167655,984.7146973,960.2139212,3.49544636,67.19209482,2.576862338,23.54375843,24.30272657,2.82E-06,124.8143314,3,1,1,0,47238,1999.972963,1681.176989,0.840599858,0.160757726,1.51,0.5,0: Broadleaf,2,TRUE,1679599874,913.2865556,945.9084815,24.3002,23.54408519,912.5235926,23.90558519,500.2017778,89.74763333,0.100034911,27.18612593,27.52886296,999.9,0,0,9983.150741,0,10.405,-32.62196667,936.0323333,968.715963,0.756112444,945.9084815,23.54408519,2.180884444,2.113025556,18.82258519,18.31772222,1999.972963,0.980004815,0.019995348,0,2.559155556,0,2618.572963,16705.21111,43.98133333,45.743,44.99533333,43.937,43.5,1959.982963,39.99,0,1679599905,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.53671463,-2.815914983,0.406328599,0,0.755418463,0.009599352,0.004685546,1,1,2,2-Jan,2.86183,2.71028,0.158751,0.16201,0.10241,0.100398,23564.4,20556.9,25063.9,23888.4,38395.2,35558.4,45311.6,42597.2,1.78148,1.8486,0.105105,0,25.8135,999.9,58.943,30.172,28.2615,55.0536,44.0104,1,-0.0145757,0.747067,20.2273,5.23062,11.986,4.95625,3.30398,9999,999.9,9999,9999,1.86844,1.86412,1.8718,1.86249,1.86197,1.86844,1.85852,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.775,0.3947,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.5,1100.4,2.04712,2.37549,1.44775,2.30103,1.44409,2.26807,35.0594,24.3239,18,424.673,451.104,24.8479,27.2703,29.9999,27.2166,27.1926,41.1023,32.3126,38.9283,24.8218,992.366,23.6085,95.8996,100.163,NA,5
348,1679599886,7734.4,20230323 14:31:26,14:31:26,5,pas_smi31_t4_ch5,gibson,1679599878,0.002562318,2.562318461,24.57033579,929.0216351,641.6238385,57.64809356,83.46997559,0.150537451,4.155162651,0.147571944,0.092494038,321.5153277,28.07201718,27.53129286,3.692377096,60.33520884,2.183354862,3.618707722,1.509022234,-112.9982441,-77.07411712,-4.017491514,127.4254749,105.0448863,2.569899684,24.57033579,1000.172776,976.7327697,3.281554437,67.19209482,2.562318461,23.54150067,24.29625664,-3.56E-06,124.8143314,3,1,1,0,47798,1999.999286,1681.199111,0.840599856,0.160757721,1.51,0.5,0: Broadleaf,2,TRUE,1679599878,929.0216429,961.4535357,24.30076071,23.54380714,928.2508929,23.90612857,500.1955714,89.74726786,0.099913771,27.18723214,27.53129286,999.9,0,0,10007.74786,0,10.405,-32.43185357,952.1598929,984.6355,0.756956179,961.4535357,23.54380714,2.180926786,2.112991429,18.8229,18.31746429,1999.999286,0.980005,0.0199952,0,2.582967857,0,2620.407857,16705.42857,43.9865,45.741,44.991,43.937,43.5,1960.008929,39.99035714,0,1679599909,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.45111951,1.500121254,0.506659238,0,0.755633707,0.029398014,0.003726459,1,1,2,2-Jan,2.86143,2.71062,0.160498,0.163758,0.102392,0.100438,23515.8,20514.2,25064.3,23888.7,38396.5,35557.3,45312.1,42597.7,1.7815,1.84895,0.104334,0,25.819,999.9,58.943,30.172,28.2641,54.0736,44.0144,1,-0.0146113,0.790877,20.2273,5.22972,11.986,4.95625,3.30393,9999,999.9,9999,9999,1.86844,1.86412,1.87178,1.86249,1.86199,1.86844,1.85853,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.784,0.3945,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.6,1100.5,2.07764,2.37061,1.44897,2.30225,1.44409,2.25342,35.0594,24.3239,18,424.667,451.296,24.8102,27.2664,29.9999,27.2137,27.1897,41.6273,32.0421,38.9283,24.788,1006,23.618,95.9008,100.164,NA,5
349,1679599891,7739.4,20230323 14:31:31,14:31:31,5,pas_smi31_t4_ch5,gibson,1679599884,0.002488736,2.488736233,24.94095554,946.5173624,646.9583675,58.12741823,85.0419646,0.146208384,4.156251339,0.143409993,0.089878209,321.516587,28.08377365,27.52713704,3.691479513,60.33855651,2.18324613,3.618326749,1.508233383,-109.7532679,-76.56534164,-3.989807584,131.2081699,104.7546228,2.534542215,24.94095554,1017.611346,993.5933576,3.377618773,67.19209482,2.488736233,23.56519313,24.29821678,8.80E-07,124.8143314,3,1,1,0,47232,2000.007037,1681.205633,0.840599859,0.160757728,1.51,0.5,0: Broadleaf,2,TRUE,1679599884,946.5173704,978.8643333,24.29953704,23.55301481,945.7378148,23.90497037,500.2075556,89.74723333,0.099998189,27.18543704,27.52713704,999.9,0,0,10011.27185,0,10.405,-32.34674444,970.0901481,1002.476111,0.746525556,978.8643333,23.55301481,2.180816296,2.113817037,18.82208889,18.32368519,2000.007037,0.980004963,0.01999523,0,2.580440741,0,2622.513333,16705.48148,43.979,45.72666667,44.99533333,43.937,43.5,1960.016296,39.99074074,0,1679599914,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.4040439,1.408358885,0.503249018,0,0.751209756,-0.081970808,0.012061058,1,1,2,2-Jan,2.86192,2.71024,0.162269,0.165526,0.1024,0.100506,23466.3,20471,25064.4,23888.8,38396.1,35554.8,45312.1,42597.9,1.7823,1.84833,0.103317,0,25.8223,999.9,58.943,30.172,28.2618,54.1436,44.6194,1,-0.0145452,0.781601,20.2273,5.22987,11.986,4.9564,3.3039,9999,999.9,9999,9999,1.86844,1.86412,1.87177,1.86249,1.86196,1.86844,1.85853,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.792,0.3946,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.7,1100.6,2.10327,2.37061,1.44775,2.30103,1.44409,2.23267,35.0594,24.3239,18,425.098,450.886,24.7763,27.263,30,27.211,27.1864,42.2208,32.0421,38.9283,24.7642,1026.26,23.619,95.9008,100.164,NA,5
350,1679599896,7744.4,20230323 14:31:36,14:31:36,5,pas_smi31_t4_ch5,gibson,1679599888,0.002439337,2.4393369,26.92414271,962.0233485,634.5879806,57.01612319,86.43536188,0.143392358,4.155046069,0.14069889,0.08817459,321.5167734,28.08754969,27.51975,3.689884515,60.35431594,2.183083932,3.617113205,1.506800583,-107.5747573,-76.16952708,-3.970073228,133.8024157,104.9332102,2.492189439,26.92414271,1035.19863,1010.554667,3.380207372,67.19209482,2.4393369,23.57805317,24.29656364,-3.38E-06,124.8143314,3,1,1,0,47268,2000.008214,1681.206621,0.840599858,0.160757726,1.51,0.5,0: Broadleaf,2,TRUE,1679599888,962.0233571,994.4236786,24.29766786,23.56362143,961.2359643,23.90318929,500.2093571,89.74750357,0.099964282,27.17971786,27.51975,999.9,0,0,10007.34464,0,10.405,-32.40037143,985.9803929,1018.422179,0.734043607,994.4236786,23.56362143,2.180654286,2.114775,18.82091071,18.33090714,2000.008214,0.980005,0.0199952,0,2.576528571,0,2624.422857,16705.49643,43.96175,45.723,44.9955,43.937,43.5,1960.0175,39.99071429,0,1679599920,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.53000976,0.419891289,0.531864355,0,0.742395951,-0.162993303,0.017598767,0,0,2,0/2,2.86169,2.71022,0.164049,0.167327,0.102402,0.100505,23416.3,20427.2,25064.2,23889.2,38395.7,35555.2,45311.7,42598.2,1.78218,1.84848,0.103075,0,25.8214,999.9,58.943,30.172,28.2563,54.5736,43.9904,1,-0.0149162,0.748957,20.2274,5.22972,11.986,4.95635,3.30395,9999,999.9,9999,9999,1.86844,1.86413,1.87178,1.86249,1.86198,1.86844,1.85853,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.801,0.3945,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.8,1100.7,2.13257,2.36328,1.44775,2.30225,1.44409,2.33643,35.0594,24.3239,18,425.002,450.953,24.7507,27.2595,29.9998,27.2074,27.1834,42.7463,32.0421,38.9283,24.7496,1039.77,23.6223,95.9,100.165,NA,5
351,1679599901,7749.4,20230323 14:31:41,14:31:41,5,pas_smi31_t4_ch5,gibson,1679599894,0.002459013,2.459012818,26.1974335,979.4671398,662.2577233,59.50286876,88.00366175,0.144678564,4.148958992,0.141933118,0.088950527,321.5163506,28.08024808,27.51513704,3.688888796,60.3724957,2.183116434,3.616077832,1.505772362,-108.4424653,-76.11785385,-3.973012237,132.9830192,106.3148639,2.45318283,26.1974335,1052.386792,1027.760364,3.423089011,67.19209482,2.459012818,23.57647435,24.30070629,3.06E-06,124.8143314,3,1,1,0,47518,2000.005556,1681.204389,0.840599859,0.160757729,1.51,0.5,0: Broadleaf,2,TRUE,1679599894,979.4671481,1012.285556,24.29774815,23.5752037,978.6706667,23.90325926,500.2183333,89.74843704,0.100071578,27.17483704,27.51513704,999.9,0,0,9987.566296,0,10.405,-32.81837037,1003.859111,1036.727407,0.722543111,1012.285556,23.5752037,2.180683333,2.115837407,18.82112593,18.33891481,2000.005556,0.980004963,0.01999523,0,2.565785185,0,2626.487037,16705.47407,43.96033333,45.722,44.98833333,43.937,43.5,1960.014815,39.99074074,0,1679599924,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.54417317,-4.834777003,0.531990966,0,0.731822634,-0.126882063,0.015304793,0,0,2,0/2,2.86176,2.70993,0.16581,0.169018,0.10241,0.100504,23367.2,20386.3,25064.4,23889.9,38396.4,35556.1,45312.7,42599.3,1.78205,1.84868,0.103712,0,25.8199,999.9,58.943,30.182,28.2745,54.6736,44.1947,1,-0.0154675,0.722478,20.2274,5.23137,11.986,4.95635,3.30395,9999,999.9,9999,9999,1.86844,1.86413,1.87178,1.86249,1.86197,1.86844,1.85853,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.81,0.3946,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.9,1100.8,2.15698,2.35474,1.44775,2.30225,1.44409,2.41211,35.0594,24.3327,18,424.911,451.049,24.7375,27.2554,29.9997,27.2044,27.18,43.3215,32.0421,38.9283,24.7381,1059.87,23.6249,95.9018,100.168,NA,5
352,1679599906,7754.4,20230323 14:31:46,14:31:46,5,pas_smi31_t4_ch5,gibson,1679599898,0.002463323,2.463322524,26.30971712,995.1255273,676.8158621,60.81101765,89.41072366,0.144966292,4.146983838,0.142208741,0.089123849,321.5165817,28.07497325,27.51446429,3.6887436,60.39354414,2.183252538,3.615042915,1.505491062,-108.6325233,-77.02221732,-4.022019244,131.8398218,106.9063721,2.454230961,26.30971712,1069.145809,1044.67503,3.383560526,67.19209482,2.463322524,23.57615845,24.30167413,1.94E-06,124.8143314,3,1,1,0,47254,2000.007143,1681.205711,0.840599853,0.160757717,1.51,0.5,0: Broadleaf,2,TRUE,1679599898,995.1255357,1028.134643,24.29921429,23.57635714,994.3214286,23.90465,500.2148214,89.74866429,0.10002435,27.16995714,27.51446429,999.9,0,0,9981.159643,0,10.405,-33.00856786,1019.909357,1052.959286,0.722859429,1028.134643,23.57635714,2.180820357,2.115946071,18.822125,18.33973214,2000.007143,0.980005143,0.019995086,0,2.548307143,0,2628.242857,16705.48571,43.9685,45.72975,44.97975,43.937,43.5,1960.016786,39.99035714,0,1679599929,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-32.77026341,-2.653639024,0.357573375,0,0.725510341,-0.033651115,0.007993437,1,1,2,2-Jan,2.86181,2.71007,0.167543,0.170791,0.102411,0.100496,23319.1,20343.2,25064.9,23890.4,38396.7,35556.9,45313.2,42599.8,1.78198,1.84895,0.103548,0,25.8184,999.9,58.943,30.172,28.2581,55.0736,44.7155,1,-0.0160874,0.732849,20.2273,5.23122,11.9861,4.95645,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.8718,1.86249,1.862,1.86844,1.85853,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.82,0.3947,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1100.9,1100.8,2.1875,2.34009,1.44775,2.30225,1.44409,2.47314,35.0364,24.3327,18,424.84,451.19,24.7275,27.2518,29.9996,27.2005,27.1765,43.8369,32.0421,38.9283,24.722,1073.34,23.6297,95.903,100.169,NA,5
353,1679599911,7759.4,20230323 14:31:51,14:31:51,5,pas_smi31_t4_ch5,gibson,1679599904,0.00247335,2.473349566,26.06680064,1012.744436,697.9479117,62.70944027,90.99337595,0.145629951,4.148395908,0.142848283,0.089525673,321.5144376,28.07029532,27.51208519,3.688230175,60.40597041,2.183381816,3.614513269,1.504848359,-109.0747159,-77.07500942,-4.023308004,131.3414043,107.3121037,2.464168575,26.06680064,1086.879268,1061.998545,3.48398932,67.19209482,2.473349566,23.57281887,24.30131888,-1.24E-06,124.8143314,3,1,1,0,47572,1999.993704,1681.194422,0.840599857,0.160757725,1.51,0.5,0: Broadleaf,2,TRUE,1679599904,1012.744444,1045.892222,24.30075556,23.57497037,1011.931556,23.90612222,500.2132963,89.74832963,0.099980274,27.16745926,27.51208519,999.9,0,0,9985.758889,0,10.405,-33.14673333,1037.968889,1071.143704,0.725785296,1045.892222,23.57497037,2.180951481,2.115814815,18.82307407,18.33874074,1999.993704,0.980004963,0.01999523,0,2.600555556,0,2630.06037,16705.37407,43.972,45.73833333,44.97433333,43.937,43.5,1960.003333,39.99037037,0,1679599935,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.09669024,-1.675910801,0.286780296,0,0.724008439,0.032459477,0.003353734,1,1,2,2-Jan,2.86173,2.71018,0.169298,0.172453,0.102413,0.100496,23270.4,20302.5,25065.3,23890.4,38397.3,35557.1,45313.9,42599.9,1.7822,1.84913,0.103258,0,25.8184,999.9,58.943,30.172,28.2579,54.3936,44.0264,1,-0.016405,0.736334,20.2273,5.23167,11.9861,4.95625,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.8718,1.86249,1.86201,1.86844,1.85852,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.83,0.3947,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1101,1100.9,2.21191,2.34375,1.44775,2.30225,1.44409,2.45728,35.0594,24.3327,18,424.945,451.274,24.7141,27.2473,29.9997,27.1974,27.1735,44.4152,32.0421,38.9283,24.7098,1093.49,23.6284,95.9046,100.17,NA,5
354,1679599916,7764.4,20230323 14:31:56,14:31:56,5,pas_smi31_t4_ch5,gibson,1679599908,0.002465508,2.465507762,25.50696698,1028.457135,718.6776856,64.57148562,92.40443445,0.145240376,4.153151337,0.142476521,0.089291766,321.5167734,28.06435576,27.50799643,3.687347941,60.4281992,2.183360584,3.613148518,1.503987357,-108.7288923,-77.68933151,-4.050519144,131.0480304,107.3373087,2.469686695,25.50696698,1103.499621,1079.062424,3.427856029,67.19209482,2.465507762,23.5720513,24.29826084,-1.91E-06,124.8143314,3,1,1,0,47436,2000.008214,1681.206621,0.840599858,0.160757726,1.51,0.5,0: Broadleaf,2,TRUE,1679599908,1028.457143,1061.626429,24.30070357,23.57328214,1027.636429,23.906075,500.2057857,89.74765714,0.099971236,27.16102143,27.50799643,999.9,0,0,10001.20214,0,10.405,-33.16903929,1054.071786,1087.255714,0.727417,1061.626429,23.57328214,2.180930714,2.1156475,18.82291429,18.33747857,2000.008214,0.980005,0.0199952,0,2.610171429,0,2631.791071,16705.49643,43.96175,45.7365,44.9775,43.937,43.5,1960.0175,39.99071429,0,1679599939,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.13606829,-0.377926829,0.242235745,0,0.725822659,0.024917373,0.002637172,1,1,2,2-Jan,2.86212,2.7103,0.171008,0.174182,0.102403,0.100485,23222.9,20260.4,25065.7,23890.8,38398.1,35558.3,45314.3,42600.8,1.78275,1.84848,0.102539,0,25.816,999.9,58.943,30.182,28.276,54.3736,44.8397,1,-0.016753,0.712827,20.2273,5.23256,11.9861,4.95615,3.30398,9999,999.9,9999,9999,1.86844,1.86411,1.87179,1.86249,1.862,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.84,0.3946,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1101.1,1101,2.24243,2.34253,1.44775,2.30103,1.44409,2.43042,35.0594,24.3327,18,425.233,450.847,24.7033,27.2433,29.9997,27.1942,27.1702,44.936,32.0421,38.9283,24.7045,1106.95,23.6343,95.9057,100.171,NA,5
355,1679599921,7769.4,20230323 14:32:01,14:32:01,5,pas_smi31_t4_ch5,gibson,1679599914,0.002462965,2.462965235,27.14336555,1046.166658,717.8624358,64.49772702,93.99484938,0.145242984,4.156235501,0.14248104,0.089294425,321.5123687,28.06058165,27.49985556,3.685591926,60.43647035,2.183198899,3.612386506,1.502393027,-108.6167669,-76.72853869,-3.997223021,132.1698401,107.9634998,2.471161969,27.14336555,1121.386264,1096.333212,3.450518395,67.19209482,2.462965235,23.56997923,24.29545385,-1.77E-06,124.8143314,3,1,1,0,47706,1999.980741,1681.183533,0.840599861,0.160757732,1.51,0.5,0: Broadleaf,2,TRUE,1679599914,1046.166667,1079.539259,24.2990963,23.57122593,1045.335926,23.90454815,500.1967037,89.747,0.099917463,27.15742593,27.49985556,999.9,0,0,10011.24667,0,10.405,-33.37258148,1072.220741,1105.598889,0.72786737,1079.539259,23.57122593,2.18077037,2.115447407,18.82174074,18.33597407,1999.980741,0.980004815,0.019995348,0,2.628655556,0,2633.631481,16705.28148,43.95566667,45.722,44.98366667,43.937,43.5,1959.99037,39.99037037,0,1679599945,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.27011707,-1.820688502,0.301741223,0,0.727417537,0.006229003,0.001146597,1,1,2,2-Jan,2.86194,2.71046,0.172727,0.175877,0.102394,0.10048,23174.9,20218.8,25065.9,23890.7,38398.8,35558.5,45314.6,42600.8,1.78258,1.84883,0.10293,0,25.8125,999.9,58.943,30.172,28.2605,54.5636,44.9279,1,-0.0175534,0.340128,20.2286,5.23301,11.986,4.9557,3.3039,9999,999.9,9999,9999,1.86844,1.86412,1.8718,1.86249,1.86199,1.86845,1.85852,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.85,0.3944,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1101.2,1101.1,2.26807,2.34497,1.44775,2.30103,1.44409,2.43408,35.0594,24.3327,18,425.107,451.033,24.7209,27.2397,29.9995,27.1905,27.1665,45.5192,32.0421,38.9283,24.7973,1127.11,23.6415,95.9063,100.171,NA,5
356,1679599926,7774.4,20230323 14:32:06,14:32:06,5,pas_smi31_t4_ch5,gibson,1679599918,0.002469046,2.469045939,27.05811172,1062.022491,735.0250132,66.03903067,95.41843423,0.145632708,4.160485246,0.142858853,0.089531602,321.5166594,28.0536198,27.49759286,3.685103984,60.4484547,2.182995403,3.611333678,1.502108581,-108.8849259,-77.41396852,-4.02866599,131.1890989,108.110156,2.469110278,27.05811172,1138.621809,1113.593273,3.450856479,67.19209482,2.469045939,23.5687257,24.29600769,-3.20E-06,124.8143314,3,1,1,0,47235,2000.0075,1681.206021,0.840599858,0.160757727,1.51,0.5,0: Broadleaf,2,TRUE,1679599918,1062.0225,1095.450714,24.29708929,23.56981786,1061.1825,23.90264286,500.1940357,89.74599286,0.099970868,27.15245714,27.49759286,999.9,0,0,10025.10393,0,10.405,-33.42843214,1088.469286,1121.893214,0.727275464,1095.450714,23.56981786,2.180567143,2.115297143,18.82023929,18.33484286,2000.0075,0.980005,0.0199952,0,2.599792857,0,2635.435,16705.50357,43.9595,45.7185,44.98875,43.937,43.5,1960.016786,39.99071429,0,1679599950,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.41235366,-0.989460627,0.234919627,0,0.727455024,-0.006320007,0.001088536,1,1,2,2-Jan,2.86215,2.71045,0.174434,0.17756,0.102399,0.100477,23127.3,20177.6,25066.1,23890.7,38399.1,35558.5,45315.3,42600.6,1.78265,1.84892,0.103574,0,25.8062,999.9,58.918,30.172,28.2448,54.9936,44.7276,1,-0.017749,0.449771,20.2285,5.23286,11.986,4.9557,3.3039,9999,999.9,9999,9999,1.86845,1.86411,1.8718,1.86249,1.86198,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.86,0.3945,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1101.3,1101.2,2.29736,2.34741,1.44775,2.30103,1.44409,2.44873,35.0594,24.3327,18,425.127,451.064,24.7954,27.2356,29.9998,27.1874,27.1628,46.0314,31.7671,38.9283,24.8,1140.51,23.6402,95.9075,100.171,NA,5
357,1679599931,7779.4,20230323 14:32:11,14:32:11,5,pas_smi31_t4_ch5,gibson,1679599924,0.002503229,2.503228673,27.62253769,1079.773695,750.3087313,67.41160979,97.01244294,0.147722085,4.155302497,0.144865422,0.090792947,321.5164473,28.04505743,27.49637407,3.684841181,60.46123995,2.183042781,3.61064838,1.5017984,-110.3923845,-77.76918983,-4.052109638,129.3027634,108.8354973,2.452979251,27.62253769,1155.917043,1130.748909,3.443782448,67.19209482,2.503228673,23.57013736,24.30739301,3.77E-06,124.8143314,3,1,1,0,47309,2000.006296,1681.205,0.840599854,0.160757718,1.51,0.5,0: Broadleaf,2,TRUE,1679599924,1079.773704,1113.427778,24.29783333,23.57533704,1078.923333,23.90334815,500.2101111,89.74509259,0.100069778,27.14922222,27.49637407,999.9,0,0,10008.44259,0,10.405,-33.65344074,1106.664444,1140.310741,0.722502889,1113.427778,23.57533704,2.180612222,2.115771111,18.82057037,18.33840741,2000.006296,0.980005111,0.019995111,0,2.583055556,0,2637.32,16705.5,43.96733333,45.72666667,44.99533333,43.937,43.5,1960.015926,39.99037037,0,1679599954,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.50058537,-2.318872474,0.267698868,0,0.724500561,-0.051023519,0.00867715,1,1,2,2-Jan,2.86211,2.71021,0.176121,0.179192,0.102434,0.10065,23080.7,20138.1,25066.7,23891.4,38398.2,35552.5,45315.9,42601.5,1.78262,1.849,0.103232,0,25.798,999.9,58.943,30.172,28.2573,54.3736,44.7196,1,-0.018064,0.543592,20.2283,5.23316,11.986,4.95575,3.30395,9999,999.9,9999,9999,1.86844,1.86413,1.8718,1.86249,1.86197,1.86844,1.85852,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.86,0.3951,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1101.4,1101.3,2.32178,2.35107,1.44775,2.30103,1.44409,2.43896,35.0594,24.3327,18,425.088,451.084,24.8112,27.2318,29.9997,27.1839,27.1595,46.5885,31.7671,38.9283,24.801,1160.61,23.6385,95.9092,100.174,NA,5
