obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,CO2_hrs,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
1110,1678137876,16526.1,20230306 15:24:36,15:24:36,5,ely_can21_t3_ch4,gibson,1678137869,0.003302953,3.302953098,14.13361496,796.782549,619.8448512,55.75920683,71.67594094,0.151750734,3.850483649,0.148504832,0.093101369,321.5154801,28.27277771,27.49181481,3.683858227,47.38502752,1.743451766,3.679330491,1.940406461,-145.6602316,-4.362408132,-0.245682713,171.2471577,71.50805733,3.318212111,14.13361496,859.6436934,836.6023818,3.467586263,67.28914867,3.302953098,17.96385156,19.37539455,-4.24E-06,110.0334973,5,1,1,0,47309,2000.00037,1681.200011,0.84059985,0.16075771,2.18,0.5,0: Broadleaf,2,TRUE,1678137869,796.7825556,829.0973333,19.38100741,17.96298519,796.3810741,19.37517407,500.2394074,89.85673704,0.099978285,27.4708,27.49181481,999.9,0,0,9975.967407,0,10.8502,-32.31461481,812.5301852,844.2626667,1.418007778,829.0973333,17.96298519,1.741513704,1.614094815,15.27148148,14.09404074,2000.00037,0.980003222,0.01999657,0,2.5131,0,5454.024074,16705.42222,48.02296296,49.43011111,49,47.687,47.187,1960.01037,39.99,0,1678137880,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.22631463,-1.192003484,0.252003507,0,1.420532195,-0.053473171,0.005336251,1,1,2,2-Jan,2.84814,2.71005,0.145227,0.148745,0.0878499,0.0827365,24274.4,20802.5,25418.9,23805.2,39608.9,36132.6,45987.6,42453.2,1.7581,1.84267,0.0606477,0,26.5098,999.9,42.01,31.662,21.8984,54.5563,42.9928,1,0.107891,1.70525,20.2202,5.23286,11.992,4.9558,3.30393,9999,999.9,9999,9999,1.86844,1.86417,1.87178,1.86263,1.86202,1.86844,1.85855,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.407,0.0056,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44968.9,44968.9,1.87256,2.36328,1.44775,2.2998,1.44409,2.46826,36.9556,24.3064,18,422.377,459.922,24.2026,28.8535,29.9999,28.774,28.7514,37.4912,29.8294,62.0996,24.1379,877.293,18.0131,97.3045,99.8201,NA,4
1111,1678137881,16531.1,20230306 15:24:41,15:24:41,5,ely_can21_t3_ch4,gibson,1678137873,0.003286292,3.286292469,14.09413924,812.6457435,634.6180185,57.08903461,73.10407147,0.150794377,3.852169345,0.147590163,0.092526067,321.51582,28.27655316,27.50035357,3.685699329,47.37340846,1.743101502,3.679493537,1.942597827,-144.9254979,-5.98038912,-0.336672632,170.2732604,70.93899677,3.306272602,14.09413924,876.1181487,853.541103,3.375044725,67.28914867,3.286292469,17.96380386,19.36855636,-4.03E-05,110.0334973,5,1,1,0,47567,2000.0025,1681.2018,0.840599849,0.160757709,2.18,0.5,0: Broadleaf,2,TRUE,1678137873,812.64575,844.7320357,19.37681429,17.96385357,812.2406429,19.37112857,500.2271071,89.8582,0.099905421,27.47155714,27.50035357,999.9,0,0,9981.8275,0,10.8502,-32.08605,828.7032857,860.1840714,1.412949643,844.7320357,17.96385357,1.741165357,1.614198571,15.268375,14.095025,2000.0025,0.980003214,0.019996579,0,2.472339286,0,5451.843214,16705.43929,48.00885714,49.42592857,49,47.687,47.187,1960.0125,39.99,0,1678137885,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.22287805,1.047173519,0.277060196,0,1.416862927,-0.059163554,0.005880877,1,1,2,2-Jan,2.84795,2.71017,0.147158,0.150539,0.0878332,0.0827475,24220.1,20758.4,25419.5,23804.9,39610.3,36132.1,45988.3,42453,1.75797,1.8428,0.0615641,0,26.5075,999.9,42.01,31.683,21.926,53.8463,43.8742,1,0.108013,1.98953,20.217,5.23286,11.992,4.95585,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86263,1.86202,1.86844,1.85856,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.411,0.0054,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969,44968.9,1.90186,2.38647,1.44775,2.2998,1.44409,2.25098,36.9556,24.2976,18,422.289,459.981,24.1706,28.8498,30,28.7716,28.7489,38.099,29.8294,62.0996,24.13,890.71,18.0261,97.3062,99.8194,NA,4
1112,1678137886,16536.1,20230306 15:24:46,15:24:46,5,ely_can21_t3_ch4,gibson,1678137879,0.003254439,3.25443912,14.46507597,830.2552526,645.9703163,58.11240449,74.69093834,0.149134047,3.857447687,0.146003408,0.091527932,321.5131157,28.28437943,27.5077,3.687283987,47.35140778,1.742545635,3.680029204,1.944738352,-143.5207652,-6.999100866,-0.393502295,170.5997473,70.58845324,3.288795731,14.46507597,892.5449997,870.0970121,3.314244275,67.28914867,3.25443912,17.96476139,19.35616364,-7.20E-05,110.0334973,5,1,1,0,47483,1999.985556,1681.187567,0.840599854,0.160757719,2.18,0.5,0: Broadleaf,2,TRUE,1678137879,830.2552593,862.2077037,19.36992222,17.96442593,829.8461481,19.36448519,500.229037,89.8615037,0.099912507,27.47404444,27.5077,999.9,0,0,10000.32593,0,10.8502,-31.95237778,846.6547407,877.980037,1.405489259,862.2077037,17.96442593,1.74061,1.61431,15.26340741,14.09608148,1999.985556,0.980003111,0.019996685,0,2.464014815,0,5449.381481,16705.3,48.00459259,49.41403704,49,47.687,47.18240741,1959.995556,39.99,0,1678137891,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-31.98527317,2.15449547,0.353560879,0,1.40910122,-0.082247247,0.008397816,1,1,2,2-Jan,2.84812,2.71037,0.149028,0.152415,0.0877949,0.0827526,24167,20712.8,25419.5,23805.2,39611.9,36132.5,45988.2,42453.6,1.75853,1.843,0.0620708,0,26.5057,999.9,42.01,31.662,21.9021,54.2463,44.0345,1,0.108023,1.90157,20.2181,5.23286,11.992,4.95555,3.30393,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86263,1.86202,1.86844,1.85855,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.414,0.0049,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.1,44969,1.92993,2.37549,1.44775,2.2998,1.44409,2.3877,36.9556,24.2976,18,422.584,460.087,24.131,28.8461,30,28.7691,28.7465,38.6352,29.8294,62.0996,24.1156,910.839,18.0457,97.3062,99.8209,NA,4
1113,1678137891,16541.1,20230306 15:24:51,15:24:51,5,ely_can21_t3_ch4,gibson,1678137883,0.003229357,3.22935656,14.76579123,845.8488504,656.3796814,59.04982678,76.09502475,0.147814633,3.862131107,0.144742175,0.090734588,321.511545,28.28961273,27.51301429,3.688430673,47.32899403,1.741837141,3.680275012,1.946593533,-142.4146243,-7.876484029,-0.442307641,170.778129,70.1909214,3.267192945,14.76579123,909.6357157,886.8923455,3.347636295,67.28914867,3.22935656,17.96743809,19.34790485,-4.15E-05,110.0334973,5,1,1,0,47567,1999.975714,1681.1793,0.840599857,0.160757725,2.18,0.5,0: Broadleaf,2,TRUE,1678137883,845.8488571,877.64275,19.361725,17.96543571,845.4362857,19.35658214,500.2242143,89.863025,0.099885886,27.47518571,27.51301429,999.9,0,0,10016.90571,0,10.8502,-31.79396786,862.5490714,893.6984643,1.396281786,877.64275,17.96543571,1.739902857,1.614428214,15.25708929,14.09721429,1999.975714,0.980003107,0.019996689,0,2.489128571,0,5447.265714,16705.225,48,49.39714286,49,47.687,47.18257143,1959.985714,39.99,0,1678137895,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-31.96931951,2.225891289,0.348569151,0,1.402594146,-0.110946272,0.01117109,0,0,2,0/2,2.84814,2.71058,0.150895,0.154253,0.087766,0.0827487,24114.3,20668.2,25419.8,23805.6,39613.6,36133.2,45988.6,42454.2,1.75842,1.84317,0.0618696,0,26.5036,999.9,42.01,31.662,21.9013,54.3763,43.117,1,0.107645,1.89158,20.2181,5.23286,11.992,4.95575,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86844,1.85856,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.418,0.0046,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.1,44969.1,1.96045,2.3645,1.44775,2.2998,1.44409,2.48901,36.9556,24.3064,18,422.511,460.173,24.114,28.8424,29.9999,28.7667,28.7434,39.2563,29.5555,62.0996,24.0968,924.301,18.0625,97.3071,99.8222,NA,4
1114,1678137896,16546.1,20230306 15:24:56,15:24:56,5,ely_can21_t3_ch4,gibson,1678137889,0.00316532,3.165319549,14.17438594,863.2030676,676.218001,60.83440208,77.6560849,0.14466359,3.863629218,0.141720441,0.088834718,321.514142,28.30103318,27.51812222,3.689533128,47.30568125,1.740864017,3.680031597,1.948669111,-139.5905921,-9.178909447,-0.515256318,172.2293841,70.5232305,3.223080592,14.17438594,926.646898,903.8466061,3.413824485,67.28914867,3.165319549,17.98383532,19.33715758,-7.39E-05,110.0334973,5,1,1,0,47368,1999.991852,1681.192867,0.840599858,0.160757726,2.18,0.5,0: Broadleaf,2,TRUE,1678137889,863.2030741,895.1487778,19.35095185,17.97354815,862.7866667,19.3462037,500.2418519,89.86274444,0.099962841,27.47405556,27.51812222,999.9,0,0,10022.29667,0,10.8502,-31.94584815,880.2361481,911.5322963,1.37740037,895.1487778,17.97354815,1.73893,1.615152593,15.24837778,14.10413333,1999.991852,0.980003222,0.01999657,0,2.500603704,0,5445.097778,16705.36296,48,49.38188889,49,47.687,47.18011111,1960.001481,39.99037037,0,1678137900,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-31.91231463,-1.483139373,0.287905256,0,1.386520488,-0.203209338,0.02168056,0,0,2,0/2,2.84796,2.71018,0.152759,0.156131,0.0877348,0.0828864,24061.5,20622.3,25420,23805.5,39615.2,36127.4,45988.8,42453.8,1.7581,1.8434,0.0628419,0,26.5035,999.9,42.01,31.662,21.9004,54.1463,44.0665,1,0.107508,1.91164,20.2179,5.23241,11.992,4.9557,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86844,1.85857,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.421,0.0043,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.2,44969.2,1.9873,2.38281,1.44775,2.2998,1.44409,2.28027,36.9556,24.2976,18,422.31,460.295,24.0974,28.8393,30.0001,28.7642,28.7409,39.785,29.5555,62.0996,24.0744,937.719,18.0792,97.3076,99.8214,NA,4
1115,1678137901,16551.1,20230306 15:25:01,15:25:01,5,ely_can21_t3_ch4,gibson,1678137893,0.003102675,3.102674855,14.90401314,878.7698503,679.6420489,61.1407357,79.05431286,0.141603633,3.862991,0.13878191,0.086987531,321.5134467,28.31240744,27.52340714,3.690674084,47.29095016,1.740188211,3.679748885,1.950485873,-136.8279611,-10.55142373,-0.592411746,173.5416501,71.1410209,3.171916783,14.90401314,943.9195814,920.8101515,3.410710575,67.28914867,3.102674855,18.01184034,19.33776424,1.03E-05,110.0334973,5,1,1,0,47641,1999.9875,1681.189211,0.840599859,0.160757728,2.18,0.5,0: Broadleaf,2,TRUE,1678137893,878.7698571,910.9880357,19.34397857,17.98838929,878.3504286,19.33948929,500.2266786,89.86024643,0.099955129,27.47274286,27.52340714,999.9,0,0,10020.29179,0,10.8502,-32.21817143,896.1037857,927.6756071,1.355586786,910.9880357,17.98838929,1.738254643,1.616440714,15.24233571,14.11642857,1999.9875,0.980003214,0.019996579,0,2.505489286,0,5443.123571,16705.33214,48,49.38164286,49,47.687,47.17814286,1959.997143,39.99035714,0,1678137906,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.05674146,-3.488981185,0.352408768,0,1.366644878,-0.279439652,0.028716514,0,0,2,0/2,2.84843,2.71037,0.154627,0.157945,0.0877333,0.0829065,24008.5,20577.9,25420.1,23805.5,39615,36126.8,45988.5,42453.9,1.75825,1.8435,0.0628345,0,26.5035,999.9,42.01,31.662,21.9013,53.8563,43.3494,1,0.107449,1.93815,20.2175,5.23286,11.992,4.95565,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86844,1.85854,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.425,0.0043,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.3,44969.3,2.01782,2.37305,1.44775,2.2998,1.44409,2.46826,36.9556,24.3064,18,422.378,460.338,24.0762,28.8356,30,28.7618,28.7385,40.4047,29.5555,62.0996,24.0442,957.978,18.0974,97.3073,99.8216,NA,4
1116,1678137906,16556.1,20230306 15:25:06,15:25:06,5,ely_can21_t3_ch4,gibson,1678137899,0.003085504,3.085503983,15.50364995,896.3149929,688.6584603,61.95049206,80.63090494,0.140692054,3.858579189,0.137903042,0.086435378,321.5143784,28.31539155,27.52802593,3.691671481,47.28061495,1.739667777,3.679452518,1.952003704,-136.0707256,-11.78646995,-0.662521017,172.9946618,71.60013609,3.118792305,15.50364995,960.8584147,937.7264909,3.360454714,67.28914867,3.085503983,18.01490874,19.33364,-1.02E-05,110.0334973,5,1,1,0,47557,1999.993333,1681.194111,0.840599858,0.160757725,2.18,0.5,0: Broadleaf,2,TRUE,1678137899,896.315,928.7362222,19.33861852,18.00574815,895.8921852,19.33432593,500.235037,89.85818519,0.100038856,27.47136667,27.52802593,999.9,0,0,10004.74111,0,10.8502,-32.4212,913.9901481,945.7655556,1.332872593,928.7362222,18.00574815,1.737733704,1.617963333,15.23767037,14.13095556,1999.993333,0.980003333,0.019996456,0,2.493892593,0,5440.922963,16705.37778,48,49.38648148,49,47.687,47.17322222,1960.002963,39.99037037,0,1678137910,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.22913171,-2.395283624,0.263351598,0,1.351479268,-0.269982648,0.028006511,0,0,2,0/2,2.84812,2.71008,0.156458,0.159783,0.087719,0.082939,23956.3,20533.3,25419.8,23805.8,39615.5,36125.4,45988.3,42453.8,1.75847,1.8431,0.0632517,0,26.5035,999.9,42.01,31.662,21.8989,54.2263,43.2893,1,0.107409,1.99641,20.217,5.23301,11.992,4.95565,3.3039,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86264,1.86202,1.86844,1.85854,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.428,0.004,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.4,44969.4,2.04468,2.37305,1.44775,2.2998,1.44409,2.38159,36.9556,24.2976,18,422.486,460.064,24.0501,28.8325,30,28.7589,28.7357,40.9395,29.262,62.0996,24.0112,971.544,18.1196,97.3066,99.822,NA,4
1117,1678137911,16561.1,20230306 15:25:11,15:25:11,5,ely_can21_t3_ch4,gibson,1678137903,0.003022105,3.022104567,15.84371832,912.0313142,695.9927877,62.6100934,82.04447915,0.137627574,3.8601135,0.134958533,0.084584574,321.5155194,28.32642283,27.53387857,3.69293566,47.27561642,1.739343639,3.679155917,1.953592021,-133.2748114,-13.29577174,-0.747078955,174.1978572,71.97262981,3.073873603,15.84371832,978.4217855,954.8303455,3.423980313,67.28914867,3.022104567,18.0363417,19.32821394,-3.07E-05,110.0334973,5,1,1,0,47461,2000.000357,1681.200021,0.840599861,0.160757731,2.18,0.5,0: Broadleaf,2,TRUE,1678137903,912.0313214,944.6200714,19.33507143,18.021325,911.6056429,19.33090714,500.2091071,89.85802143,0.0999415,27.46998929,27.53387857,999.9,0,0,10010.24643,0,10.8502,-32.58866429,930.0131429,961.9559643,1.313758571,944.6200714,18.021325,1.737411786,1.619359643,15.23478929,14.14426071,2000.000357,0.980003321,0.019996468,0,2.496328571,0,5438.922857,16705.43571,48.00442857,49.38607143,49,47.687,47.16707143,1960.009643,39.99071429,0,1678137915,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.49363415,-1.961512892,0.259087588,0,1.325559756,-0.238435192,0.024955049,0,0,2,0/2,2.84825,2.71033,0.158292,0.161501,0.0877024,0.0829975,23904.1,20491.3,25419.7,23805.7,39616.4,36123.1,45988.5,42453.7,1.75853,1.84343,0.0637211,0,26.5013,999.9,42.01,31.662,21.9007,54.2663,44.0224,1,0.107342,2.04343,20.2165,5.23256,11.992,4.95575,3.3039,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86264,1.86202,1.86844,1.85853,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.43,0.0039,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.5,44969.4,2.0752,2.38159,1.44897,2.2998,1.44409,2.323,36.9556,24.2976,18,422.5,460.249,24.017,28.8294,29.9999,28.7569,28.7333,41.5393,28.9891,62.0996,23.9712,991.763,18.1397,97.3067,99.8216,NA,4
1118,1678137916,16566.1,20230306 15:25:16,15:25:16,5,ely_can21_t3_ch4,gibson,1678137909,0.002984063,2.984062777,15.27102142,929.6265115,717.2323419,64.52093428,83.6275326,0.135781774,3.858832757,0.133182271,0.083468329,321.5180271,28.33334596,27.53728889,3.693672467,47.26747628,1.738943085,3.678942102,1.954729382,-131.5971684,-14.20741283,-0.798577944,174.9148679,71.86319308,3.029103219,15.27102142,994.395331,971.5230061,3.32790047,67.28914867,2.984062777,18.04920482,19.32467152,-1.47E-05,110.0334973,5,1,1,0,47350,2000.015926,1681.213111,0.840599862,0.160757733,2.18,0.5,0: Broadleaf,2,TRUE,1678137909,929.6265185,962.1723704,19.33056667,18.03597407,929.1975926,19.32654815,500.2188889,89.85819259,0.100012737,27.4689963,27.53728889,999.9,0,0,10005.64704,0,10.8502,-32.54585185,947.9508889,979.8454815,1.294592593,962.1723704,18.03597407,1.73700963,1.620679259,15.23119259,14.15683333,2000.015926,0.980003333,0.019996456,0,2.534744444,0,5436.726296,16705.55556,48.00459259,49.39566667,49,47.687,47.15714815,1960.024815,39.99111111,0,1678137921,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.49165366,0.323974913,0.280829322,0,1.30808878,-0.202627944,0.0207577,0,0,2,0/2,2.84874,2.71012,0.160066,0.163363,0.0876924,0.0831179,23854.1,20445.6,25420.1,23805.6,39617.5,36118.2,45989.2,42453.4,1.75832,1.84375,0.0634827,0,26.5013,999.9,42.01,31.662,21.9006,54.0963,43.0168,1,0.107294,2.1022,20.216,5.23301,11.992,4.95565,3.3039,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86264,1.86201,1.86844,1.85853,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.434,0.0038,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.6,44969.5,2.10083,2.35229,1.44775,2.2998,1.44409,2.46582,36.9556,24.3064,18,422.37,460.435,23.9779,28.8263,30,28.7544,28.7308,42.0714,28.9891,62.0996,23.9315,1005.21,18.1641,97.3082,99.8211,NA,4
1119,1678137921,16570.6,20230306 15:25:20,15:25:20,5,ely_can21_t3_ch4,gibson,1678137913,0.002902474,2.902474085,16.73453303,944.3894738,708.5759183,63.74230115,84.95569309,0.131928285,3.860102887,0.12947359,0.081137734,321.5186182,28.34749848,27.54060741,3.694389564,47.26481353,1.738646494,3.678521852,1.955743071,-127.9991071,-15.30888417,-0.860212775,177.3504141,72.4896088,2.972363288,16.73453303,1011.101562,987.0136303,3.444764684,67.28914867,2.902474085,18.08592169,19.32636485,8.26E-06,110.0334973,5,1,1,0,47703,2000.01963,1681.216222,0.840599861,0.160757731,2.18,0.5,0: Broadleaf,2,TRUE,1678137913,944.3894815,977.2052593,19.32724444,18.05686667,943.958037,19.32334444,500.2068148,89.8584,0.099922756,27.46704444,27.54060741,999.9,0,0,10010.1663,0,10.8502,-32.81563704,963.0016667,995.1755556,1.270378519,977.2052593,18.05686667,1.736715185,1.622560741,15.22855185,14.17473333,2000.01963,0.980003333,0.019996456,0,2.515714815,0,5434.964074,16705.58519,48.00459259,49.40485185,49,47.687,47.15255556,1960.028519,39.99111111,0,1678137925,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.70021463,-2.3656223,0.466245102,0,1.286882195,-0.301817979,0.03033193,0,0,2,0/2,2.84826,2.71045,0.161701,0.164906,0.0877006,0.0831539,23807.6,20408.1,25420,23805.8,39617.2,36116.8,45989.2,42453.5,1.7584,1.84372,0.0640005,0,26.4991,999.9,42.01,31.683,21.9277,53.4863,43.0809,1,0.107083,2.16444,20.2152,5.23256,11.992,4.9557,3.30393,9999,999.9,9999,9999,1.86844,1.86417,1.87177,1.86264,1.86202,1.86844,1.85852,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.435,0.0038,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.6,44969.6,2.1228,2.35107,1.44775,2.2998,1.44409,2.45972,36.9556,24.3064,18,422.395,460.4,23.9416,28.8236,30.0002,28.752,28.7284,42.6217,28.7137,62.0996,23.9315,1025.52,18.1775,97.3081,99.8214,NA,4
1120,1678137926,16576.1,20230306 15:25:26,15:25:26,5,ely_can21_t3_ch4,gibson,1678137918,0.002856809,2.856808612,16.30407072,962.0002425,727.4217743,65.43806931,86.54049242,0.129705997,3.855624971,0.1273298,0.079790991,321.5147007,28.35350372,27.54715714,3.69580525,47.27012901,1.738422827,3.677635039,1.957382422,-125.9852598,-17.50886833,-0.984985403,177.0355872,72.38405425,2.913392015,16.30407072,1028.781719,1005.48637,3.320538478,67.28914867,2.856808612,18.09839173,19.31951394,-2.33E-05,110.0334973,5,1,1,0,47354,1999.995357,1681.195811,0.840599857,0.160757724,2.18,0.5,0: Broadleaf,2,TRUE,1678137918,962.00025,994.7664643,19.32463214,18.07951786,961.5657857,19.32083214,500.232,89.858825,0.100084157,27.462925,27.54715714,999.9,0,0,9994.107857,0,10.8502,-32.76628929,980.95675,1013.083107,1.2451175,994.7664643,18.07951786,1.736488571,1.624603929,15.22652143,14.19415714,1999.995357,0.980003321,0.019996468,0,2.525603571,0,5432.939286,16705.38929,48.00221429,49.40821429,49,47.687,47.156,1960.005,39.99035714,0,1678137930,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-32.7811,-0.971799303,0.488780643,0,1.258619512,-0.301230105,0.030144536,0,0,2,0/2,2.84851,2.71002,0.163639,0.166905,0.087681,0.0832397,23752.4,20359.3,25419.8,23805.9,39618,36113.6,45989,42453.7,1.75872,1.84335,0.0653453,0,26.4985,999.9,42.01,31.662,21.8979,54.2663,43.762,1,0.106933,2.18707,20.2147,5.23286,11.992,4.95565,3.3039,9999,999.9,9999,9999,1.86844,1.86416,1.87176,1.86263,1.86202,1.86844,1.85853,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.439,0.0036,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44969.7,44969.7,2.1582,2.35962,1.44775,2.2998,1.44409,2.40723,36.9556,24.3064,18,422.563,460.143,23.8924,28.8201,30,28.7495,28.7259,43.2001,28.7137,62.0996,23.8282,1038.93,18.2076,97.3077,99.8218,NA,4
