"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
65,1677798999,2122.40000009537,"20230302 17:16:39","17:16:39",5,"pas_smi19_t2_ch4","gibson",1677798996.2,0.00281861290055122,2.81861290055122,-0.710618971688824,419.915300457793,411.582650755011,36.5927003121908,37.3335336607807,0.0896317563626923,3.52251651383655,0.0883837328200112,0.055350515237952,0,35.0174833788572,34.76372,5.57488468760333,49.1434787616181,2.87429995629977,5.84879220749153,2.70058473130356,-124.300828914309,164.718689411666,10.9418017353219,51.3596622326794,-0.983354627819815,2.81756816561826,-0.710618971688824,433.344251922243,433.894678787879,-0.0250955381596932,67.2414866134118,2.81861290055122,30.7159211058252,32.3294678787879,1.76158123174593e-05,107.441885608945,14,3,1,0,45879,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798996.2,419.9153,420.0335,32.32918,30.7161,420.4409,31.97595,500.3085,88.80737,0.0999254,35.63109,34.76372,999.9,0,0,10014.875,0,0.278209,-0.11832268,433.9445,433.3443,1.613073,420.0335,30.7161,2.871069,2.727815,23.29849,22.45364,0,0,0,0,0.0600000000000002,0,-18.82,-3.72,37.25,41.7374,39.5124,41,38.812,0,0,0,1677798999.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.078199764,-0.442586650806754,0.0581097910870797,0,1.5963685,0.128414859287051,0.012403130965607,0,0,2,"0/2",2.83651,2.71034,0.089287,0.0891558,0.123464,0.118615,25975,22202.2,25533.8,23749.1,38246.6,34643.6,46227.8,42365.3,1.72595,1.81465,0.168383,0,32.0669,999.9,53.882,33.214,31.0202,54.3296,43.3574,1,0.20376,-4.16412,20.1965,5.23481,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86875,1.85895,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39320.9,39320.9,1.05957,2.40967,1.44775,2.30347,1.44409,2.31079,40.6042,23.8949,18,411.657,451.147,39.8239,30.2385,30.0003,29.8733,29.8768,21.248,0,100,39.9778,420.012,32.1088,97.7883,99.6032,NA,4
66,1677799004,2127.40000009537,"20230302 17:16:44","17:16:44",5,"pas_smi19_t2_ch4","gibson",1677799001.5,0.00283470792614392,2.83470792614392,-1.0693799023558,419.863778473444,417.736125566224,37.142273377782,37.3314498963938,0.0896563608334664,3.51505580819398,0.0884050466804516,0.0553641248080474,0,35.0544219137315,34.8130777777778,5.59016665324598,49.0406657348501,2.87487928583736,5.86223543819955,2.71528736740862,-125.010619542947,162.910004412718,10.8494288446687,48.7488137144402,-1.00666377715523,2.8261665252375,-1.0693799023558,433.269815456025,433.912060606061,0.00223614062884901,67.2414866134118,2.83470792614392,30.7153158897525,32.3376363636363,4.42446227985674e-05,107.441885608945,14,3,1,0,45574,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799001.5,419.863777777778,419.970222222222,32.3335333333333,30.7157666666667,420.389222222222,31.9802888888889,500.379222222222,88.8130555555556,0.100186811111111,35.6727444444444,34.8130777777778,999.9,0,0,9984.02777777778,0,0.278209,-0.106540266666667,433.893111111111,433.278777777778,1.61776777777778,419.970222222222,30.7157666666667,2.87164111111111,2.72796111111111,23.3017777777778,22.4545222222222,0,0,0,0,-0.5,0,-16.6444444444444,-2.27777777777778,37.25,41.736,39.5206666666667,41,38.812,0,0,0,1677799004.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.105749485,-0.1392683369606,0.0386934322605113,0,1.6053905,0.101553545966228,0.00999484115681684,0,0,2,"0/2",2.83654,2.71017,0.0892897,0.0891664,0.123489,0.118621,25974.7,22201.7,25533.6,23748.9,38245.4,34643.2,46227.7,42365.1,1.72582,1.81467,0.169221,0,32.0935,999.9,53.882,33.204,31.0018,54.5796,43.7821,1,0.20345,-4.16962,20.197,5.23526,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.872,1.86295,1.86234,1.86875,1.85895,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321,39321,1.05957,2.41211,1.44775,2.30347,1.44409,2.28882,40.5787,23.8861,18,411.587,451.162,39.99,30.2411,30.0001,29.8733,29.8768,21.2474,0,100,40.1073,420.012,32.1088,97.7879,99.6026,NA,4
67,1677799009,2132.40000009537,"20230302 17:16:49","17:16:49",5,"pas_smi19_t2_ch4","gibson",1677799006.2,0.00284581841275471,2.84581841275471,-1.00382413714802,419.881600651955,416.517741012492,37.0348512290944,37.3339502326572,0.0896848995948194,3.51579574481443,0.088433054247439,0.0553816764911218,0,35.0901608182532,34.84636,5.60049191006754,48.9491319393686,2.87553190081546,5.87453094035921,2.72496000925208,-125.500592002483,163.84336615587,10.9130783551599,49.2558525085474,-0.961745308431283,2.8400758858686,-1.00382413714802,433.339514617269,433.943878787879,0.00177780872129996,67.2414866134118,2.84581841275471,30.7147858751674,32.3433763636364,5.40070635394306e-05,107.441885608945,14,3,1,0,45636,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799006.2,419.8816,420.0181,32.34008,30.71437,420.4072,31.98684,500.3816,88.81543,0.09999324,35.71077,34.84636,999.9,0,0,9986.755,0,0.278209,-0.13645023,433.9145,433.3276,1.625702,420.0181,30.71437,2.872295,2.72791,23.30556,22.45421,0,0,0,0,2.95,0,-19.54,-2.98,37.25,41.7059,39.5248,41,38.812,0,0,0,1677799009.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.1255836075,-0.0355805594746716,0.0294115429405139,1,1.613568,0.0828272420262628,0.00811273079794959,1,2,2,"2/2",2.83625,2.7102,0.089301,0.0891683,0.12351,0.118616,25975,22201.6,25534.2,23748.8,38245.1,34643.3,46228.5,42365,1.72537,1.81542,0.169918,0,32.1208,999.9,53.858,33.214,31.0075,54.7696,44.5433,1,0.203232,-4.148,20.1978,5.23526,11.992,4.95585,3.304,9999,9999,9999,999.9,1.86875,1.86447,1.87199,1.86296,1.86234,1.86876,1.85893,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.1,39321.1,1.05835,2.40723,1.44775,2.30347,1.44409,2.31689,40.6042,23.8861,18,411.336,451.631,40.1231,30.2396,30.0001,29.8733,29.8768,21.2466,0,100,40.2119,420.012,32.1088,97.7898,99.6023,NA,4
68,1677799014,2137.40000009537,"20230302 17:16:54","17:16:54",5,"pas_smi19_t2_ch4","gibson",1677799011.5,0.00285311571675304,2.85311571675304,-0.884187757199612,419.868445013627,414.329974050747,36.8412724493298,37.3337406038814,0.089420020277364,3.52530790595218,0.0881788109452002,0.055221839206482,0,35.1337119552387,34.8951,5.61564259781215,48.8397389488011,2.87599689298959,5.88864100196053,2.73964570482256,-125.822403108809,163.300682205786,10.8524550287562,48.3307341257335,-0.959696704898694,2.8515645474947,-0.884187757199612,433.318650959226,433.86736969697,-0.00194907715543133,67.2414866134118,2.85311571675304,30.7123918484048,32.3457242424242,-3.27008598707265e-06,107.441885608945,14,3,1,0,45867,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799011.5,419.868444444444,420.009,32.3444777777778,30.7120555555556,420.394222222222,31.9912444444444,500.337666666667,88.8178777777778,0.0998321555555555,35.7543222222222,34.8951,999.9,0,0,10025,0,0.289801444444444,-0.140204666666667,433.903111111111,433.316888888889,1.63240777777778,420.009,30.7120555555556,2.87276666666667,2.72778,23.3082666666667,22.4534222222222,0,0,0,0,-2.1,0,-14.0555555555556,-2.72222222222222,37.25,41.75,39.5482222222222,41,38.812,0,0,0,1677799014.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.1231803825,-0.104405436022514,0.0275382483503298,0,1.62088725,0.0787842776735438,0.00772384295137466,1,1,2,"1/2",2.83644,2.71037,0.0892939,0.0891671,0.123516,0.118611,25974.9,22201.6,25533.9,23748.8,38244.6,34643.4,46228.2,42364.9,1.7261,1.8148,0.171348,0,32.1489,999.9,53.858,33.214,31.0044,54.1796,44.4551,1,0.203171,-4.12652,20.1985,5.23526,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85889,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.2,39321.2,1.05835,2.37549,1.44775,2.30347,1.44409,2.26074,40.5787,23.8861,18,411.726,451.223,40.2272,30.2385,30,29.8709,29.8745,21.2482,0,100,40.2835,420.012,32.1088,97.7891,99.6022,NA,4
69,1677799019,2142.40000009537,"20230302 17:16:59","17:16:59",5,"pas_smi19_t2_ch4","gibson",1677799016.2,0.00286637361395442,2.86637361395442,-0.961679074959998,419.882100628961,415.61272285851,36.9550250615286,37.3346452074641,0.0894146130639633,3.51562919786909,0.0881701872922266,0.055216730876234,0,35.1667213059972,34.93669,5.6285988848721,48.7423107703897,2.87619108623983,5.90080987294324,2.75240779863227,-126.40707637539,162.074828276926,10.8047971581789,46.4725490597149,-0.974030489564352,2.86248551315518,-0.961679074959998,433.319953980289,433.90783030303,-0.000209229910069245,67.2414866134118,2.86637361395442,30.7083742440022,32.3491696969697,-5.87803653924197e-06,107.441885608945,14,3,1,0,45322,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799016.2,419.8821,420.0169,32.34693,30.7084,420.4077,31.99368,500.3804,88.81672,0.10025253,35.79181,34.93669,999.9,0,0,9985.936,0,0.278209,-0.13473494,433.918,433.3234,1.638508,420.0169,30.7084,2.872946,2.727419,23.30934,22.45124,0,0,0,0,-0.65,0,-15.51,-2.98,37.25,41.7311,39.531,41,38.812,0,0,0,1677799019.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.1298133775,-0.0519228821763602,0.0286864316785958,1,1.627123,0.0848708442776725,0.00824544274129655,1,2,2,"2/2",2.83673,2.71007,0.0892941,0.0891667,0.123528,0.118603,25974.7,22201.7,25533.7,23748.9,38243.9,34643.8,46227.9,42365,1.72565,1.81535,0.171464,0,32.1816,999.9,53.858,33.204,30.9914,54.6396,43.766,1,0.203001,-4.06977,20.2002,5.23481,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87202,1.86295,1.86234,1.86876,1.85893,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.3,39321.2,1.05957,2.37793,1.44775,2.30347,1.44409,2.4292,40.5787,23.8861,18,411.472,451.564,40.3018,30.2385,29.9999,29.8707,29.8742,21.2479,0,100,40.3252,420.012,32.1088,97.7884,99.6025,NA,4
70,1677799024,2147.40000009537,"20230302 17:17:04","17:17:04",5,"pas_smi19_t2_ch4","gibson",1677799021.5,0.002875112339258,2.875112339258,-0.894320869090992,419.851445023023,414.321624543853,36.8400974186753,37.3317906180942,0.0892686683559283,3.51912642186931,0.0880294854706112,0.0551283309741316,0,35.2068943434687,34.9784555555556,5.64163599994827,48.6389736268733,2.87665469475006,5.91429974821814,2.76498130519821,-126.792454161278,162.181667301783,10.8055493217674,46.1947624622727,-0.941134466927508,2.87589539671099,-0.894320869090992,433.309683978186,433.857624242424,-0.000448876261429167,67.2414866134118,2.875112339258,30.706501516375,32.3522272727273,2.74478737278297e-05,107.441885608945,14,3,1,0,45753,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799021.5,419.851444444444,420.009,32.3522555555556,30.7058777777778,420.377,31.9990555555556,500.325444444444,88.8169111111111,0.0997546777777778,35.8332888888889,34.9784555555556,999.9,0,0,10000.07,0,0.278209,-0.157497777777778,433.888666666667,433.314444444444,1.64641,420.009,30.7058777777778,2.87342777777778,2.7272,23.3121,22.4499333333333,0,0,0,0,0.755555555555556,0,-19.7555555555556,-3.76666666666667,37.25,41.701,39.562,41,38.812,0,0,0,1677799024.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.138808425,-0.0357057883677294,0.0268746549907878,1,1.634282,0.082314371482174,0.00798716320103703,1,2,2,"2/2",2.83653,2.71029,0.0892851,0.089166,0.123532,0.118591,25975,22201.6,25533.7,23748.8,38243.7,34643.9,46227.9,42364.6,1.72585,1.8158,0.171997,0,32.2186,999.9,53.858,33.204,30.9899,54.4396,43.3333,1,0.202589,-3.99792,20.2021,5.23511,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86295,1.86234,1.86875,1.85891,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.3,39321.3,1.05957,2.39014,1.44775,2.30347,1.44409,2.52075,40.5787,23.8949,18,411.582,451.843,40.3448,30.2385,29.9997,29.8703,29.8739,21.2472,0,100,40.3387,420.012,32.1088,97.7884,99.6016,NA,4
71,1677799029,2152.40000009537,"20230302 17:17:09","17:17:09",5,"pas_smi19_t2_ch4","gibson",1677799026.2,0.00288104315710837,2.88104315710837,-1.13368667998618,419.828800735895,418.484896424617,37.2082297751457,37.3277186762675,0.0890664484677801,3.52284022699497,0.0878341127041151,0.0550056203784153,0,35.2412069245452,35.01524,5.65313999035049,48.5452237321968,2.87664138783713,5.92569395437608,2.77649860251336,-127.054003228479,162.008426524288,10.7863912924111,45.74081458822,-0.8847661260327,2.88168523488796,-1.13368667998618,433.327444562453,433.921357575758,0.0211003513391729,67.2414866134118,2.88104315710837,30.7043794871233,32.3533690909091,4.09148213523976e-05,107.441885608945,14,3,1,0,45529,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799026.2,419.8288,420.0211,32.35389,30.70423,420.3545,32.00068,500.3344,88.81179,0.09997263,35.86826,35.01524,999.9,0,0,10015.688,0,0.278209,-0.1922606,433.8659,433.326,1.649669,420.0211,30.70423,2.873408,2.726899,23.31196,22.44812,0,0,0,0,1.77,0,-17.98,-3.02,37.25,41.6996,39.5186,41,38.812,0,0,0,1677799029.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.1529624425,-0.284712415384615,0.0382175197263172,0,1.6406795,0.0727152720450255,0.00706708070917546,1,1,2,"1/2",2.83648,2.71026,0.0892878,0.08916,0.123523,0.11858,25975.3,22202.1,25534.1,23749.1,38244.6,34645.1,46228.6,42365.4,1.72598,1.8149,0.171527,0,32.2586,999.9,53.858,33.204,30.9905,54.7496,43.6018,1,0.202078,-3.91367,20.2044,5.23526,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85895,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.4,39321.4,1.05957,2.38281,1.44775,2.30347,1.44409,2.45605,40.5787,23.8949,18,411.638,451.263,40.3591,30.2361,29.9996,29.8682,29.8716,21.2455,0,100,38.4797,420.012,32.1088,97.7898,99.6034,NA,4
72,1677799034,2157.40000009537,"20230302 17:17:14","17:17:14",5,"pas_smi19_t2_ch4","gibson",1677799031.5,0.00287204797570786,2.87204797570786,-0.999014133153258,419.91233398097,416.216193808337,37.0047006236895,37.3333148453036,0.0883493132790614,3.51649893494276,0.0871344422336681,0.0545667859607927,0,35.2743049655816,35.0561666666667,5.6659633778401,48.4528592133037,2.87625720472332,5.9361970612739,2.78970617311678,-126.657315728717,160.059439575216,10.6796422029816,44.0817660494814,-1.05313733420993,2.87880132871112,-0.999014133153258,433.321292661505,433.939842424242,-0.00190443477234329,67.2414866134118,2.87204797570786,30.7025623552715,32.3464024242424,2.87403246592122e-05,107.441885608945,15,3,1,0,45703,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799031.5,419.912333333333,420.004444444444,32.3511555555556,30.7032444444444,420.438222222222,31.9979,500.365555555556,88.8074555555556,0.0999468333333333,35.9004444444444,35.0561666666667,999.9,0,0,9990.49777777778,0,0.287482888888889,-0.0918070111111111,433.951333333333,433.308444444444,1.64789888888889,420.004444444444,30.7032444444444,2.87302444444444,2.72667777777778,23.3097777777778,22.4467666666667,0,0,0,0,-3.17777777777778,0,-14.1555555555556,-2.34444444444444,37.25,41.687,39.5,41,38.854,0,0,0,1677799034.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.15079106,0.0396363489681053,0.039741517768354,1,1.645171,0.049849305816133,0.00530189532148646,1,2,2,"2/2",2.83627,2.71008,0.0892902,0.0891509,0.123491,0.118585,25975.2,22202.3,25534.1,23749.1,38246,34644.9,46228.5,42365.5,1.7246,1.81568,0.171065,0,32.2964,999.9,53.833,33.204,30.9776,54.5796,44.3149,1,0.206697,2.877,20.204,5.23511,11.992,4.95605,3.304,9999,9999,9999,999.9,1.86874,1.86446,1.87196,1.86295,1.86234,1.86874,1.85892,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39321.5,39321.5,1.05957,2.40112,1.44775,2.30347,1.44409,2.39136,40.5787,23.9036,18,410.87,451.745,39.3722,30.2359,30.0031,29.8682,29.8713,21.2486,0,100,38.4228,420.012,32.1088,97.7898,99.6034,NA,4
73,1677799369,2492.40000009537,"20230302 17:22:49","17:22:49",5,"pas_smi19_t2_ch4","gibson",1677799366,-2.88814322025958e-05,-0.0288814322025958,1.80094672235445,418.999544291797,3733.95614371524,332.025716465793,37.257701627396,-0.000840205392166936,3.5265980313212,-0.00084031661771379,-0.000525187891927595,0,35.2568638780379,34.9666545454545,5.63794965804945,47.5884746746727,2.72549882161356,5.72722458588089,2.91245083643589,1.27367116013447,53.9819433283014,3.57861841931086,58.8342329077467,1.74595111781773,-0.0280103917347846,1.80094672235445,433.325244731422,432.2284,-0.000503680654639649,67.2189862062837,-0.0288814322025958,30.6669839239884,30.650433939394,-1.77798464031041e-06,107.159216022853,8,2,1,0,45710,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799366,418.999545454546,420.025545454546,30.6509181818182,30.6669818181818,419.524636363636,30.2069727272727,500.319272727273,88.8209909090909,0.0996347454545455,35.2505818181818,34.9666545454545,999.9,0,0,10029.8772727273,0,0.333851,-1.02590809090909,432.248272727273,433.313727272727,-0.0160818909090909,420.025545454546,30.6669818181818,2.72244272727273,2.72387181818182,22.4212090909091,22.4298545454545,0,0,0,0,-1.41818181818182,0,-18.5454545454545,-3.34545454545455,37.312,41.6644545454545,39.562,40.9541818181818,38.875,0,0,0,1677799369.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.991847225,-0.080797992495307,0.0477439113707117,1,-0.013028241,-0.0055733705065666,0.00221741511803586,1,2,2,"2/2",2.83884,2.71057,0.0891838,0.0892117,0.118766,0.118555,25992.9,22213.6,25547.4,23761.6,38470.7,34662.7,46249.3,42385.5,1.73853,1.81927,0.158112,0,32.4025,999.9,53.638,33.234,30.9109,54.7996,43.4095,1,0.17846,-3.27882,20.217,5.23376,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87195,1.86295,1.86234,1.86874,1.85885,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4439,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.1,39327.1,1.05957,2.38525,1.44775,2.30347,1.44409,2.46216,40.4,23.8949,18,417.466,452.508,37.9684,29.9511,29.9998,29.6833,29.6778,21.2519,0,100,37.9919,420.012,32.1088,97.8361,99.6524,NA,4
74,1677799374,2497.40000009537,"20230302 17:22:54","17:22:54",5,"pas_smi19_t2_ch4","gibson",1677799371.5,-3.32756452812321e-05,-0.0332756452812321,1.82741774615266,419.001665480335,3334.22793418929,296.487987654046,37.2586886901493,-0.000968564748305107,3.51572656185485,-0.000968713014286238,-0.000605432311271499,0,35.2549032954696,34.9606111111111,5.63606265025998,47.5900506944672,2.72514656927662,5.7262947391511,2.91091608098336,1.46745595690233,54.404255060595,3.61760903924206,59.4893200567394,1.74220149000369,-0.0333668380983873,1.82741774615266,433.305134708042,432.195375757576,-0.00117178379197382,67.2189862062837,-0.0332756452812321,30.666048047409,30.6471,-1.79245114712264e-05,107.159216022853,8,2,1,0,45661,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677799371.5,419.001666666667,420.024,30.6463,30.6654333333333,419.527,30.2026,500.378222222222,88.8224222222222,0.100109022222222,35.2476444444444,34.9606111111111,999.9,0,0,9985.68888888889,0,0.333851,-1.02218411111111,432.248777777778,433.311777777778,-0.0191315555555556,420.024,30.6654333333333,2.72207888888889,2.72377777777778,22.4190111111111,22.4292777777778,0,0,0,0,2.2,0,-20.4222222222222,-3.13333333333333,37.312,41.6525555555556,39.562,40.965,38.875,0,0,0,1677799374.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-1.001988625,-0.00236822138836584,0.0467151441417489,1,-0.014231396,-0.030907847054409,0.00340547596547957,1,2,2,"2/2",2.83881,2.71011,0.0891812,0.089219,0.118758,0.118548,25993.1,22214.2,25547.4,23762.4,38471.2,34663.9,46249.5,42386.6,1.73913,1.81955,0.158038,0,32.406,999.9,53.638,33.234,30.9145,54.5096,43.5457,1,0.177912,-3.31046,20.2164,5.23361,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86295,1.86234,1.86874,1.85889,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4437,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39327.2,39327.2,1.05957,2.40234,1.44775,2.30347,1.44409,2.3999,40.4255,23.8949,18,417.783,452.645,37.9895,29.946,29.9998,29.6802,29.6733,21.2513,0,100,38.0193,420.012,32.1088,97.8364,99.6553,NA,4
