SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
4,14:33:27,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut15_t4-ch3,,,0.067007,2.921844,0.065505,1.543709,1.335938,1.29724,3.407192,2.071254,14.371942,14.800668,37.747795,0.441786,PSF-00438_20230309143327,0,0,0,96.962929,163.619232,0.407387,0.5,0.8,119.903702,40.68,39.5,25.54,26.16,90.26,156.7,140.7,10.2,736,4.004,14:32:17,3/9/23,-0.12,0,0.002,-9999,-2.138,-0.281,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,157.497162,25,-4.425294,156.348465,157.293304,-0.944839,2.453242,2.469118,1.655642,0.897807,0.266879,0.007494,0.276637,0.769212,96.962929,0.000238,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309143327,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
5,14:34:51,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi15_t4_ch3,,,0.117394,2.921913,0.112859,2.274387,1.363405,1.30641,3.137072,1.773668,14.473377,15.1048,34.754799,0.441786,PSF-00438_20230309143451,0,0,0,117.260101,310.138245,0.62191,0.5,0.8,203.310562,41.56,39.82,25.53,24.77,90.26,156.7,151.8,3.2,817,4.002,14:32:17,3/9/23,-0.12,-0.002,-0.001,-9999,2.187,1.198,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,288.430817,25,-15.127654,286.902313,288.513397,-1.611084,2.453686,2.470334,1.655714,0.925561,0.267066,-0.008189,0.284464,0.842503,117.260101,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309143451,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
6,14:36:30,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra16_t4_ch3,,,0.356914,2.922075,0.318065,4.973351,1.513213,1.388805,2.890231,1.377018,15.385483,16.7637,32.018597,0.441786,PSF-00438_20230309143630,0,0,0,197.830795,466.744751,0.576148,0.5,0.8,108.469437,46.18,42.39,25.5,23.41,90.27,156.7,145.6,7.1,471,3.999,14:32:17,3/9/23,-0.12,0.004,0.003,0.002,-0.185,3.034,12.538,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,456.74585,25,-8.147061,451.951874,455.098602,-3.146729,2.457198,2.476648,1.655883,0.910015,0.267299,-0.023293,0.293394,0.530698,197.830795,0.000243,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309143630,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
7,14:39:33,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco16_t4-ch3,,,0.005659,2.921909,0.005648,0.122408,1.450232,1.447167,3.354615,1.904384,16.032162,16.066113,37.163456,0.441786,PSF-00438_20230309143933,0,0,0,232.4953,357.593414,0.349833,0.5,0.8,49.271915,44.55,44.46,25.39,25.9,90.27,156.7,152.9,2.4,352,3.993,14:32:17,3/9/23,-0.12,-0.001,-0.001,-9999,-1.363,-3.158,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,356.756683,25,-2.733913,352.509155,353.685303,-1.176147,2.460023,2.474457,1.655709,0.92838,0.268466,0.006182,0.309623,0.424048,232.4953,0.00024,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309143933,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
8,14:41:16,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur12_t4_ch3,,,0.037173,2.92167,0.036706,0.779551,1.439787,1.420266,3.306308,1.866521,15.735185,15.951462,36.630726,0.441786,PSF-00438_20230309144116,0,0,0,124.935509,264.0336,0.52682,0.5,0.8,115.666504,44.41,43.81,25.33,25.66,90.26,156.7,137.7,12.1,549,3.992,14:32:17,3/9/23,-0.12,0.001,0,-9999,-1.379,-2.464,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,255.603439,25,-5.914366,254.05777,255.579071,-1.521301,2.459168,2.474287,1.655459,0.890358,0.269214,0.004178,0.31821,0.601066,124.935509,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144116,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
9,14:42:13,3/9/23,Auto gsw+F,LI-COR Default,,ely_can15_t4_ch3,,,0.033532,2.922459,0.033152,0.735381,1.318052,1.299624,3.269253,1.951201,14.399345,14.603519,36.222095,0.441786,PSF-00438_20230309144213,0,0,0,143.690231,337.260712,0.573949,0.5,0.8,130.564636,40.74,40.17,25.29,25.47,90.26,156.8,156.7,0.1,569,3.991,14:32:17,3/9/23,-0.12,0.001,-0.001,-9999,0.531,-1.143,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,324.354889,25,-12.523146,316.302887,319.358978,-3.056091,2.454221,2.469264,1.656286,0.938005,0.269595,0.002411,0.322921,0.618896,143.690231,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144213,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
10,14:43:25,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur16_t4_ch3,,,0.023827,2.922434,0.023635,0.520096,1.35924,1.346212,3.294331,1.935091,14.914287,15.058624,36.496922,0.441786,PSF-00438_20230309144325,0,0,0,96.629265,314.329712,0.692586,0.5,0.8,152.077118,42.01,41.6,25.29,25.6,90.26,156.8,156.5,0.2,549,3.989,14:42:43,3/9/23,0,-0.001,-0.002,-9999,0.861,-0.373,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,292.12796,25,-16.795341,286.202423,290.320923,-4.1185,2.456176,2.470833,1.656259,0.937489,0.269546,0.003832,0.328867,0.601116,96.629265,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144325,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
11,14:45:40,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi16_t4_ch3,,,0.211117,2.921334,0.196888,3.227417,1.525309,1.444539,2.968155,1.442846,16.002867,16.897654,32.881763,0.441786,PSF-00438_20230309144540,0,0,0,109.537483,352.94693,0.689649,0.5,0.8,182.359543,47.33,44.82,25.23,23.85,90.27,156.7,145,7.4,661,3.985,14:42:43,3/9/23,0,-0.002,0,-9999,-0.65,1.033,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,341.862213,25,-7.469051,345.155243,342.269989,2.885254,2.460557,2.478096,1.655107,0.908582,0.270281,-0.01517,0.339637,0.701969,109.537483,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144540,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
12,14:46:52,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra15_t4_ch3,,,0.178184,2.922374,0.167944,2.995858,1.511541,1.436621,3.080708,1.569166,15.916168,16.746201,34.130817,0.441786,PSF-00438_20230309144652,0,0,0,270.753632,518.133118,0.477444,0.5,0.8,114.890549,46.92,44.6,25.22,24.47,90.26,156.8,153.4,2.1,602,3.984,14:42:43,3/9/23,0,0,-0.001,0,0.395,1.333,8.894,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,508.713135,25,-7.509149,505.279175,507.398865,-2.11969,2.460254,2.47755,1.656197,0.929683,0.270362,-0.008096,0.345108,0.648474,270.753632,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144652,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
13,14:48:26,3/9/23,Auto gsw+F,LI-COR Default,,13,,,0.058792,2.922886,0.057633,1.172736,1.422066,1.392722,3.211534,1.789467,15.430368,15.755482,35.581509,0.441786,PSF-00438_20230309144826,0,0,0,130.63681,313.151855,0.582832,0.5,0.8,93.354988,44.1,43.19,25.24,25.17,90.26,156.8,127.8,18.5,400,3.981,14:42:43,3/9/23,0,0.001,0.004,-9999,-1.174,0.885,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,299.248352,25,-9.92046,296.114441,298.970642,-2.856201,2.458348,2.473716,1.656734,0.866286,0.270178,-0.000385,0.352242,0.467521,130.63681,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309144826,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
14,14:51:07,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi12_t3_ch3,,,0.132246,2.922178,0.12652,2.166689,1.560608,1.506454,3.066491,1.505882,16.692522,17.292585,33.978771,0.441786,PSF-00438_20230309145107,0,0,0,106.774811,323.447723,0.669885,0.5,0.8,218.44577,48.32,46.64,25.26,24.39,90.25,156.8,149.3,4.7,815,3.978,14:42:43,3/9/23,0,-0.001,0.002,-9999,1.493,2.392,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,308.933258,25,-9.927751,310.21286,309.256104,0.956757,2.462997,2.479425,1.655991,0.919397,0.269896,-0.009463,0.364208,0.840661,106.774811,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145107,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
15,14:51:45,3/9/23,Auto gsw+F,LI-COR Default,,ely_can13_t3_ch3,,,0.033682,2.921958,0.033298,0.617568,1.449045,1.433588,3.08074,1.631696,15.885951,16.05723,34.138462,0.441786,PSF-00438_20230309145145,0,0,0,90.003845,200.333389,0.55073,0.5,0.8,168.513336,44.78,44.31,25.29,24.47,90.24,156.7,156.5,0.1,765,3.977,14:42:43,3/9/23,0,0,0,-9999,0.69,0.974,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,190.936096,25,-6.517649,190.229416,191.016464,-0.787048,2.459846,2.474634,1.655761,0.93755,0.269562,-0.008945,0.366931,0.79543,90.003845,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145145,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
16,14:52:32,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur13_t3_ch3,,,0.013258,2.922595,0.013198,0.259226,1.474262,1.46778,3.200732,1.72647,16.265335,16.337173,35.469208,0.441786,PSF-00438_20230309145232,0,0,0,102.139595,257.878601,0.603924,0.5,0.8,134.711472,45.44,45.24,25.34,25.11,90.24,156.8,156.3,0.3,558,3.976,14:42:43,3/9/23,0,-0.001,-0.002,-9999,-0.349,-0.114,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.996613,25,-6.131256,248.13652,249.114029,-0.977509,2.461087,2.475507,1.656429,0.937013,0.269052,-0.00223,0.370244,0.608946,102.139595,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145232,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
17,14:53:41,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur14_t3_ch3,,,0.053634,2.922183,0.052667,0.942251,1.534594,1.511037,3.107654,1.57306,16.743345,17.004375,34.434986,0.441786,PSF-00438_20230309145341,0,0,0,90.288879,205.280441,0.560168,0.5,0.8,155.667389,47.09,46.36,25.41,24.62,90.25,156.8,154,1.8,695,3.939,14:53:19,3/9/23,-0.1,-0.001,-0.001,-9999,-0.111,1.029,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,197.0383,25,-5.701121,196.926361,197.130737,-0.204376,2.462584,2.477863,1.655996,0.931109,0.268257,-0.008695,0.374995,0.732263,90.288879,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145341,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
18,14:55:13,3/9/23,Auto gsw+F,LI-COR Default,,ely-can14_t3_ch3,,,0.039268,2.920977,0.038747,0.74154,1.548971,1.530416,3.230476,1.681504,16.957287,17.162878,35.794247,0.441786,PSF-00438_20230309145513,0,0,0,88.701721,205.981262,0.56937,0.5,0.8,170.240936,47.73,47.15,25.34,25.27,90.25,156.6,156.8,-0.2,747,3.972,14:53:19,3/9/23,-0.1,0.001,0,-9999,-0.466,-0.547,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.723297,25,-8.270999,193.320389,194.157944,-0.837555,2.463658,2.478741,1.654734,0.938424,0.269005,-0.00051,0.38138,0.779726,88.701721,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145513,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
19,14:56:13,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut13_t3_ch3,,,0.053525,2.922373,0.052563,1.092334,1.615013,1.587731,3.438089,1.823076,17.592152,17.89444,38.094219,0.441786,PSF-00438_20230309145613,0,0,0,104.277489,240.797165,0.566949,0.5,0.8,184.569611,49.85,49.01,25.31,26.32,90.25,156.8,156.7,0.1,814,3.97,14:53:19,3/9/23,-0.1,-0.001,-0.001,-9999,1.447,1.106,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,230.498322,25,-7.226644,229.309555,230.466736,-1.157181,2.466138,2.4816,1.656196,0.938041,0.269331,0.011899,0.385399,0.839435,104.277489,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145613,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
20,14:57:18,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco14_t3-ch3,,,0.094916,2.922793,0.091931,1.736151,1.513987,1.470591,3.174138,1.660151,16.294498,16.775341,35.170212,0.441786,PSF-00438_20230309145718,0,0,0,134.69339,378.539429,0.644176,0.5,0.8,108.60347,46.65,45.32,25.34,24.97,90.25,156.8,146.1,6.8,421,3.969,14:53:19,3/9/23,-0.1,0,0.001,-9999,2.377,2.48,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,369.725342,25,-8.843298,363.30307,365.89801,-2.59494,2.461196,2.477296,1.656636,0.911318,0.26903,-0.003846,0.390199,0.486453,134.69339,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145718,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
21,14:59:04,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra13_t3_ch3,,,0.089656,2.921866,0.086987,1.593707,1.551369,1.51152,3.161694,1.610325,16.748055,17.189585,35.032425,0.441786,PSF-00438_20230309145904,0,0,0,145.265579,400.891876,0.637644,0.5,0.8,111.475021,47.27,46.06,25.53,24.9,90.25,156.7,153,2.3,437,3.966,14:53:19,3/9/23,-0.1,0.001,-0.001,-9999,-0.947,-0.568,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,387.617126,25,-9.572342,386.19339,387.208282,-1.014893,2.462146,2.478083,1.655664,0.928756,0.267005,-0.006768,0.397459,0.500465,145.265579,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309145904,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
22,15:01:33,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra14_t3_ch3,,,0.112089,2.921945,0.107948,1.993227,1.679099,1.629331,3.299728,1.620629,18.051783,18.60317,36.55854,0.441786,PSF-00438_20230309150133,0,0,0,165.643219,411.567169,0.597531,0.5,0.8,110.077881,50.28,48.79,25.82,25.62,90.26,156.7,155.2,1,461,3.963,14:53:19,3/9/23,-0.1,0.001,0.001,-9999,0.395,1.684,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,397.631042,25,-9.976961,395.743835,397.305176,-1.56134,2.465733,2.482055,1.655747,0.93417,0.263917,-0.001942,0.407077,0.5216,165.643219,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150133,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
23,15:03:28,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi14_t3_ch3,,,0.271842,2.92206,0.248705,3.857496,1.754407,1.65817,3.116749,1.362342,18.369007,19.435108,34.526966,0.441786,PSF-00438_20230309150328,0,0,0,116.523026,352.472992,0.669413,0.5,0.8,201.290024,51.52,48.69,26.16,24.67,90.27,156.7,138.2,11.8,752,3.961,14:53:19,3/9/23,-0.1,0.004,0.001,-9999,-0.632,2.267,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,335.86908,25,-11.38766,336.663727,336.194427,0.469299,2.465517,2.483616,1.655867,0.891611,0.260448,-0.01666,0.414444,0.783543,116.523026,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150328,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
24,15:04:14,3/9/23,Auto gsw+F,LI-COR Default,,24,,,0.012487,2.922539,0.012434,0.388883,1.646759,1.637048,4.375933,2.729174,18.134117,18.241684,48.473637,0.441786,PSF-00438_20230309150414,0,0,0,61.721565,86.412338,0.285732,0.5,0.8,90.90696,47.84,47.55,26.34,30.47,90.27,156.8,155.9,0.6,795,3.959,15:04:05,3/9/23,-0.17,0,-0.001,-9999,0.513,2.446,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,80.489517,25,-4.619858,78.251122,79.808289,-1.557167,2.463963,2.478745,1.65637,0.936072,0.258561,0.049054,0.417172,0.822806,61.721565,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150414,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
25,15:05:03,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut14_t3_ch3,,,0.01286,2.922424,0.012804,0.341002,1.507302,1.498773,3.840308,2.333006,16.602625,16.697104,42.540932,0.441786,PSF-00438_20230309150503,0,0,0,113.223557,289.33551,0.608677,0.5,0.8,88.249306,43.32,43.08,26.52,28.2,90.27,156.8,156.8,0,362,3.958,15:04:05,3/9/23,-0.17,0,0.001,-9999,-1.331,-0.154,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.991791,25,-13.467257,266.997101,270.084167,-3.087067,2.457917,2.4726,1.656249,0.938244,0.256724,0.019962,0.420029,0.433362,113.223557,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150503,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
26,15:06:26,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco13_t3_ch3,,,0.066707,2.922531,0.065219,1.438736,1.583839,1.547886,3.519119,1.935281,17.14558,17.543823,38.980488,0.441786,PSF-00438_20230309150626,0,0,0,187.740677,327.986359,0.427596,0.5,0.8,54.847179,44.9,43.88,26.75,26.71,90.28,156.8,148.8,5.1,321,3.954,15:04:05,3/9/23,-0.17,0,0,-9999,1.74,4.645,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,325.202118,25,-5.356647,318.440094,320.329071,-1.888977,2.458943,2.474683,1.656362,0.918002,0.254327,-0.000178,0.425027,0.395767,187.740677,0.000243,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150626,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
27,15:09:12,3/9/23,Auto gsw+F,LI-COR Default,,ely_can9_t1_ch3,,,0.003041,2.922891,0.003038,0.076663,1.411179,1.409261,3.626035,2.214856,15.610059,15.631314,40.164772,0.441786,PSF-00438_20230309150912,0,0,0,105.823875,253.159882,0.581988,0.5,0.8,148.366913,39.46,39.4,26.99,27.22,90.28,156.8,156.7,0.1,637,3.953,15:04:05,3/9/23,-0.17,0,-0.002,-9999,-0.817,-0.72,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,242.255325,25,-7.578408,241.672043,242.326614,-0.654572,2.452815,2.467191,1.656739,0.938172,0.25198,0.003011,0.434358,0.680621,105.823875,0.000243,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309150912,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
28,15:11:09,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur10_t1-ch3,,,0.0426,2.922175,0.041988,1.14599,1.582916,1.554271,3.97103,2.388114,17.217119,17.534424,43.988266,0.441786,PSF-00438_20230309151109,0,0,0,129.415863,326.45578,0.603573,0.5,0.8,144.64267,43.42,42.63,27.31,28.78,90.27,156.8,155.9,0.6,599,3.951,15:04:05,3/9/23,-0.17,0,0.001,-9999,-0.018,2.01,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,299.769043,25,-19.299606,293.606415,298.867157,-5.260742,2.457139,2.472548,1.655988,0.935961,0.248726,0.017454,0.44215,0.646241,129.415863,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309151109,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
29,15:11:48,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut9_t1_ch3,,,0.020152,2.921719,0.020014,0.547605,1.481402,1.467693,3.87825,2.396848,16.257301,16.409151,42.958492,0.441786,PSF-00438_20230309151148,0,0,0,110.306381,227.729202,0.515625,0.5,0.8,103.93457,40.34,39.97,27.44,28.37,90.28,156.7,142.3,9.2,504,3.926,15:04:05,3/9/23,-0.17,0,0,-9999,0.203,0.761,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,215.590958,25,-10.753392,208.593964,212.357315,-3.763351,2.453492,2.468312,1.65551,0.901695,0.247508,0.011205,0.444272,0.560616,110.306381,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309151148,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
30,15:31:33,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra10_t1_ch3,,,0.383126,2.921791,0.338712,6.096992,1.7977,1.645664,3.375734,1.578034,18.233948,19.918507,37.403118,0.441786,PSF-00438_20230309153133,0,0,0,171.154617,413.712921,0.586296,0.5,0.8,118.770264,48.13,44.06,27.73,26.01,90.25,156.7,151.7,3.2,506,3.924,15:31:17,3/9/23,-0.02,0.003,0.005,-9999,-0.916,0.665,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,400.048615,25,-10.057156,396.269928,399.336304,-3.066376,2.45898,2.478606,1.655586,0.925379,0.244693,-0.019599,0.506629,0.562881,171.154617,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153133,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
31,15:32:13,3/9/23,Auto gsw+F,LI-COR Default,,ely_can10_t1_ch3,,,0.020872,2.923327,0.020724,0.488696,1.638682,1.62649,3.703694,2.065012,18.0235,18.158602,41.041458,0.441786,PSF-00438_20230309153213,0,0,0,119.603638,302.62323,0.604777,0.5,0.8,172.068008,43.69,43.36,27.8,27.58,90.24,156.9,156.4,0.4,711,3.923,15:31:17,3/9/23,-0.02,-0.002,-0.002,-9999,-0.345,1.041,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,287.704834,25,-10.418033,286.361572,287.730743,-1.369171,2.458023,2.472598,1.657197,0.937157,0.243983,-0.00227,0.508676,0.747152,119.603638,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153213,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
32,15:34:10,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco9_t1_ch3,,,0.217307,2.922401,0.202267,4.067852,1.875956,1.774646,3.635849,1.759893,19.660725,20.783112,40.280392,0.441786,PSF-00438_20230309153410,0,0,0,197.435257,346.239594,0.429773,0.5,0.8,43.567741,49.15,46.5,28.1,27.27,90.26,156.8,139.6,10.9,253,3.92,15:31:17,3/9/23,-0.02,0,0.001,-9999,-1.403,-4.28,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,344.761841,25,-4.241211,339.129913,340.176819,-1.046906,2.462156,2.479881,1.656225,0.895229,0.24112,-0.009426,0.513841,0.335283,197.435257,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153410,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
