obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,AccCO2_soda,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
47,1678829446,1844.1,20230314 16:30:46,16:30:46,5,pas_smi9_t1_ch3,gibson,1678829443,1.49E-05,0.014896345,0.27977081,419.7772999,-95.94501557,-8.693093116,38.03390029,0.000875548,3.993216654,0.000875441,0.00054716,0,27.81936621,27.4642,3.677909494,58.20712117,2.186082654,3.755696228,1.491826841,-0.656928834,77.083979,4.192826567,80.61987673,0.27977081,0.014896345,0.167201721,430.2524422,430.1842667,0.000566185,67.48181103,0.018162628,24.12192091,24.12846061,2.51E-05,125.3650084,7,1,1,0,47698,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829443,419.7773,419.8865,24.12763,24.12208,419.1276,23.85651,500.28,90.50497,0.09997768,27.82226,27.4642,999.9,0,0,9993.625,0,0.222567,-0.1093444,430.1559,430.2654,0.005560303,419.8865,24.12208,2.183671,2.183168,18.84302,18.83935,0,0,0,0,-0.36,0,-18.23,-2.57,36.9874,41.7311,39.5,40.6933,37.937,0,0,0,1678829459,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.169424678,0.262795062,0.039317558,0,0.020564939,-0.151288389,0.015862339,0,0,2,0/2,2.84253,2.71037,0.090777,0.0908522,0.102577,0.102438,25593.3,22192.4,25197.5,23780.7,38628.2,35328.1,45593.3,42422.6,1.74813,1.85585,0.0276044,0,27.0221,999.9,54.2,31.119,27.2015,54.1114,42.6522,1,0.14689,0.336969,20.2452,5.23406,11.992,4.956,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87178,1.86263,1.86207,1.86853,1.85861,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2711,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,76,75.8,1.05591,2.35962,1.44775,2.30103,1.44409,2.48779,36.8604,24.3589,18,420.4,472.787,27.005,29.537,29.9996,29.3122,29.3045,21.2087,24.4244,100,27.0364,419.9,24.104,96.4655,99.7371,NA,3
48,1678829451,1849.1,20230314 16:30:51,16:30:51,5,pas_smi9_t1_ch3,gibson,1678829449,2.52E-05,0.025169683,0.305485184,419.7718888,80.44522489,7.288788686,38.03368811,0.00147037,3.998557643,0.00147007,0.000918821,0,27.79624996,27.5082,3.687391861,58.2868498,2.186378811,3.751067038,1.50101305,-1.109983017,63.14770886,3.430594566,65.46832041,0.305485184,0.025169683,0.380150794,430.2644802,430.1193879,-0.000744989,67.48181103,0.027321349,24.12112686,24.13091818,4.28E-05,125.3650084,7,1,1,0,47757,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829449,419.7718889,419.8925556,24.13072222,24.12134444,419.1222222,23.85945556,500.2681111,90.50563333,0.099976833,27.80113333,27.5082,999.9,0,0,10011.79556,0,0.222567,-0.120829289,430.1516667,430.2713333,0.009382457,419.8925556,24.12134444,2.183965556,2.183117778,18.84518889,18.83895556,0,0,0,0,1.155555556,0,-16.83333333,-2.744444444,36.972,41.715,39.5,40.687,37.92322222,0,0,0,1678829465,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.146561844,0.242546072,0.038776883,0,0.011588262,-0.054951839,0.006917435,1,1,2,2-Jan,2.84225,2.71029,0.0907754,0.0908545,0.102585,0.102438,25593.6,22192.5,25197.7,23780.8,38628.2,35328.2,45593.8,42422.6,1.74837,1.8559,0.0324026,0,27.0106,999.9,54.2,31.119,27.2013,53.6414,43.4655,1,0.146133,0.299769,20.2455,5.23361,11.992,4.9559,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87178,1.86263,1.86206,1.86848,1.85863,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2712,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,76.1,75.9,1.05713,2.3999,1.44897,2.30103,1.44409,2.28516,36.8366,24.3502,18,420.521,472.788,27.0314,29.5281,29.9994,29.3091,29.3007,21.2076,24.4244,100,27.0051,419.9,24.104,96.4664,99.7374,NA,3
49,1678829735,2132.6,20230314 16:35:34,16:35:34,5,pas_smi9_t1_ch3,gibson,1678829732,0.001207132,1.207131769,-0.287548493,419.8545001,409.1504561,37.07019451,38.04001133,0.031932319,3.953154771,0.03178971,0.019881329,0,35.40587208,35.45063,5.790860847,42.85601174,2.508017161,5.852194497,3.282843687,-53.23451101,40.70852491,2.417759671,-10.10822643,-0.287548493,1.207131769,-0.33980968,431.7115967,431.8317212,0.002780382,67.48181103,0.568649222,27.23393598,27.63007515,-0.020954085,125.3650084,6,1,1,0,46253,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829732,419.8545,419.9382,27.68144,27.23341,419.2049,27.25615,500.368,90.50275,0.10009294,35.64164,35.45063,999.9,0,0,9857.375,0,0.222567,-0.083551079,431.8075,431.6945,0.448046,419.9382,27.23341,2.505247,2.464698,21.06062,20.79524,0,0,0,0,-3.79,0,-10.75,-2.41,37.2185,41.6996,39.562,40.937,38.5746,0,0,0,1678829748,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.088255333,0.064268227,0.047776263,1,0.47583255,-0.053050559,0.012698149,1,2,2,2-Feb,2.84429,2.70939,0.0908701,0.0909265,0.112538,0.111446,25601.7,22199.4,25206.7,23788.5,38205.2,34983.7,45606.4,42434.7,1.7532,1.863,0.287227,0,30.8592,999.9,54.273,31.139,27.2695,56.4214,43.5016,1,0.165655,9.28105,19.943,5.23885,11.996,4.9569,3.304,9999,9999,999.9,9999,1.86843,1.86417,1.87171,1.86252,1.86203,1.86844,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4225,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,80.8,80.6,1.05835,2.3877,1.44775,2.30103,1.44409,2.38525,36.8366,24.2013,18,421.931,475.729,40.3462,29.2635,30.0099,29.1144,29.099,21.2473,0,100,35.2729,419.9,28.7082,96.4958,99.7671,NA,3
50,1678829740,2137.6,20230314 16:35:39,16:35:39,5,pas_smi9_t1_ch3,gibson,1678829737,0.000872468,0.872467617,-0.320363825,419.906889,416.7853965,37.76217856,38.04499642,0.022938757,3.979852258,0.022865559,0.014297531,0,35.44042816,35.46602222,5.79578254,42.74095239,2.49689108,5.841917273,3.29889146,-38.47582191,30.83968199,1.819196799,-5.816943119,-0.320363825,0.872467617,-0.34021952,431.6901583,431.8220667,0.000335285,67.48181103,0.238385875,27.23474392,27.51658909,-0.021889549,125.3650084,6,1,1,0,46432,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829737,419.9068889,419.9244444,27.55846667,27.23461111,419.2571111,27.13863333,500.3741111,90.50341111,0.099999833,35.60975556,35.46602222,999.9,0,0,9948.194444,0,0.222567,-0.017571346,431.8067778,431.6811111,0.323861889,419.9244444,27.23461111,2.494135556,2.464825556,20.98826667,20.79607778,0,0,0,0,3.1,0,-19.78888889,-3.066666667,37.25,41.687,39.562,40.937,38.611,0,0,0,1678829753,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.066024026,0.129035566,0.045369056,0,0.44440585,-0.470330814,0.056878538,0,0,2,0/2,2.84502,2.70988,0.0908781,0.0909236,0.112231,0.111448,25600.4,22198.3,25205.7,23787.4,38216.8,34982,45604.2,42432.7,1.75325,1.86295,0.273891,0,30.9591,999.9,54.273,31.139,27.2687,56.7914,42.528,1,0.166441,9.28105,19.9533,5.23826,11.9947,4.9576,3.304,9999,9999,999.9,9999,1.86843,1.86417,1.8717,1.86252,1.86203,1.86844,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4175,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,80.9,80.7,1.05835,2.39624,1.44775,2.30103,1.44409,2.2644,36.8604,24.2013,18,421.956,475.678,38.104,29.2672,30.0041,29.1138,29.0967,21.2474,0,100,34.7854,419.9,28.7082,96.4915,99.7624,NA,3
51,1678829745,2142.6,20230314 16:35:44,16:35:44,5,pas_smi9_t1_ch3,gibson,1678829742,0.000627335,0.627335462,-0.319767924,419.9455001,425.2007299,38.5243456,38.04820745,0.016678722,3.9881286,0.016640068,0.010403508,0,35.39196983,35.3201,5.749269398,42.82939286,2.488808888,5.810983349,3.26046051,-27.66549386,41.58039501,2.444808048,16.3597092,-0.319767924,0.627335462,-0.162872702,431.6862764,431.7584424,-0.001734534,67.48181103,0.157455846,27.23726598,27.43418182,-0.015669008,125.3650084,6,1,1,0,46468,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829742,419.9455,419.924,27.46947,27.23657,419.296,27.0536,500.342,90.50276,0.09996688,35.51349,35.3201,999.9,0,0,9976.499,0,0.222567,0.021566767,431.807,431.6814,0.2329138,419.924,27.23657,2.486062,2.464983,20.93554,20.79712,0,0,0,0,-1.56,0,-15.85,-2.98,37.25,41.687,39.562,40.937,38.625,0,0,0,1678829758,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.040383926,0.376780896,0.054176104,0,0.387554925,-0.967063689,0.09710793,0,0,2,0/2,2.84447,2.71006,0.0908707,0.0909249,0.112012,0.111457,25600.9,22198.1,25206,23787.2,38226.8,34981.4,45604.8,42432.4,1.753,1.86285,0.256158,0,31.0473,999.9,54.273,31.119,27.2377,57.0114,43.2732,1,0.165854,9.28105,19.9621,5.23691,11.9954,4.95755,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87168,1.86256,1.86203,1.86844,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.414,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81,80.8,1.05835,2.36938,1.44775,2.30103,1.44409,2.53662,36.8604,24.2101,18,421.799,475.606,36.2836,29.2719,30.0011,29.1117,29.0959,21.2467,0,100,34.3685,419.9,28.7082,96.4927,99.7616,NA,3
52,1678829750,2147.6,20230314 16:35:49,16:35:49,5,pas_smi9_t1_ch3,gibson,1678829747,0.000429917,0.429917417,-0.275121732,419.8951112,432.4947358,39.18573278,38.04415699,0.01168556,3.992530797,0.011666592,0.007293321,0,35.28140141,35.07188889,5.670896275,43.07057564,2.482337914,5.763419404,3.188558361,-18.95935809,63.00469687,3.693269374,47.73860816,-0.275121732,0.429917417,-0.125009006,431.6013568,431.6858545,-0.007448299,67.48181103,0.064556111,27.23787289,27.3721497,-0.012477955,125.3650084,6,1,1,0,46525,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829747,419.8951111,419.859,27.39767778,27.23806667,419.2457778,26.98496667,500.3692222,90.50401111,0.099942044,35.3646,35.07188889,999.9,0,0,9991.388889,0,0.222567,0.0362888,431.7235556,431.6154444,0.159599778,419.859,27.23806667,2.479598889,2.465155556,20.89321111,20.79825556,0,0,0,0,4.444444444,0,-18.9,-3.522222222,37.25,41.687,39.562,40.937,38.625,0,0,0,1678829763,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.016584797,0.52546694,0.059572934,0,0.31046195,-1.156690739,0.111981976,0,0,2,0/2,2.84474,2.71006,0.0908646,0.0909255,0.111842,0.111462,25601.6,22198.1,25206.6,23787.1,38235.1,34981.2,45605.9,42432.5,1.75292,1.863,0.236496,0,31.1231,999.9,54.273,31.119,27.2379,57.1114,42.8085,1,0.164695,9.28105,19.9698,5.23601,11.9945,4.9574,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8717,1.86253,1.86202,1.86844,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.4113,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.1,80.9,1.05835,2.38403,1.44775,2.30103,1.44409,2.41577,36.8604,24.2101,18,421.757,475.69,34.7274,29.2772,29.9999,29.1117,29.0942,21.2478,0,100,34.1372,419.9,28.7082,96.4949,99.7617,NA,3
53,1678829755,2152.6,20230314 16:35:54,16:35:54,5,pas_smi9_t1_ch3,gibson,1678829752,0.00027881,0.278809704,-0.101075708,419.8404,416.6262147,37.74836177,38.0395826,0.007738754,3.991820194,0.007730429,0.004832265,0,35.15863062,34.84331,5.599545009,43.34741105,2.477396128,5.715211284,3.122148881,-12.29550795,79.47379682,4.650875913,71.82916479,-0.101075708,0.278809704,-0.013031665,431.5811667,431.6015394,-0.003204877,67.48181103,-0.032636104,27.23974943,27.31936061,-0.010370676,125.3650084,6,1,1,0,46500,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829752,419.8404,419.8465,27.34286,27.23934,419.1911,26.93259,500.3533,90.50485,0.10001459,35.2126,34.84331,999.9,0,0,9988.87,0,0.222567,-0.005950934,431.6428,431.6031,0.10350849,419.8465,27.23934,2.474661,2.465293,20.8608,20.79916,0,0,0,0,-1.04,0,-15.91,-3.43,37.25,41.687,39.562,40.937,38.656,0,0,0,1678829768,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.009449005,0.105203238,0.032089139,0,0.222808415,-0.953601055,0.092676292,0,0,2,0/2,2.84439,2.71014,0.0908586,0.0909248,0.111698,0.111462,25602.5,22198.7,25207.3,23787.8,38242.2,34982.1,45606.8,42433.6,1.7528,1.8628,0.220813,0,31.1873,999.9,54.273,31.119,27.2358,57.3914,43.0369,1,0.163638,9.15262,19.9829,5.23571,11.9927,4.9575,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86253,1.86203,1.86844,1.85853,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.4089,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.2,81,1.05835,2.36084,1.44775,2.30103,1.44409,2.53906,36.8604,24.2276,18,421.671,475.56,33.3831,29.2847,29.9992,29.1094,29.0942,21.2486,0,100,34.9789,419.9,28.7082,96.4972,99.7643,NA,3
54,1678829760,2157.6,20230314 16:35:59,16:35:59,5,pas_smi9_t1_ch3,gibson,1678829757,0.000136686,0.136685978,0.166732499,419.8162222,329.6832649,29.87051228,38.0368886,0.003870826,4.009927113,0.003868751,0.002418156,0,35.00824086,34.6255,5.532282615,43.69158981,2.472594168,5.659199353,3.059688447,-6.027851615,88.4381412,5.142183162,87.55247275,0.166732499,0.136685978,0.271339983,431.6778201,431.5750727,-0.000784337,67.48181103,-0.105629405,27.23947317,27.27452606,-0.008392413,125.3650084,6,1,1,0,47294,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829757,419.8162222,419.9017778,27.29022222,27.23946667,419.1667778,26.8823,500.3305556,90.5041,0.099565578,35.03458889,34.6255,999.9,0,0,10050.83889,0,0.222567,-0.085354344,431.5947778,431.6597778,0.050747156,419.9017778,27.23946667,2.469876667,2.465283333,20.82933333,20.79911111,0,0,0,0,0.555555556,0,-19.15555556,-2.966666667,37.25,41.694,39.562,40.937,38.687,0,0,0,1678829773,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.004129043,-0.389916597,0.052422341,0,0.150179975,-0.74752743,0.072290574,0,0,2,0/2,2.84433,2.7107,0.0908553,0.0909195,0.111584,0.111469,25603.5,22199.4,25208.3,23788.4,38248.8,34982.7,45608.7,42434.6,1.75303,1.86325,0.199534,0,31.2399,999.9,54.273,31.119,27.2392,56.1114,43.117,1,0.14877,0.5579,20.2245,5.23301,11.992,4.95615,3.304,9999,9999,999.9,9999,1.86844,1.86421,1.8718,1.86263,1.86203,1.8685,1.85861,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4072,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.3,81.1,1.05835,2.37549,1.44775,2.30103,1.44409,2.49512,36.8604,24.3502,18,421.796,475.852,32.7913,29.2929,29.989,29.1092,29.0942,21.2492,0,100,35.1386,419.9,28.7082,96.5012,99.7668,NA,3
55,1678829765,2162.6,20230314 16:36:04,16:36:04,5,pas_smi9_t1_ch3,gibson,1678829762,0.000106047,0.106047497,0.138585974,419.7604999,327.0727268,29.63416044,38.03206132,0.003077007,4.031917339,0.003075703,0.001922431,0,34.86811175,34.38537,5.458942587,44.03098017,2.471711376,5.613573368,2.98723121,-4.676694619,109.3538595,6.31174312,110.988908,0.138585974,0.106047497,0.363463246,431.613512,431.4799818,-0.001911342,67.48181103,0.31401188,27.24071721,27.29838182,0.006656099,125.3650084,5,1,1,0,47005,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829762,419.7605,419.8304,27.28032,27.24094,419.111,26.87284,500.3176,90.50446,0.09973293,34.88845,34.38537,999.9,0,0,10126.13,0,0.222567,-0.06999206,431.5329,431.5874,0.03939227,419.8304,27.24094,2.468992,2.465426,20.82351,20.80003,0,0,0,0,-0.64,0,-15.94,-2.6,37.2686,41.7185,39.5683,40.937,38.687,0,0,0,1678829778,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.028502667,-0.429548664,0.054057218,0,0.096684023,-0.559105122,0.055168865,0,0,2,0/2,2.84442,2.71122,0.0908379,0.0909049,0.111674,0.111468,25606.4,22201.6,25210.6,23790.5,38248.6,34985.7,45613.1,42438.2,1.7545,1.86248,0.186026,0,31.2742,999.9,54.273,31.139,27.2702,55.1914,42.6963,1,0.134037,-3.98044,20.1883,5.23421,11.992,4.95685,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.8718,1.86263,1.86203,1.86849,1.85862,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4085,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.3,81.1,1.05957,2.36084,1.44775,2.30103,1.44409,2.52197,36.8604,24.3327,18,422.633,475.35,33.9611,29.303,29.9892,29.1092,29.0942,21.2552,0,100,35.4727,419.9,28.7082,96.5104,99.7755,NA,3
56,1678829770,2167.6,20230314 16:36:09,16:36:09,5,pas_smi9_t1_ch3,gibson,1678829767,0.000289638,0.289638215,0.422561408,419.6327776,320.1181245,29.00412981,38.02060122,0.008525017,4.006521716,0.008514952,0.005322749,0,34.73807191,34.27496667,5.425508069,44.37477506,2.477994733,5.584241789,2.947513337,-12.77304528,112.1013918,6.5048365,105.833183,0.422561408,0.289638215,0.250609144,431.577229,431.4680727,0.002271577,67.48181103,0.81459417,27.24233906,27.38564303,0.017964543,125.3650084,5,1,1,0,46970,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829767,419.6327778,419.8404444,27.34958889,27.24206667,418.983,26.93904444,500.4351111,90.50431111,0.1001489,34.79395556,34.27496667,999.9,0,0,10039.16667,0,0.222567,-0.2077705,431.4324444,431.5983333,0.107508989,419.8404444,27.24206667,2.475255556,2.465526667,20.8647,20.80068889,0,0,0,0,1.633333333,0,-18.24444444,-3.622222222,37.29822222,41.701,39.562,40.958,38.722,0,0,0,1678829783,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.075586723,-0.57035638,0.071682194,0,0.074486613,-0.125519395,0.033243292,0,0,2,0/2,2.84426,2.71055,0.0908272,0.0909281,0.111923,0.111471,25608.2,22202.8,25212.2,23792.4,38240,34988,45615.8,42441.2,1.75452,1.86278,0.182137,0,31.2987,999.9,54.297,31.139,27.2818,54.7214,43.3814,1,0.136171,-4.65591,20.172,5.23496,11.992,4.95685,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.87179,1.86263,1.86203,1.86848,1.85862,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4126,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.4,81.2,1.05835,2.36816,1.44775,2.30103,1.44409,2.55371,36.8604,24.3327,18,422.647,475.561,35.2335,29.3139,29.9972,29.1092,29.0964,21.2541,0,100,35.9505,419.9,28.7082,96.5161,99.7828,NA,3
57,1678829775,2172.6,20230314 16:36:14,16:36:14,5,pas_smi9_t1_ch3,gibson,1678829772,0.000506691,0.50669139,0.254444489,419.6802999,371.0207895,33.61559679,38.02429444,0.01497996,4.008941444,0.014948932,0.009345865,0,34.68361259,34.26441,5.422320437,44.53791667,2.485362619,5.580329761,2.936957818,-22.34509029,111.7197847,6.4780475,95.85274193,0.254444489,0.50669139,0.041337678,431.6246054,431.5440303,0.013498078,67.48181103,0.962862728,27.24356997,27.46545758,0.015305731,125.3650084,5,1,1,0,46737,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829772,419.6803,419.8586,27.43135,27.24324,419.0308,27.01714,500.3631,90.50317,0.09983055,34.78132,34.26441,999.9,0,0,10047.57,0,0.222567,-0.1784211,431.5174,431.6174,0.1880859,419.8586,27.24324,2.482621,2.4656,20.91303,20.80118,0,0,0,0,2.47,0,-19.18,-3.35,37.312,41.687,39.5935,40.9748,38.7374,0,0,0,1678829788,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.127766428,-0.550049765,0.074471169,0,0.089339873,0.454267329,0.054861091,0,0,2,0/2,2.84422,2.71051,0.0908338,0.0909122,0.112131,0.111473,25607.5,22203.6,25211.6,23793,38230.4,34988.7,45615.1,42442.1,1.7544,1.86238,0.185907,0,31.3192,999.9,54.273,31.139,27.2662,54.8214,42.4639,1,0.136519,-4.45144,20.1795,5.23511,11.992,4.9569,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.87179,1.86261,1.86203,1.8685,1.85864,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.416,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.5,81.3,1.05835,2.35596,1.44775,2.30103,1.44409,2.51831,36.8604,24.3327,18,422.578,475.307,36.16,29.324,29.9991,29.1096,29.097,21.2589,0,100,36.4668,419.9,28.7082,96.5144,99.7849,NA,3
58,1678829780,2177.6,20230314 16:36:19,16:36:19,5,pas_smi9_t1_ch3,gibson,1678829777,0.000673431,0.67343123,0.114748649,419.6713333,388.4434098,35.19484471,38.02424505,0.019867809,3.992836188,0.01981305,0.012388064,0,34.67871315,34.3097,5.436007454,44.57270234,2.491134187,5.588923391,2.944873267,-29.69831724,107.4945598,6.260419436,84.05666202,0.114748649,0.67343123,-0.041705512,431.5571246,431.5607273,0.002677159,67.48181103,0.915389096,27.24482417,27.51008061,0.008414722,125.3650084,5,1,1,0,46548,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829777,419.6713333,419.823,27.4945,27.24453333,419.0216667,27.07746667,500.4222222,90.5046,0.100218667,34.80906667,34.3097,999.9,0,0,9992.366667,0,0.222567,-0.151835111,431.536,431.5813333,0.249941,419.823,27.24453333,2.488375556,2.465754444,20.95066667,20.8022,0,0,0,0,1.866666667,0,-16.83333333,-2.544444444,37.312,41.715,39.625,41,38.75,0,0,0,1678829793,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.142905435,-0.319923715,0.067437746,0,0.133288338,0.825426339,0.080334013,0,0,2,0/2,2.84402,2.71008,0.0908333,0.0909274,0.112249,0.111475,25606.9,22202.8,25211.1,23792.6,38224,34988.2,45613.6,42441.6,1.75452,1.86217,0.179082,0,31.3384,999.9,54.273,31.139,27.2684,54.4114,43.6458,1,0.136214,-4.1565,20.1891,5.23481,11.992,4.95675,3.304,9999,9999,999.9,9999,1.86846,1.86418,1.8718,1.86262,1.86203,1.86849,1.85862,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4178,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,81.6,81.4,1.05957,2.3584,1.44775,2.30103,1.44409,2.52319,36.8366,24.3414,18,422.664,475.196,36.8173,29.3366,29.9995,29.1117,29.0992,21.2578,0,100,36.9551,419.9,28.7082,96.5117,99.7836,NA,3
